TournamentName,Round,Player1Name,Player2Name,Player1_Match_Prob,Player2_Match_Prob,bc_p1_prob,bc_p2_prob,Player1_Match_Odds,Player2_Match_Odds,bc_p1_odds,bc_p2_odds,p1_spread,p2_spread,rel_p1_spread,rel_p2_spread
Carychallenger,R16,Tristan Schoolkate,Andre Ilagan,79.1000,20.9000,75.7028,24.2972,1.2600,4.7800,1.2100,3.7700,-0.0500,-1.0100,-0.0397,-0.2113
Carychallenger,R16,Patrick Maloney,Rei Sakamoto,32.4000,67.6000,35.9296,64.0704,3.0900,1.4800,2.5500,1.4300,-0.5400,-0.0500,-0.1748,-0.0338
Brasovchallenger,R16,Francesco Maestrelli,Alexander Donski,54.8000,45.2000,76.3314,23.6686,1.8200,2.2100,1.2000,3.8700,-0.6200,1.6600,-0.3407,0.7511
Brasovchallenger,R16,Marko Topo,Sascha Gueymard Wayenburg,78.6000,21.4000,73.8397,26.1603,1.2700,4.6700,1.2400,3.5000,-0.0300,-1.1700,-0.0236,-0.2505
Brasovchallenger,R16,Tom Paris,Manas Dhamne,43.8000,56.2000,45.7995,54.2005,2.2800,1.7800,2.0000,1.6900,-0.2800,-0.0900,-0.1228,-0.0506
Brasovchallenger,R16,Radu Mihai Papoe,Murkel Alejandro Dellien Velasco,36.1000,63.9000,,,2.7700,1.5600,,,,,,
Brasovchallenger,QF,Luka Pavlovic,Gabi Adrian Boitan,70.3000,29.7000,,,1.4200,3.3700,,,,,,
Modenachallenger,R16,Carlos Taberner,Jerome Kym,58.3000,41.7000,,,1.7200,2.4000,,,,,,
Modenachallenger,R16,Marco Cecchinato,Max Houkes,65.1000,34.9000,62.3077,37.6923,1.5400,2.8700,1.4700,2.4300,-0.0700,-0.4400,-0.0455,-0.1533
Modenachallenger,R16,Thiago Seyboth Wild,Toby Alex Kodat,85.1000,14.9000,,,1.1800,6.7100,,,,,,
Modenachallenger,R16,Stefanos Sakellaridis,Moez Echargui,52.9000,47.1000,38.9610,61.0390,1.8900,2.1200,2.3500,1.5000,0.4600,-0.6200,0.2434,-0.2925
Modenachallenger,QF,Stefano Travaglia,Andrea Pellegrino,29.1000,70.9000,34.1523,65.8477,3.4400,1.4100,2.6800,1.3900,-0.7600,-0.0200,-0.2209,-0.0142
Troyeschallenger,R16,Marco Trungelliti,Matteo Martineau,80.2000,19.8000,69.3735,30.6265,1.2500,5.0500,1.3200,2.9900,0.0700,-2.0600,0.0560,-0.4079
Troyeschallenger,R16,Nikolas Sanchez Izquierdo,Cosme Rolland De Ravel,58.9000,41.1000,66.8281,33.1719,1.7000,2.4300,1.3700,2.7600,-0.3300,0.3300,-0.1941,0.1358
