tournament,p1_name,p2_name,p1_odds,p2_odds,scrape_timestamp_utc
ATP Qualification US Open,"Riedi, Leandro","Johns, Garrett",1.29,3.27,2025-08-22 06:19:29 UTC
ATP Qualification US Open,"Shimizu, Yuta","Damm Jr, Martin",2.36,1.52,2025-08-22 06:19:29 UTC
ATP Qualification US Open,"Coppejans, Kimmer","Buse, Ignacio",2.47,1.48,2025-08-22 06:19:29 UTC
ATP Qualification US Open,"Gomez, Federico Agustin",Grenier Hugo,2.11,1.65,2025-08-22 06:19:29 UTC
ATP Qualification US Open,"Cazaux, Arthur","Struff, Jan-Lennard",1.65,2.11,2025-08-22 06:19:29 UTC
ATP Qualification US Open,"Trungelliti, Marco","Llamas Ruiz, Pablo",2.11,1.65,2025-08-22 06:19:29 UTC
ATP Qualification US Open,"Hüsler, Marc-Andrea","Svajda, Zachary",2.73,1.4,2025-08-22 06:19:29 UTC
ATP Qualification US Open,"Kubler, Jason","Prizmic, Dino",2.77,1.39,2025-08-22 06:19:29 UTC
ATP Qualification US Open,"Duckworth, James","Piros, Zsombor",1.6,2.19,2025-08-22 06:19:29 UTC
ATP Qualification US Open,"Passaro, Francesco","Rocha, Henrique",1.71,2.02,2025-08-22 06:19:29 UTC
ATP Qualification US Open,"Wong, Coleman","Harris, Billy",1.71,2.02,2025-08-22 06:19:29 UTC
ATP Qualification US Open,"Kym, Jérôme","Wu, Yibing",1.85,1.85,2025-08-22 06:19:29 UTC
Challenger Sofia,"Dodig, Matej","Molcan, Alex",2.47,1.48,2025-08-22 06:19:29 UTC
Challenger Hersonissos,"Jodar, Rafael","Added, Dan",1.22,3.83,2025-08-22 06:19:29 UTC
Challenger Hersonissos,"Echargui, Moez","Bertrand, Robin",1.5,2.41,2025-08-22 06:19:29 UTC
Challenger Augsbourg,"Kolar, Zdenek","Stebe, Cedrik-Marcel",1.65,2.11,2025-08-22 06:19:29 UTC
ATP US Open,"Thompson, Jordan",Moutet Corentin,3.21,1.32,2025-08-22 06:19:29 UTC
ATP US Open,"Carballes Baena, Roberto","Rinderknech, Arthur",2.86,1.39,2025-08-22 06:19:29 UTC
ATP US Open,"Navone, Mariano",Giron Marcos,1.65,2.16,2025-08-22 06:19:29 UTC
ATP US Open,"Djere, Laslo","Collignon, Raphaël",1.78,1.97,2025-08-22 06:19:29 UTC
ATP US Open,"Dostanic, Stefan","Spizzirri, Eliot",2.36,1.55,2025-08-22 06:19:29 UTC
ATP US Open,"Darderi, Luciano","Hijikata, Rinky",1.52,2.43,2025-08-22 06:19:29 UTC
ATP US Open,"Opelka, Reilly","Alcaraz Garfia, Carlos",9.26,1.04,2025-08-22 06:19:29 UTC
ATP US Open,"Bellucci, Mattia","Shang, Juncheng",1.56,2.33,2025-08-22 06:19:29 UTC
ATP US Open,"Ofner, Sebastian","Ruud, Casper",5.0,1.15,2025-08-22 06:19:29 UTC
ATP US Open,"Nardi, Luca","Machac, Tomas",2.54,1.48,2025-08-22 06:19:29 UTC
ATP US Open,"Mannarino, Adrian","Griekspoor, Tallon",1.87,1.87,2025-08-22 06:19:29 UTC
ATP US Open,"Royer, Valentin","Yunchaokete, Bu",2.99,1.36,2025-08-22 06:19:29 UTC
ATP US Open,"Shevchenko, Alexander","Davidovich Fokina, Alejandro",5.42,1.13,2025-08-22 06:19:29 UTC
ATP US Open,"Lehecka, Jiri","Coric, Borna",1.11,5.93,2025-08-22 06:19:29 UTC
ATP US Open,"Fucsovics, Marton","Shapovalov, Denis",2.46,1.51,2025-08-22 06:19:29 UTC
ATP US Open,"Ugo Carabelli, Camilo","Etcheverry, Tomas Martin",3.4,1.29,2025-08-22 06:19:29 UTC
ATP US Open,"Van De Zandschulp, Botic","Rune, Holger",4.11,1.21,2025-08-22 06:19:29 UTC
ATP US Open,"Fonseca, Joao","Kecmanovic, Miomir",1.55,2.36,2025-08-22 06:19:29 UTC
ATP US Open,"Tiafoe, Frances","Nishioka, Yoshihito",1.07,7.41,2025-08-22 06:19:29 UTC
ATP US Open,"Mensik, Jakub","Jarry, Nicolas",1.32,3.21,2025-08-22 06:19:29 UTC
