TournamentName,TournamentURL,Round,Player1Name,Player2Name,Player1_Match_Prob,Player2_Match_Prob,Player1_Match_Odds,Player2_Match_Odds,ModelName,ScrapeTimestampUTC
Atpathens,https://www.tennisabstract.com/current/2025ATPAthens.html,R32,Alejandro Tabilo,Adam Walton,100.0,0.0,1.0,,Sackmann,2025-11-03 06:19:28 UTC
Atpathens,https://www.tennisabstract.com/current/2025ATPAthens.html,R32,Eliot Spizzirri,Laslo Djere,63.6,36.4,1.57,2.75,Sackmann,2025-11-03 06:19:28 UTC
Atpathens,https://www.tennisabstract.com/current/2025ATPAthens.html,R32,Stefanos Sakellaridis,Nuno Borges,0.0,100.0,,1.0,Sackmann,2025-11-03 06:19:28 UTC
Atpathens,https://www.tennisabstract.com/current/2025ATPAthens.html,R32,Marcos Giron,Pedro Martinez,71.3,28.7,1.4,3.48,Sackmann,2025-11-03 06:19:28 UTC
Atpathens,https://www.tennisabstract.com/current/2025ATPAthens.html,R32,Yannick Hanfmann,Ivan Ivanov,65.0,35.0,1.54,2.86,Sackmann,2025-11-03 06:19:28 UTC
Atpathens,https://www.tennisabstract.com/current/2025ATPAthens.html,R32,Reilly Opelka,Vit Kopriva,73.4,26.6,1.36,3.76,Sackmann,2025-11-03 06:19:28 UTC
Atpmetz,https://www.tennisabstract.com/current/2025ATPMetz.html,R32,Kyrian Jacquet,Luca Van Assche,48.2,51.8,2.07,1.93,Sackmann,2025-11-03 06:19:28 UTC
Atpmetz,https://www.tennisabstract.com/current/2025ATPMetz.html,R32,Arthur Cazaux,Adrian Mannarino,100.0,0.0,1.0,,Sackmann,2025-11-03 06:19:28 UTC
Atpmetz,https://www.tennisabstract.com/current/2025ATPMetz.html,R32,Valentin Royer,Cameron Norrie,44.2,55.8,2.26,1.79,Sackmann,2025-11-03 06:19:28 UTC
Atpmetz,https://www.tennisabstract.com/current/2025ATPMetz.html,R32,Jan Choinski,Lorenzo Sonego,26.0,74.0,3.85,1.35,Sackmann,2025-11-03 06:19:28 UTC
Atpmetz,https://www.tennisabstract.com/current/2025ATPMetz.html,R32,Terence Atmane,Hugo Gaston,0.0,100.0,,1.0,Sackmann,2025-11-03 06:19:28 UTC
