ResultDate,TournamentKey,Round,WinnerName,LoserName,WinnerNameKey,LoserNameKey,Score,TournamentName
2025-04-30,2025madrid,R16,Francisco Cerundolo,Alexander Zverev,franciscocerundolo,alexanderzverev,7-5 6-3,Atpmadrid
2025-04-30,2025madrid,R16,Jakub Mensik,Alexander Bublik,jakubmensik,alexanderbublik,6-3 6-2,Atpmadrid
2025-04-30,2025madrid,R16,Casper Ruud,Taylor Fritz,casperruud,taylorfritz,7-5 6-4,Atpmadrid
2025-04-30,2025madrid,R16,Daniil Medvedev,Brandon Nakashima,daniilmedvedev,brandonnakashima,3-6 6-1 6-4,Atpmadrid
2025-04-30,2025madrid,R32,Alexander Zverev,Alejandro Davidovich Fokina,alexanderzverev,alejandrodavidovichfokina,2-6 7-6(3) 7-6(0),Atpmadrid
2025-04-30,2025madrid,R32,Francisco Cerundolo,Francisco Comesana,franciscocerundolo,franciscocomesana,6-4 6-4,Atpmadrid
2025-04-30,2025madrid,R32,Jakub Mensik,Ben Shelton,jakubmensik,benshelton,6-1 6-4,Atpmadrid
2025-04-30,2025madrid,R32,Alexander Bublik,Andrey Rublev,alexanderbublik,andreyrublev,6-4 0-6 6-4,Atpmadrid
2025-04-30,2025madrid,R32,Taylor Fritz,Benjamin Bonzi,taylorfritz,benjaminbonzi,4-6 7-5 0-0 RET,Atpmadrid
2025-04-30,2025madrid,R32,Casper Ruud,Sebastian Korda,casperruud,sebastiankorda,6-3 6-3,Atpmadrid
2025-04-30,2025madrid,R32,Daniil Medvedev,Juan Manuel Cerundolo,daniilmedvedev,juanmanuelcerundolo,6-2 6-2,Atpmadrid
2025-04-30,2025madrid,R32,Brandon Nakashima,Flavio Cobolli,brandonnakashima,flaviocobolli,7-5 6-3,Atpmadrid
2025-04-30,2025madrid,R32,Jack Draper,Matteo Berrettini,jackdraper,matteoberrettini,7-6(2) 0-0 RET,Atpmadrid
2025-04-30,2025madrid,R32,Tommy Paul,Karen Khachanov,tommypaul,karenkhachanov,6-3 3-6 6-2,Atpmadrid
2025-04-30,2025madrid,R32,Frances Tiafoe,Alexandre Muller,francestiafoe,alexandremuller,6-3 6-3,Atpmadrid
2025-04-30,2025madrid,R32,Matteo Arnaldi,Damir Dzumhur,matteoarnaldi,damirdzumhur,6-3 6-4,Atpmadrid
2025-04-30,2025madrid,R32,Alex De Minaur,Denis Shapovalov,alexdeminaur,denisshapovalov,6-3 7-6(3),Atpmadrid
2025-04-30,2025madrid,R32,Lorenzo Musetti,Stefanos Tsitsipas,lorenzomusetti,stefanostsitsipas,7-5 7-6(3),Atpmadrid
2025-04-30,2025madrid,R32,Grigor Dimitrov,Jacob Fearnley,grigordimitrov,jacobfearnley,6-4 7-6(3),Atpmadrid
2025-04-30,2025madrid,R32,Gabriel Diallo,Cameron Norrie,gabrieldiallo,cameronnorrie,2-6 6-4 6-4,Atpmadrid
2025-04-30,2025madrid,R64,Alexander Zverev,Roberto Bautista Agut,alexanderzverev,robertobautistaagut,6-2 6-2,Atpmadrid
2025-04-30,2025madrid,R64,Alejandro Davidovich Fokina,Nuno Borges,alejandrodavidovichfokina,nunoborges,6-2 6-3,Atpmadrid
2025-04-30,2025madrid,R64,Francisco Cerundolo,Harold Mayot,franciscocerundolo,haroldmayot,6-3 6-4,Atpmadrid
2025-04-30,2025madrid,R64,Francisco Comesana,Arthur Fils,franciscocomesana,arthurfils,7-6(4) 6-4,Atpmadrid
2025-04-30,2025madrid,R64,Ben Shelton,Mariano Navone,benshelton,marianonavone,4-6 7-6(5) 6-3,Atpmadrid
2025-04-30,2025madrid,R64,Jakub Mensik,Ethan Quinn,jakubmensik,ethanquinn,7-6(4) 6-1,Atpmadrid
2025-04-30,2025madrid,R64,Alexander Bublik,Alexei Popyrin,alexanderbublik,alexeipopyrin,6-4 7-6(4),Atpmadrid
2025-04-30,2025madrid,R64,Taylor Fritz,Christopher Oconnell,taylorfritz,christopheroconnell,6-1 6-4,Atpmadrid
2025-04-30,2025madrid,R64,Benjamin Bonzi,Hubert Hurkacz,benjaminbonzi,huberthurkacz,6-4 7-5,Atpmadrid
2025-04-30,2025madrid,R64,Sebastian Korda,Federico Cina,sebastiankorda,federicocina,6-3 3-6 6-1,Atpmadrid
2025-04-30,2025madrid,R64,Casper Ruud,Arthur Rinderknech,casperruud,arthurrinderknech,6-3 6-4,Atpmadrid
2025-04-30,2025madrid,R64,Juan Manuel Cerundolo,Felix Auger Aliassime,juanmanuelcerundolo,felixaugeraliassime,7-6(5) 6-4,Atpmadrid
2025-04-30,2025madrid,R64,Brandon Nakashima,Sebastian Ofner,brandonnakashima,sebastianofner,6-3 7-6(3),Atpmadrid
2025-04-30,2025madrid,R64,Flavio Cobolli,Holger Rune,flaviocobolli,holgerrune,6-2 0-0 RET,Atpmadrid
2025-04-30,2025madrid,R64,Jack Draper,Tallon Griekspoor,jackdraper,tallongriekspoor,6-3 6-4,Atpmadrid
2025-04-30,2025madrid,R64,Matteo Berrettini,Marcos Giron,matteoberrettini,marcosgiron,6-7(3) 7-6(6) 6-1,Atpmadrid
2025-04-30,2025madrid,R64,Karen Khachanov,Reilly Opelka,karenkhachanov,reillyopelka,7-6(3) 7-6(4),Atpmadrid
2025-04-30,2025madrid,R64,Tommy Paul,Joao Fonseca,tommypaul,joaofonseca,7-6(7) 7-6(3),Atpmadrid
2025-04-30,2025madrid,R64,Frances Tiafoe,Luciano Darderi,francestiafoe,lucianodarderi,7-5 3-1 RET,Atpmadrid
2025-04-30,2025madrid,R64,Alexandre Muller,Ugo Humbert,alexandremuller,ugohumbert,6-2 6-7(3) 7-6(5),Atpmadrid
2025-04-30,2025madrid,R64,Damir Dzumhur,Sebastian Baez,damirdzumhur,sebastianbaez,1-6 6-1 6-2,Atpmadrid
2025-04-30,2025madrid,R64,Matteo Arnaldi,Novak Djokovic,matteoarnaldi,novakdjokovic,6-3 6-4,Atpmadrid
2025-04-30,2025madrid,R64,Alex De Minaur,Lorenzo Sonego,alexdeminaur,lorenzosonego,6-2 6-3,Atpmadrid
2025-04-30,2025madrid,R64,Denis Shapovalov,Kei Nishikori,denisshapovalov,keinishikori,6-1 6-4,Atpmadrid
2025-04-30,2025madrid,R64,Stefanos Tsitsipas,Jan Lennard Struff,stefanostsitsipas,janlennardstruff,3-6 6-4 6-3,Atpmadrid
2025-04-30,2025madrid,R64,Lorenzo Musetti,Tomas Martin Etcheverry,lorenzomusetti,tomasmartinetcheverry,7-6(3) 6-2,Atpmadrid
2025-04-30,2025madrid,R64,Grigor Dimitrov,Nicolas Jarry,grigordimitrov,nicolasjarry,6-3 6-4,Atpmadrid
2025-04-30,2025madrid,R64,Jacob Fearnley,Tomas Machac,jacobfearnley,tomasmachac,1-6 6-3 6-2,Atpmadrid
2025-04-30,2025madrid,R64,Cameron Norrie,Jiri Lehecka,cameronnorrie,jirilehecka,2-6 6-4 6-0,Atpmadrid
2025-04-30,2025madrid,R64,Gabriel Diallo,Kamil Majchrzak,gabrieldiallo,kamilmajchrzak,7-5 4-6 6-4,Atpmadrid
2025-04-30,2025madrid,R128,Roberto Bautista Agut,Jaume Munar,robertobautistaagut,jaumemunar,6-4 2-6 6-3,Atpmadrid
2025-04-30,2025madrid,R128,Nuno Borges,Pablo Carreno Busta,nunoborges,pablocarrenobusta,6-7(7) 7-6(3) 6-3,Atpmadrid
2025-04-30,2025madrid,R128,Harold Mayot,Corentin Moutet,haroldmayot,corentinmoutet,6-3 4-2 RET,Atpmadrid
2025-04-30,2025madrid,R128,Francisco Comesana,Pedro Martinez,franciscocomesana,pedromartinez,6-4 6-4,Atpmadrid
2025-04-30,2025madrid,R128,Mariano Navone,Giovanni Mpetshi Perricard,marianonavone,giovannimpetshiperricard,6-4 6-4,Atpmadrid
2025-04-30,2025madrid,R128,Ethan Quinn,Dusan Lajovic,ethanquinn,dusanlajovic,6-3 6-4,Atpmadrid
2025-04-30,2025madrid,R128,Alexander Bublik,Alex Michelsen,alexanderbublik,alexmichelsen,7-6(2) 7-6(4),Atpmadrid
2025-04-30,2025madrid,R128,Gael Monfils,Borna Gojo,gaelmonfils,bornagojo,1-6 6-2 6-4,Atpmadrid
2025-04-30,2025madrid,R128,Christopher Oconnell,Camilo Ugo Carabelli,christopheroconnell,camilougocarabelli,6-3 6-4,Atpmadrid
2025-04-30,2025madrid,R128,Benjamin Bonzi,Marin Cilic,benjaminbonzi,marincilic,6-3 6-2,Atpmadrid
2025-04-30,2025madrid,R128,Federico Cina,Coleman Wong,federicocina,colemanwong,7-6(5) 6-1,Atpmadrid
2025-04-30,2025madrid,R128,Arthur Rinderknech,Roman Safiullin,arthurrinderknech,romansafiullin,7-6(4) 6-1,Atpmadrid
2025-04-30,2025madrid,R128,Laslo Djere,Fabio Fognini,laslodjere,fabiofognini,6-2 6-3,Atpmadrid
2025-04-30,2025madrid,R128,Juan Manuel Cerundolo,Aleksandar Kovacevic,juanmanuelcerundolo,aleksandarkovacevic,3-6 7-5 6-2,Atpmadrid
2025-04-30,2025madrid,R128,Sebastian Ofner,Hugo Gaston,sebastianofner,hugogaston,6-4 6-3,Atpmadrid
2025-04-30,2025madrid,R128,Flavio Cobolli,Fabian Marozsan,flaviocobolli,fabianmarozsan,7-6(4) 7-5,Atpmadrid
2025-04-30,2025madrid,R128,Tallon Griekspoor,Vit Kopriva,tallongriekspoor,vitkopriva,6-1 6-4,Atpmadrid
2025-04-30,2025madrid,R128,Marcos Giron,Learner Tien,marcosgiron,learnertien,6-1 1-6 7-6(4),Atpmadrid
2025-04-30,2025madrid,R128,Reilly Opelka,Rinky Hijikata,reillyopelka,rinkyhijikata,7-5 7-5,Atpmadrid
2025-04-30,2025madrid,R128,Joao Fonseca,Elmer Moller,joaofonseca,elmermoller,6-2 6-3,Atpmadrid
2025-04-30,2025madrid,R128,Luciano Darderi,Quentin Halys,lucianodarderi,quentinhalys,6-4 6-4,Atpmadrid
2025-04-30,2025madrid,R128,Alexandre Muller,David Goffin,alexandremuller,davidgoffin,6-3 3-6 1-0 RET,Atpmadrid
2025-04-30,2025madrid,R128,Damir Dzumhur,Mattia Bellucci,damirdzumhur,mattiabellucci,4-6 6-4 6-2,Atpmadrid
2025-04-30,2025madrid,R128,Matteo Arnaldi,Borna Coric,matteoarnaldi,bornacoric,4-6 6-4 7-5,Atpmadrid
2025-04-30,2025madrid,R128,Lorenzo Sonego,Miomir Kecmanovic,lorenzosonego,miomirkecmanovic,6-4 7-6(5),Atpmadrid
2025-04-30,2025madrid,R128,Kei Nishikori,Aleksandar Vukic,keinishikori,aleksandarvukic,6-4 3-6 6-3,Atpmadrid
2025-04-30,2025madrid,R128,Jan Lennard Struff,Botic Van De Zandschulp,janlennardstruff,boticvandezandschulp,7-5 2-6 4-1 RET,Atpmadrid
2025-04-30,2025madrid,R128,Tomas Martin Etcheverry,Hamad Medjedovic,tomasmartinetcheverry,hamadmedjedovic,6-4 6-7(4) 6-4,Atpmadrid
2025-04-30,2025madrid,R128,Nicolas Jarry,Daniel Altmaier,nicolasjarry,danielaltmaier,6-3 6-2,Atpmadrid
2025-04-30,2025madrid,R128,Jacob Fearnley,Bu Yunchaokete,jacobfearnley,buyunchaokete,6-3 7-6(2),Atpmadrid
2025-04-30,2025madrid,R128,Cameron Norrie,Martin Landaluce,cameronnorrie,martinlandaluce,6-7(4) 7-5 6-4,Atpmadrid
2025-04-30,2025madrid,R128,Gabriel Diallo,Zizou Bergs,gabrieldiallo,zizoubergs,6-1 6-2,Atpmadrid
2025-04-30,2025madrid,Q2,Daniel Altmaier,Daniel Elahi Galan,danielaltmaier,danielelahigalan,7-6(3) 3-6 6-1,Atpmadrid
2025-04-30,2025madrid,Q2,Jacob Fearnley,Hugo Dellien,jacobfearnley,hugodellien,7-5 6-1,Atpmadrid
2025-04-30,2025madrid,Q2,Borna Coric,Gabriel Diallo,bornacoric,gabrieldiallo,6-3 7-6(6),Atpmadrid
2025-04-30,2025madrid,Q2,Hugo Gaston,Luca Nardi,hugogaston,lucanardi,6-4 6-2,Atpmadrid
2025-04-30,2025madrid,Q2,Fabio Fognini,Rinky Hijikata,fabiofognini,rinkyhijikata,6-4 5-7 7-5,Atpmadrid
2025-04-30,2025madrid,Q2,Juan Manuel Cerundolo,Botic Van De Zandschulp,juanmanuelcerundolo,boticvandezandschulp,7-6(3) 5-7 7-6(5),Atpmadrid
2025-04-30,2025madrid,Q2,Borna Gojo,Jerome Kym,bornagojo,jeromekym,7-6(12) 6-3,Atpmadrid
2025-04-30,2025madrid,Q2,Elmer Moller,Kamil Majchrzak,elmermoller,kamilmajchrzak,5-7 6-4 6-4,Atpmadrid
2025-04-30,2025madrid,Q2,Ethan Quinn,Thiago Monteiro,ethanquinn,thiagomonteiro,2-6 7-6(5) 7-6(0),Atpmadrid
2025-04-30,2025madrid,Q2,Harold Mayot,Tristan Boyer,haroldmayot,tristanboyer,7-5 6-2,Atpmadrid
2025-04-30,2025madrid,Q2,Vit Kopriva,Valentin Royer,vitkopriva,valentinroyer,1-6 6-3 7-6(3),Atpmadrid
2025-04-30,2025madrid,Q2,Dusan Lajovic,Cristian Garin,dusanlajovic,cristiangarin,6-4 6-2,Atpmadrid
2025-04-30,2025madrid,Q1,Daniel Altmaier,Luca Van Assche,danielaltmaier,lucavanassche,7-6(10) 6-4,Atpmadrid
2025-04-30,2025madrid,Q1,Daniel Elahi Galan,Diego Dedura Palomero,danielelahigalan,diegodedurapalomero,6-7(7) 6-4 6-1,Atpmadrid
2025-04-30,2025madrid,Q1,Jacob Fearnley,Pavel Kotov,jacobfearnley,pavelkotov,4-6 6-4 6-1,Atpmadrid
2025-04-30,2025madrid,Q1,Hugo Dellien,Adrian Mannarino,hugodellien,adrianmannarino,6-3 7-6(8),Atpmadrid
2025-04-30,2025madrid,Q1,Gabriel Diallo,Nicolas Moreno De Alboran,gabrieldiallo,nicolasmorenodealboran,6-3 6-3,Atpmadrid
2025-04-30,2025madrid,Q1,Borna Coric,Otto Virtanen,bornacoric,ottovirtanen,6-7(1) 7-5 6-2,Atpmadrid
2025-04-30,2025madrid,Q1,Hugo Gaston,Yannick Hanfmann,hugogaston,yannickhanfmann,7-6(6) 4-6 6-4,Atpmadrid
