tournament,p1_name,p2_name,p1_odds,p2_odds,scrape_timestamp_utc
Challenger Cary,"Maloney, Patrick","Sakamoto, Rei",2.55,1.43,2025-07-03 06:19:45 UTC
Challenger Cary,"Bigun, Kaylan","Wu, Yibing",4.35,1.16,2025-07-03 06:19:45 UTC
Challenger Cary,"Glinka, Daniil","Zheng, Michael",5.23,1.11,2025-07-03 06:19:45 UTC
Challenger Cary,"Schoolkate, Tristan","Ilagan, Andre",1.21,3.77,2025-07-03 06:19:45 UTC
ATP Wimbledon,"De Minaur, Alex","Cazaux, Arthur",1.07,7.41,2025-07-03 06:19:45 UTC
ATP Wimbledon,"Kecmanovic, Miomir","De Jong, Jesper",1.38,2.9,2025-07-03 06:19:45 UTC
ATP Wimbledon,"Cobolli, Flavio","Pinnington Jones, Jack",1.38,2.9,2025-07-03 06:19:45 UTC
ATP Wimbledon,Giron Marcos,"Mensik, Jakub",2.4,1.53,2025-07-03 06:19:45 UTC
ATP Wimbledon,"Marozsan, Fabian","Munar, Jaume",1.98,1.77,2025-07-03 06:19:45 UTC
ATP Wimbledon,Dimitrov Grigor,Moutet Corentin,1.46,2.6,2025-07-03 06:19:45 UTC
ATP Wimbledon,"Holmgren, August","Machac, Tomas",5.93,1.11,2025-07-03 06:19:45 UTC
ATP Wimbledon,"Evans, Daniel","Djokovic, Novak",10.14,1.03,2025-07-03 06:19:45 UTC
ATP Wimbledon,"Ofner, Sebastian","Paul, Tommy",4.23,1.2,2025-07-03 06:19:45 UTC
ATP Wimbledon,"Martinez Portero, Pedro","Navone, Mariano",2.74,1.42,2025-07-03 06:19:45 UTC
ATP Wimbledon,"Nakashima, Brand.","Opelka, Reilly",1.45,2.63,2025-07-03 06:19:45 UTC
ATP Wimbledon,"Draper, Jack","Cilic, Marin",1.1,6.23,2025-07-03 06:19:45 UTC
ATP Wimbledon,"Sonego, Lorenzo","Basilashvili, Nikoloz",1.44,2.67,2025-07-03 06:19:45 UTC
ATP Wimbledon,"Shelton, Ben","Hijikata, Rinky",1.23,3.9,2025-07-03 06:19:45 UTC
ATP Wimbledon,"Fucsovics, Marton","Monfils, Gaël",1.8,1.95,2025-07-03 06:19:45 UTC
ATP Wimbledon,"Sinner, Jannik","Vukic, Aleksandar",1.01,12.59,2025-07-03 06:19:45 UTC
ATP Wimbledon,"Jarry, Nicolas","Fonseca, Joao",2.67,1.44,2025-07-03 06:19:45 UTC
ATP Wimbledon,"Borges, Nuno","Khachanov, Karen",3.15,1.33,2025-07-03 06:19:45 UTC
ATP Wimbledon,Rublev Andrey,"Mannarino, Adrian",1.3,3.33,2025-07-03 06:19:45 UTC
ATP Wimbledon,"Bellucci, Mattia","Norrie, Cameron",2.43,1.52,2025-07-03 06:19:45 UTC
Challenger Brasov,"Topo, Marko","Gueymard-Wayenburg, Sascha",1.24,3.5,2025-07-03 06:19:45 UTC
Challenger Brasov,"Maestrelli, Francesco","Donski, Alexander",1.2,3.87,2025-07-03 06:19:45 UTC
Challenger Brasov,"Paris, Tom","Dhamne, Manas",2.0,1.69,2025-07-03 06:19:45 UTC
Challenger Brasov,"Papoe, Radu Mihai","Dellien, Murkel",1.91,1.76,2025-07-03 06:19:45 UTC
Challenger Brasov,"Ferreira Silva, Frederico","Ficovich, Juan Pablo",2.52,1.44,2025-07-03 06:19:45 UTC
Challenger Modena,"Taberner, Carlos","Kym, Jérôme",1.78,1.89,2025-07-03 06:19:45 UTC
Challenger Modena,"Cecchinato, Marco","Houkes, Max",1.47,2.43,2025-07-03 06:19:45 UTC
Challenger Modena,"Sakellaridis, Stefanos","Echargui, Moez",2.35,1.5,2025-07-03 06:19:45 UTC
Challenger Modena,"Seyboth Wild, Thiago","Kodat, T",1.22,3.67,2025-07-03 06:19:45 UTC
Challenger Modena,"Travaglia, Stefano","Pellegrino, Andrea",2.68,1.39,2025-07-03 06:19:45 UTC
Challenger Modena,"Cina, Federico","Cerundolo, Juan Manuel",2.49,1.45,2025-07-03 06:19:45 UTC
Challenger Troyes,"Sanchez-Izquierdo, Nikolas","Rolland De Ravel, Cosme",1.37,2.76,2025-07-03 06:19:45 UTC
Challenger Troyes,"Barranco Cosano, Javier","Sels, Jelle",1.65,2.06,2025-07-03 06:19:45 UTC
Challenger Troyes,"Trungelliti, Marco","Martineau, Matteo",1.32,2.99,2025-07-03 06:19:45 UTC
Challenger Troyes,"Brunold, Mika","Hemery, Calvin",1.96,1.72,2025-07-03 06:19:45 UTC
Challenger Troyes,"Choinski, Jan","Mayot, Harold",2.2,1.57,2025-07-03 06:19:45 UTC
