TournamentName,Round,Player1Name,Player2Name,Player1_Match_Prob,Player2_Match_Prob,bc_p1_prob,bc_p2_prob,Player1_Match_Odds,Player2_Match_Odds,bc_p1_odds,bc_p2_odds,p1_spread,p2_spread,rel_p1_spread,rel_p2_spread
Birminghamchallenger,R16,Martin Landaluce,Lloyd Harris,28.7000,71.3000,,,3.4800,1.4000,,,,,,
Birminghamchallenger,R16,Colton Smith,Nicolas Moreno De Alboran,63.5000,36.5000,,,1.5700,2.7400,,,,,,
Birminghamchallenger,R16,Rinky Hijikata,Yosuke Watanuki,47.6000,52.4000,56.8365,43.1635,2.1000,1.9100,1.6100,2.1200,-0.4900,0.2100,-0.2333,0.1099
Birminghamchallenger,R16,Li Tu,Alex Bolt,42.9000,57.1000,36.8020,63.1980,2.3300,1.7500,2.4900,1.4500,0.1600,-0.3000,0.0687,-0.1714
Heilbronnchallenger,R16,Daniel Rincon,Facundo Mena,63.2000,36.8000,,,1.5800,2.7200,,,,,,
Heilbronnchallenger,R16,Dominic Stricker,Marko Topo,66.9000,33.1000,52.3161,47.6839,1.4900,3.0200,1.7500,1.9200,0.2600,-1.1000,0.1745,-0.3642
Heilbronnchallenger,R16,Guy Den Ouden,Gauthier Onclin,67.5000,32.5000,,,1.4800,3.0800,,,,,,
Heilbronnchallenger,R16,Diego Dedura Palomero,Emilio Nava,13.8000,86.2000,,,7.2500,1.1600,,,,,,
Prostejovchallenger,R16,Vitaliy Sachko,Milos Karol,79.0000,21.0000,,,1.2700,4.7600,,,,,,
Prostejovchallenger,R16,Alejandro Moro Canas,Alexander Shevchenko,34.7000,65.3000,42.4000,57.6000,2.8800,1.5300,2.1600,1.5900,-0.7200,0.0600,-0.2500,0.0392
Prostejovchallenger,R16,Hugo Dellien,Maxim Mrva,77.7000,22.3000,67.3077,32.6923,1.2900,4.4800,1.3600,2.8000,0.0700,-1.6800,0.0543,-0.3750
Prostejovchallenger,R16,Dimitar Kuzmanov,Norbert Gombos,39.0000,61.0000,50.8197,49.1803,2.5600,1.6400,1.8000,1.8600,-0.7600,0.2200,-0.2969,0.1341
Tylerchallenger,R16,Mitchell Krueger,Karue Sell,62.9000,37.1000,67.3077,32.6923,1.5900,2.7000,1.3600,2.8000,-0.2300,0.1000,-0.1447,0.0370
Tylerchallenger,R16,Rafael Jodar,Andres Martin,39.6000,60.4000,,,2.5300,1.6600,,,,,,
Tylerchallenger,R16,Antoine Escoffier,Yibing Wu,17.7000,82.3000,,,5.6500,1.2200,,,,,,
Tylerchallenger,R16,Alex Rybakov,Nicolas Mejia,46.6000,53.4000,,,2.1500,1.8700,,,,,,
