TournamentName,Round,Player1Name,Player2Name,Player1_Match_Prob,Player2_Match_Prob,bc_p1_prob,bc_p2_prob,Player1_Match_Odds,Player2_Match_Odds,bc_p1_odds,bc_p2_odds,p1_spread,p2_spread,rel_p1_spread,rel_p2_spread
Atpathens,QF,Novak Djokovic,Nuno Borges,84.8000,15.2000,,,1.1800,6.5800,,,,,,
Atpathens,QF,Marcos Giron,Yannick Hanfmann,51.0000,49.0000,,,1.9600,2.0400,,,,,,
Atpathens,QF,Sebastian Korda,Miomir Kecmanovic,68.4000,31.6000,,,1.4600,3.1600,,,,,,
Atpathens,QF,Alexandre Muller,Lorenzo Musetti,23.3000,76.7000,,,4.2900,1.3000,,,,,,
Atpmetz,QF,Kyrian Jacquet,Cameron Norrie,22.9000,77.1000,,,4.3700,1.3000,,,,,,
Atpmetz,QF,Lorenzo Sonego,Daniel Altmaier,55.6000,44.4000,,,1.8000,2.2500,,,,,,
Atpmetz,QF,Clement Tabur,Vitaliy Sachko,47.2000,52.8000,,,2.1200,1.8900,,,,,,
Atpmetz,QF,Matteo Berrettini,Learner Tien,34.9000,65.1000,,,2.8700,1.5400,,,,,,
Helsinkichallenger,R16,Emil Ruusuvuori,Otto Virtanen,46.7000,53.3000,,,2.1400,1.8800,,,,,,
Taipeichallenger,R16,Coleman Wong,Tsung Hao Huang,82.1000,17.9000,,,1.2200,5.5900,,,,,,
Taipeichallenger,R16,Maxime Janvier,Elias Ymer,18.6000,81.4000,,,5.3800,1.2300,,,,,,
Knoxvillechallenger,R16,Nicolas Mejia,Murphy Cassone,50.2000,49.8000,,,1.9900,2.0100,,,,,,
Knoxvillechallenger,R16,Oliver Tarvet,Cedrik Marcel Stebe,43.8000,56.2000,,,2.2800,1.7800,,,,,,
