tournament,p1_name,p2_name,p1_odds,p2_odds,scrape_timestamp_utc
ATP US Open,"Musetti, Lorenzo","Cobolli, Flavio",1.35,3.04,2025-08-30 06:18:40 UTC
ATP US Open,"Wong, Coleman",Rublev Andrey,7.93,1.06,2025-08-30 06:18:40 UTC
ATP US Open,"Sinner, Jannik","Shapovalov, Denis",1.01,12.59,2025-08-30 06:18:40 UTC
ATP US Open,"Munar, Jaume","Bergs, Zizou",1.4,2.82,2025-08-30 06:18:40 UTC
ATP US Open,Majchrzak Kamil,"Riedi, Leandro",1.62,2.21,2025-08-30 06:18:40 UTC
ATP US Open,"Altmaier, Daniel","De Minaur, Alex",9.26,1.04,2025-08-30 06:18:40 UTC
ATP US Open,"Zverev, Alexander","Auger-Aliassime, Félix",1.28,3.47,2025-08-30 06:18:40 UTC
ATP US Open,Bublik Alexander,"Paul, Tommy",1.72,2.05,2025-08-30 06:18:40 UTC
ATP US Open,"Rinderknech, Arthur","Alcaraz Garfia, Carlos",9.26,1.04,2025-08-30 06:18:40 UTC
ATP US Open,"Mannarino, Adrian","Lehecka, Jiri",3.47,1.28,2025-08-30 06:18:40 UTC
ATP US Open,"Djokovic, Novak","Struff, Jan-Lennard",1.14,5.2,2025-08-30 06:18:40 UTC
Challenger Como,"Ajdukovic, Duje","Monteiro, Thiago",2.0,1.72,2025-08-30 06:18:40 UTC
Challenger Como,"Torres, Juan Bautista","Berrettini, Jacopo",1.78,1.93,2025-08-30 06:18:40 UTC
Challenger Como,"Squire, Henri","Mikrut, Luka",1.82,1.88,2025-08-30 06:18:40 UTC
Challenger Como,"Budkov Kjaer, Nicolai","Brancaccio, Raul",1.47,2.5,2025-08-30 06:18:40 UTC
"Challenger, Manacor, Spain","Rodionov, Jurij","Butvilas, Edas",1.96,1.75,2025-08-30 06:18:40 UTC
"Challenger, Manacor, Spain","Rincon, Daniel","Mayot, Harold",2.5,1.47,2025-08-30 06:18:40 UTC
Challenger Porto,"Moro Canas, Alejandro","Arnaud Bailly, Gilles",1.83,1.87,2025-08-30 06:18:40 UTC
Challenger Porto,"Ferreira Silva, Frederico","Den Ouden, Guy",2.85,1.37,2025-08-30 06:18:40 UTC
Challenger Zhangjiagang,"Shimabukuro, Sho","Uchiyama, Yasutaka",1.52,2.36,2025-08-30 06:18:40 UTC
Challenger Zhangjiagang,"Crawford, Oliver","Isomura, Kokoro",1.2,4.04,2025-08-30 06:18:40 UTC
