TournamentName,Round,Player1Name,Player2Name,Player1_Match_Prob,Player2_Match_Prob,bc_p1_prob,bc_p2_prob,Player1_Match_Odds,Player2_Match_Odds,bc_p1_odds,bc_p2_odds,p1_spread,p2_spread,rel_p1_spread,rel_p2_spread
Atpshanghai,QF,Daniil Medvedev,Alex De Minaur,42.2000,57.8000,,,2.3700,1.7300,,,,,,
Atpshanghai,QF,Arthur Rinderknech,Felix Auger Aliassime,28.4000,71.6000,,,3.5200,1.4000,,,,,,
Atpshanghai,QF,Zizou Bergs,Novak Djokovic,13.4000,86.6000,,,7.4600,1.1500,,,,,,
Atpshanghai,QF,Holger Rune,Valentin Vacherot,83.9000,16.1000,,,1.1900,6.2100,,,,,,
Jinanchallenger,R16,Kyrian Jacquet,Shintaro Mochizuki,40.9000,59.1000,,,2.4400,1.6900,,,,,,
Valenciachallenger,QF,Albert Ramos,Jan Choinski,35.9000,64.1000,,,2.7900,1.5600,,,,,,
Valenciachallenger,QF,Sumit Nagal,Henri Squire,55.1000,44.9000,,,1.8100,2.2300,,,,,,
Valenciachallenger,QF,Marco Trungelliti,Carlos Taberner,51.3000,48.7000,,,1.9500,2.0500,,,,,,
Valenciachallenger,QF,Luka Mikrut,Christoph Negritu,85.8000,14.2000,,,1.1700,7.0400,,,,,,
Roannechallenger,R16,Henry Bernet,Nicolai Budkov Kjaer,10.8000,89.2000,,,9.2600,1.1200,,,,,,
Roannechallenger,R16,Borna Gojo,Hugo Gaston,56.2000,43.8000,,,1.7800,2.2800,,,,,,
Calichallenger,R16,Tomas Barrios Vera,Luciano Emanuel Ambrogi,88.1000,11.9000,,,1.1400,8.4000,,,,,,
Calichallenger,R16,Mateus Alves,Federico Agustin Gomez,19.9000,80.1000,,,5.0300,1.2500,,,,,,
Calichallenger,R16,Daniel Dutra Da Silva,Juan Bautista Torres,41.4000,58.6000,,,2.4200,1.7100,,,,,,
Calichallenger,R16,Franco Roncadelli,Nicolas Mejia,29.7000,70.3000,,,3.3700,1.4200,,,,,,
Fairfieldchallenger,R16,Marek Gengel,Edward Winter,59.0000,41.0000,,,1.6900,2.4400,,,,,,
Fairfieldchallenger,R16,Roger Pascual Ferra,Abedallah Shelbayh,27.0000,73.0000,,,3.7000,1.3700,,,,,,
Hersonissos5Challenger,R16,Kimmer Coppejans,Toby Samuel,61.5000,38.5000,,,1.6300,2.6000,,,,,,
Hersonissos5Challenger,R16,Radu Albot,Dimitar Kuzmanov,48.9000,51.1000,,,2.0400,1.9600,,,,,,
Hersonissos5Challenger,R16,Inaki Montes De La Torre,Harry Wendelken,64.7000,35.3000,,,1.5500,2.8300,,,,,,
Hersonissos5Challenger,R16,Hynek Barton,George Loffhagen,32.1000,67.9000,,,3.1200,1.4700,,,,,,
