ResultDate,TournamentKey,Round,WinnerName,LoserName,WinnerNameKey,LoserNameKey,Score,TournamentName
2025-08-25,2025winstonsalem,F,Marton Fucsovics,Botic Van De Zandschulp,martonfucsovics,boticvandezandschulp,6-3 7-6(3),Atpwinston Salem
2025-08-25,2025winstonsalem,SF,Botic Van De Zandschulp,Giovanni Mpetshi Perricard,boticvandezandschulp,giovannimpetshiperricard,6-4 7-5,Atpwinston Salem
2025-08-25,2025winstonsalem,QF,Botic Van De Zandschulp,Bu Yunchaokete,boticvandezandschulp,buyunchaokete,6-3 5-7 6-3,Atpwinston Salem
2025-08-25,2025winstonsalem,QF,Giovanni Mpetshi Perricard,Hamad Medjedovic,giovannimpetshiperricard,hamadmedjedovic,7-6(8) 6-2,Atpwinston Salem
2025-08-25,2025winstonsalem,QF,Sebastian Korda,Miomir Kecmanovic,sebastiankorda,miomirkecmanovic,6-1 6-4,Atpwinston Salem
2025-08-25,2025winstonsalem,QF,Marton Fucsovics,Jaume Munar,martonfucsovics,jaumemunar,7-5 6-3,Atpwinston Salem
2025-08-25,2025winstonsalem,R16,Bu Yunchaokete,Mariano Navone,buyunchaokete,marianonavone,6-4 6-4,Atpwinston Salem
2025-08-25,2025winstonsalem,R16,Botic Van De Zandschulp,Sebastian Baez,boticvandezandschulp,sebastianbaez,0-6 6-1 6-4,Atpwinston Salem
2025-08-25,2025winstonsalem,R16,Hamad Medjedovic,Gabriel Diallo,hamadmedjedovic,gabrieldiallo,6-4 6-2,Atpwinston Salem
2025-08-25,2025winstonsalem,R16,Giovanni Mpetshi Perricard,Alexandre Muller,giovannimpetshiperricard,alexandremuller,6-3 6-2,Atpwinston Salem
2025-08-25,2025winstonsalem,R16,Sebastian Korda,Kamil Majchrzak,sebastiankorda,kamilmajchrzak,6-7(3) 6-3 6-4,Atpwinston Salem
2025-08-25,2025winstonsalem,R16,Miomir Kecmanovic,Luciano Darderi,miomirkecmanovic,lucianodarderi,6-3 6-1,Atpwinston Salem
2025-08-25,2025winstonsalem,R16,Jaume Munar,Lorenzo Sonego,jaumemunar,lorenzosonego,4-6 6-4 6-1,Atpwinston Salem
2025-08-25,2025winstonsalem,R16,Marton Fucsovics,Roberto Bautista Agut,martonfucsovics,robertobautistaagut,6-4 6-3,Atpwinston Salem
2025-08-25,2025winstonsalem,R32,Bu Yunchaokete,Stefanos Tsitsipas,buyunchaokete,stefanostsitsipas,6-3 6-2,Atpwinston Salem
2025-08-25,2025winstonsalem,R32,Mariano Navone,Marcos Giron,marianonavone,marcosgiron,6-2 6-2,Atpwinston Salem
2025-08-25,2025winstonsalem,R32,Sebastian Baez,Pablo Carreno Busta,sebastianbaez,pablocarrenobusta,7-5 6-2,Atpwinston Salem
2025-08-25,2025winstonsalem,R32,Botic Van De Zandschulp,Matteo Arnaldi,boticvandezandschulp,matteoarnaldi,6-3 6-3,Atpwinston Salem
2025-08-25,2025winstonsalem,R32,Hamad Medjedovic,Jacob Fearnley,hamadmedjedovic,jacobfearnley,6-4 7-6(2),Atpwinston Salem
2025-08-25,2025winstonsalem,R32,Giovanni Mpetshi Perricard,Pedro Martinez,giovannimpetshiperricard,pedromartinez,2-6 6-3 7-6(3),Atpwinston Salem
2025-08-25,2025winstonsalem,R32,Alexandre Muller,Darwin Blanch,alexandremuller,darwinblanch,6-7(3) 6-3 7-5,Atpwinston Salem
2025-08-25,2025winstonsalem,R32,Kamil Majchrzak,Nuno Borges,kamilmajchrzak,nunoborges,6-1 6-3,Atpwinston Salem
2025-08-25,2025winstonsalem,R32,Sebastian Korda,Vit Kopriva,sebastiankorda,vitkopriva,6-3 6-4,Atpwinston Salem
2025-08-25,2025winstonsalem,R32,Miomir Kecmanovic,Aleksandar Kovacevic,miomirkecmanovic,aleksandarkovacevic,6-4 7-6(5),Atpwinston Salem
2025-08-25,2025winstonsalem,R32,Luciano Darderi,Mackenzie Mcdonald,lucianodarderi,mackenziemcdonald,7-6(5) 6-7(6) 6-4,Atpwinston Salem
2025-08-25,2025winstonsalem,R32,Lorenzo Sonego,Stefan Dostanic,lorenzosonego,stefandostanic,6-3 6-7(2) 7-6(3),Atpwinston Salem
2025-08-25,2025winstonsalem,R32,Jaume Munar,Mattia Bellucci,jaumemunar,mattiabellucci,6-3 6-1,Atpwinston Salem
2025-08-25,2025winstonsalem,R32,Roberto Bautista Agut,Christopher Oconnell,robertobautistaagut,christopheroconnell,6-4 0-0 RET,Atpwinston Salem
2025-08-25,2025winstonsalem,R32,Marton Fucsovics,Tallon Griekspoor,martonfucsovics,tallongriekspoor,6-3 4-6 6-3,Atpwinston Salem
2025-08-25,2025winstonsalem,R64,Bu Yunchaokete,Chun Hsin Tseng,buyunchaokete,chunhsintseng,6-7(2) 6-3 7-6(4),Atpwinston Salem
2025-08-25,2025winstonsalem,R64,Mariano Navone,Dhakshineswar Suresh,marianonavone,dhakshineswarsuresh,6-3 6-3,Atpwinston Salem
2025-08-25,2025winstonsalem,R64,Pablo Carreno Busta,Yoshihito Nishioka,pablocarrenobusta,yoshihitonishioka,6-0 6-3,Atpwinston Salem
2025-08-25,2025winstonsalem,R64,Botic Van De Zandschulp,Adam Walton,boticvandezandschulp,adamwalton,2-6 7-5 6-3,Atpwinston Salem
2025-08-25,2025winstonsalem,R64,Nishesh Basavareddy,Raphael Collignon,nisheshbasavareddy,raphaelcollignon,6-2 7-6(2),Atpwinston Salem
2025-08-25,2025winstonsalem,R64,Hamad Medjedovic,Arthur Rinderknech,hamadmedjedovic,arthurrinderknech,6-3 7-6(9),Atpwinston Salem
2025-08-25,2025winstonsalem,R64,Pedro Martinez,David Goffin,pedromartinez,davidgoffin,6-3 6-3,Atpwinston Salem
2025-08-25,2025winstonsalem,R64,Darwin Blanch,Borna Coric,darwinblanch,bornacoric,6-4 7-6(5),Atpwinston Salem
2025-08-25,2025winstonsalem,R64,Kamil Majchrzak,Nicolas Jarry,kamilmajchrzak,nicolasjarry,7-6(6) 6-4,Atpwinston Salem
2025-08-25,2025winstonsalem,R64,Vit Kopriva,Sebastian Ofner,vitkopriva,sebastianofner,3-6 6-4 6-3,Atpwinston Salem
2025-08-25,2025winstonsalem,R64,Aleksandar Kovacevic,Filip Misolic,aleksandarkovacevic,filipmisolic,7-6(2) 7-6(8),Atpwinston Salem
2025-08-25,2025winstonsalem,R64,Mackenzie Mcdonald,Brandon Holt,mackenziemcdonald,brandonholt,6-4 6-7(2) 7-6(2),Atpwinston Salem
2025-08-25,2025winstonsalem,R64,Stefan Dostanic,Aleksandar Vukic,stefandostanic,aleksandarvukic,6-4 6-2,Atpwinston Salem
2025-08-25,2025winstonsalem,R64,Mattia Bellucci,Francisco Comesana,mattiabellucci,franciscocomesana,6-4 6-3,Atpwinston Salem
2025-08-25,2025winstonsalem,R64,Christopher Oconnell,Roman Safiullin,christopheroconnell,romansafiullin,6-3 6-3,Atpwinston Salem
2025-08-25,2025winstonsalem,R64,Marton Fucsovics,Hugo Gaston,martonfucsovics,hugogaston,6-3 6-3,Atpwinston Salem
2025-08-25,2025winstonsalem,Q2,Aleksandar Vukic,Karl Poling,aleksandarvukic,karlpoling,6-4 6-2,Atpwinston Salem
2025-08-25,2025winstonsalem,Q2,Nishesh Basavareddy,Tristan Schoolkate,nisheshbasavareddy,tristanschoolkate,6-4 6-3,Atpwinston Salem
