TournamentName,Round,Player1Name,Player2Name,Player1_Match_Prob,Player2_Match_Prob,bc_p1_prob,bc_p2_prob,Player1_Match_Odds,Player2_Match_Odds,bc_p1_odds,bc_p2_odds,p1_spread,p2_spread,rel_p1_spread,rel_p2_spread
Atpmadrid,QF,Francisco Cerundolo,Jakub Mensik,64.4000,35.6000,,,1.5500,2.8100,,,,,,
Atpmadrid,QF,Casper Ruud,Daniil Medvedev,51.7000,48.3000,,,1.9300,2.0700,,,,,,
Atpmadrid,QF,Jack Draper,Matteo Arnaldi,58.9000,41.1000,,,1.7000,2.4300,,,,,,
Atpmadrid,QF,Lorenzo Musetti,Gabriel Diallo,88.1000,11.9000,,,1.1400,8.4000,,,,,,
Estorilchallenger,R16,Felix Auger Aliassime,Andrea Pellegrino,86.7000,13.3000,,,1.1500,7.5200,,,,,,
Estorilchallenger,R16,Gastao Elias,Nicolas Jarry,16.2000,83.8000,,,6.1700,1.1900,,,,,,
Estorilchallenger,R16,Marcos Giron,Aleksandar Vukic,69.6000,30.4000,,,1.4400,3.2900,,,,,,
Estorilchallenger,R16,Bernabe Zapata Miralles,Jesper De Jong,23.2000,76.8000,,,4.3100,1.3000,,,,,,
Mauthausenchallenger,R16,Alexander Blockx,Thiago Seyboth Wild,39.3000,60.7000,,,2.5400,1.6500,,,,,,
Mauthausenchallenger,R16,Lukas Neumayer,Jerome Kym,39.4000,60.6000,,,2.5400,1.6500,,,,,,
Mauthausenchallenger,R16,Vilius Gaubas,Joel Schwaerzler,39.8000,61.0000,,,2.5100,1.6400,,,,,,
Guangzhouchallenger,R16,Adam Walton,Alibek Kachmazov,73.9000,26.1000,,,1.3500,3.8300,,,,,,
Guangzhouchallenger,R16,Tristan Schoolkate,Sho Shimabukuro,65.0000,35.0000,,,1.5400,2.8600,,,,,,
Ostravachallenger,R16,Vit Kopriva,Filip Cristian Jianu,81.1000,18.9000,,,1.2300,5.2900,,,,,,
Ostravachallenger,R16,Daniel Evans,Hady Habib,62.2000,37.8000,,,1.6100,2.6500,,,,,,
Portoalegrechallenger,R16,Matheus Pucinelli De Almeida,Conner Huertas Del Pino,72.0000,28.0000,,,1.3900,3.5700,,,,,,
Portoalegrechallenger,R16,Lautaro Midon,Juan Carlos Prado Angelo,54.6000,45.4000,,,1.8300,2.2000,,,,,,
Portoalegrechallenger,R16,Santiago Fa Rodriguez Taverna,Valerio Aboian,68.4000,31.6000,,,1.4600,3.1600,,,,,,
Portoalegrechallenger,R16,Guido Ivan Justo,Hernan Casanova,37.0000,63.0000,,,2.7000,1.5900,,,,,,
Portoalegrechallenger,QF,Eduardo Ribeiro,Nikolas Sanchez Izquierdo,52.3000,47.7000,,,1.9100,2.1000,,,,,,
Portoalegrechallenger,QF,Alex Barrena,Joao Lucas Reis Da Silva,31.2000,68.8000,,,3.2100,1.4500,,,,,,
