tournament,p1_name,p2_name,p1_odds,p2_odds,scrape_timestamp_utc
ATP Toronto,"Nava, Emilio","Humbert, Ugo",3.33,1.3,2025-07-29 06:21:12 UTC
ATP Toronto,"Khachanov, Karen","Ficovich, Juan Pablo",1.09,6.58,2025-07-29 06:21:12 UTC
ATP Toronto,"Mpetshi-Perricard, Giovanni","Rune, Holger",2.43,1.52,2025-07-29 06:21:12 UTC
ATP Toronto,"Barrios Vera, Marcelo Tomas","Michelsen, Alex",4.0,1.22,2025-07-29 06:21:12 UTC
ATP Toronto,"Müller, Alexandre","Kecmanovic, Miomir",2.48,1.5,2025-07-29 06:21:12 UTC
ATP Toronto,"Arseneault, Nicolas","Popyrin, Alexei",7.93,1.06,2025-07-29 06:21:12 UTC
ATP Toronto,Moutet Corentin,"Brooksby, Jenson",1.8,1.95,2025-07-29 06:21:12 UTC
ATP Toronto,"Griekspoor, Tallon","Etcheverry, Tomas Martin",1.45,2.63,2025-07-29 06:21:12 UTC
ATP Toronto,"Musetti, Lorenzo","Duckworth, James",1.22,4.0,2025-07-29 06:21:12 UTC
ATP Toronto,"Borges, Nuno",Bagnis Facundo,1.13,5.42,2025-07-29 06:21:12 UTC
ATP Toronto,"Munar, Jaume","Cerundolo, Francisco",2.02,1.74,2025-07-29 06:21:12 UTC
ATP Toronto,"Opelka, Reilly","Machac, Tomas",2.19,1.63,2025-07-29 06:21:12 UTC
ATP Toronto,"Schoolkate, Tristan","Arnaldi, Matteo",2.48,1.5,2025-07-29 06:21:12 UTC
ATP Toronto,Safiullin Roman,"Ruud, Casper",2.82,1.4,2025-07-29 06:21:12 UTC
ATP Toronto,"Medvedev, Daniil","Svrcina, Dalibor",1.05,8.54,2025-07-29 06:21:12 UTC
ATP Toronto,"Shapovalov, Denis","Tien, Learner",1.49,2.51,2025-07-29 06:21:12 UTC
ATP Toronto,"Zverev, Alexander","Walton, Adam",1.09,6.58,2025-07-29 06:21:12 UTC
ATP Toronto,Tsitsipas Stefano,"O`Connell, Christopher",1.5,2.48,2025-07-29 06:21:12 UTC
ATP Toronto,"Mcdonald, Mackenzie","Lehecka, Jiri",2.99,1.36,2025-07-29 06:21:12 UTC
ATP Toronto,"Nakashima, Brand.","Quinn, Ethan",1.36,2.99,2025-07-29 06:21:12 UTC
Challenger Hagen,"Midon, Lautaro","Gaubas, Vilius",3.27,1.29,2025-07-29 06:21:12 UTC
Challenger Hagen,"Hara Friend, Jay Dylan","Hanfmann, Yannick",5.32,1.12,2025-07-29 06:21:12 UTC
Challenger Hagen,"Mcdonald, Niels","Rodionov, Jurij",3.64,1.24,2025-07-29 06:21:12 UTC
Challenger Hagen,"Sanchez Jover, Carlos",Nagal Sumit,3.15,1.31,2025-07-29 06:21:12 UTC
Challenger Hagen,"Engel, Justin",Masur Daniel,1.38,2.81,2025-07-29 06:21:12 UTC
Challenger Hagen,"Kym, Jérôme","Coppejans, Kimmer",1.52,2.36,2025-07-29 06:21:12 UTC
Challenger Hagen,"Reis Da Silva, Joao Lucas","Cecchinato, Marco",1.55,2.29,2025-07-29 06:21:12 UTC
Challenger Astana,"Imai, Shintaro","Omarkhanov, Amir",1.42,2.65,2025-07-29 06:21:12 UTC
Challenger Astana,"Bouzige, Moerani","Winter, Edward",2.73,1.4,2025-07-29 06:21:12 UTC
Challenger Astana,"Palan, Dominik","Pieczkowski, Olaf",2.5,1.47,2025-07-29 06:21:12 UTC
Challenger Astana,"Leong, Mitsuki Wei Kang","Shin, Maxim",1.55,2.29,2025-07-29 06:21:12 UTC
Challenger Astana,"Castelnuovo, Luca","Park, Uisung",1.8,1.9,2025-07-29 06:21:12 UTC
Challenger Astana,"Zhukov, Maxim","Shelbayh, Abdullah",2.81,1.38,2025-07-29 06:21:12 UTC
Challenger Astana,"Chidekh, Clement","Shin, Sanhui",1.35,2.94,2025-07-29 06:21:12 UTC
Challenger Astana,"Jones, Maximus","Tokuda, Renta",2.56,1.45,2025-07-29 06:21:12 UTC
Challenger Astana,"Azkara, Arda","Shin, Woobin",1.7,2.03,2025-07-29 06:21:12 UTC
Challenger Astana,"Kumasaka, Takuya","Budkov Kjaer, Nicolai",2.94,1.35,2025-07-29 06:21:12 UTC
Challenger Lexington,Habib Hady,"Zhou, Yi",1.82,1.88,2025-07-29 06:21:12 UTC
Challenger Lexington,"Ghibaudo, Antoine","Sakamoto, Rei",3.41,1.27,2025-07-29 06:21:12 UTC
Challenger Lexington,"Zheng, Michael","Martin, Andres",1.7,2.03,2025-07-29 06:21:12 UTC
Challenger Lexington,"Evans, Daniel","Andrade, Andres",1.3,3.21,2025-07-29 06:21:12 UTC
Challenger Lexington,"Hsu, Yu Hsiou","Cassone, Murphy",2.0,1.72,2025-07-29 06:21:12 UTC
Challenger Lexington,"Harris, Lloyd","Lajal, Mark",1.94,1.77,2025-07-29 06:21:12 UTC
Challenger Liberec,"Geerts, Michaël","Stebe, Cedrik-Marcel",1.83,1.83,2025-07-29 06:21:12 UTC
Challenger Liberec,"Vacherot, Valentin","Brunclik, Petr",1.55,2.3,2025-07-29 06:21:12 UTC
Challenger Liberec,"Dellien, Murkel","Nicod, Jakub",1.69,2.04,2025-07-29 06:21:12 UTC
Challenger Liberec,"Coria, Federico","Krumich, Martin",1.58,2.23,2025-07-29 06:21:12 UTC
Challenger Liberec,"Karol, Milos","Olivieri, Genaro Alberto",1.8,1.9,2025-07-29 06:21:12 UTC
Challenger Liberec,"Pinnington Jones, Jack","Gima, Sebastian",1.52,2.36,2025-07-29 06:21:12 UTC
Challenger Liberec,"Dedura-Palomero, Diego","Berrettini, Jacopo",1.83,1.83,2025-07-29 06:21:12 UTC
Challenger Liberec,"Molcan, Alex","Travaglia, Stefano",1.5,2.41,2025-07-29 06:21:12 UTC
Challenger Liberec,"Bueno, Gonzalo","Barton, Hynek",2.41,1.5,2025-07-29 06:21:12 UTC
Challenger Liberec,"Mrva, Maxim","Rodriguez Taverna, Santiago",1.5,2.41,2025-07-29 06:21:12 UTC
Challenger Liberec,Blancaneaux Geoffrey,"Gombos, Norbert",2.41,1.5,2025-07-29 06:21:12 UTC
Challenger Liberec,"Martin, Andrej","Vasa, Eero",1.68,2.06,2025-07-29 06:21:12 UTC
Challenger Porto,"Alvarez Varona, Nicolas","Soto, Matias",1.35,2.94,2025-07-29 06:21:12 UTC
Challenger Porto,"Elias, Gastao","Landaluce, Martin",2.41,1.5,2025-07-29 06:21:12 UTC
Challenger Porto,"Araujo, Pedro",Grenier Hugo,3.73,1.23,2025-07-29 06:21:12 UTC
Challenger Porto,"Maestrelli, Francesco","Torres, Tiago",1.09,6.11,2025-07-29 06:21:12 UTC
Challenger Porto,"Mckennon, Maxwell","Pereira, Tiago",2.94,1.35,2025-07-29 06:21:12 UTC
Challenger Porto,"Butvilas, Edas","Yevseyev, Denis",1.27,3.41,2025-07-29 06:21:12 UTC
Challenger Porto,"Sultanov, Khumoyun","Echargui, Moez",2.11,1.65,2025-07-29 06:21:12 UTC
Challenger Porto,"Hüsler, Marc-Andrea","Ferreira Silva, Frederico",1.36,2.89,2025-07-29 06:21:12 UTC
