TournamentName,Round,Player1Name,Player2Name,Player1_Match_Prob,Player2_Match_Prob,bc_p1_prob,bc_p2_prob,Player1_Match_Odds,Player2_Match_Odds,bc_p1_odds,bc_p2_odds,p1_spread,p2_spread,rel_p1_spread,rel_p2_spread
Szczecinchallenger,R32,Vit Kopriva,Daniel Michalski,85.4000,14.6000,,,1.1700,6.8500,,,,,,
Szczecinchallenger,R32,Pablo Llamas Ruiz,Thiago Monteiro,61.1000,38.9000,,,1.6400,2.5700,,,,,,
Szczecinchallenger,R16,Facundo Diaz Acosta,Hynek Barton,77.4000,22.6000,,,1.2900,4.4200,,,,,,
Guangzhouhuangpu Challenger,R32,Christopher Oconnell,Rigele Te,94.9000,5.1000,,,1.0500,19.6100,,,,,,
Guangzhouhuangpu Challenger,R32,Kasidit Samrej,Christopher Eubanks,16.7000,83.3000,,,5.9900,1.2000,,,,,,
Guangzhouhuangpu Challenger,R32,Luca Castelnuovo,Omar Jasika,22.8000,77.2000,,,4.3900,1.3000,,,,,,
Renneschallenger,R32,Mikhail Kukushkin,Enzo Couacaud,58.6000,41.4000,,,1.7100,2.4200,,,,,,
Renneschallenger,R32,Eliakim Coulibaly,Leo Raquillet,59.0000,41.0000,,,1.6900,2.4400,,,,,,
Winstonsalemchallenger,R32,Juan Pablo Ficovich,Christian Langmo,81.2000,18.8000,,,1.2300,5.3200,,,,,,
Winstonsalemchallenger,R32,Darwin Blanch,Abedallah Shelbayh,44.1000,55.9000,,,2.2700,1.7900,,,,,,
Biellachallenger,R32,Stefano Travaglia,Federico Arnaboldi,74.9000,25.1000,,,1.3400,3.9800,,,,,,
Biellachallenger,R32,Stefano Napolitano,Enrico Dalla Valle,56.7000,43.3000,,,1.7600,2.3100,,,,,,
Biellachallenger,R32,Gabriele Pennaforti,Pol Martin Tiffon,31.8000,68.2000,,,3.1400,1.4700,,,,,,
Biellachallenger,R32,Jonas Forejtek,Alejandro Moro Canas,38.5000,61.5000,,,2.6000,1.6300,,,,,,
Targumureschallenger,R32,Mihai Alexandru Coman,Marco Trungelliti,11.4000,88.6000,,,8.7700,1.1300,,,,,,
Targumureschallenger,R32,Bernabe Zapata Miralles,Mika Brunold,52.2000,47.8000,,,1.9200,2.0900,,,,,,
Targumureschallenger,R32,Dan Martin,Franco Agamenone,28.4000,71.6000,,,3.5200,1.4000,,,,,,
Targumureschallenger,R32,Max Alcala Gurri,Imanol Lopez Morillo,30.4000,69.6000,,,3.2900,1.4400,,,,,,
