TournamentName,Round,Player1Name,Player2Name,Player1_Match_Prob,Player2_Match_Prob,bc_p1_prob,bc_p2_prob,Player1_Match_Odds,Player2_Match_Odds,bc_p1_odds,bc_p2_odds,p1_spread,p2_spread,rel_p1_spread,rel_p2_spread
Atpstuttgart,SF,Alexander Zverev,Ben Shelton,70.7000,29.3000,60.4651,39.5349,1.4100,3.4100,1.5300,2.3400,0.1200,-1.0700,0.0851,-0.3138
Atpstuttgart,SF,Felix Auger Aliassime,Taylor Fritz,30.0000,70.0000,,,3.3300,1.4300,,,,,,
Atp'S Hertogenbosch,SF,Reilly Opelka,Zizou Bergs,42.7000,57.3000,57.7836,42.2164,2.3400,1.7500,1.6000,2.1900,-0.7400,0.4400,-0.3162,0.2514
Atp'S Hertogenbosch,SF,Gabriel Diallo,Ugo Humbert,27.1000,72.9000,36.6834,63.3166,3.6900,1.3700,2.5200,1.4600,-1.1700,0.0900,-0.3171,0.0657
Perugiachallenger,SF,Andrea Pellegrino,Luca Nardi,44.9000,55.1000,,,2.2300,1.8100,,,,,,
Perugiachallenger,SF,Nerman Fatic,Pierluigi Basile,80.6000,19.4000,,,1.2400,5.1500,,,,,,
Ilkleychallenger,SF,Tristan Schoolkate,Zachary Svajda,52.3000,47.7000,45.7995,54.2005,1.9100,2.1000,2.0000,1.6900,0.0900,-0.4100,0.0471,-0.1952
Ilkleychallenger,SF,Jack Pinnington Jones,Shintaro Mochizuki,45.0000,55.0000,54.2005,45.7995,2.2200,1.8200,1.6900,2.0000,-0.5300,0.1800,-0.2387,0.0989
Bratislavachallenger,SF,Alexander Shevchenko,Valentin Royer,50.3000,49.7000,55.5256,44.4744,1.9900,2.0100,1.6500,2.0600,-0.3400,0.0500,-0.1709,0.0249
Bratislavachallenger,SF,Cristian Garin,Dino Prizmic,59.6000,40.4000,,,1.6800,2.4800,,,,,,
Lyonchallenger,SF,Gauthier Onclin,Daniel Merida Aguilar,63.7000,36.3000,,,1.5700,2.7500,,,,,,
Lyonchallenger,SF,Marco Trungelliti,Clement Tabur,61.7000,38.3000,,,1.6200,2.6100,,,,,,
Santafechallenger,SF,Joao Lucas Reis Da Silva,Andrea Collarini,37.9000,62.1000,,,2.6400,1.6100,,,,,,
Santafechallenger,SF,Dali Blanch,Lautaro Midon,14.9000,85.1000,32.1429,67.8571,6.7100,1.1800,2.8500,1.3500,-3.8600,0.1700,-0.5753,0.1441
