tournament,p1_name,p2_name,p1_odds,p2_odds,scrape_timestamp_utc
Challenger Savannah,"Andrade, Andres","Gomez, Federico Agustin",2.06,1.65,2025-04-21 19:11:34 UTC
Challenger Savannah,"Tomic, Bernard","Mmoh, Michael",2.58,1.42,2025-04-21 19:11:34 UTC
Challenger Savannah,"Martin, Andres","Rodesch, Chris",3.87,1.2,2025-04-21 19:11:34 UTC
Challenger Savannah,"Nava, Emilio","Schwaerzler, Joel",1.12,5.02,2025-04-21 19:11:34 UTC
Challenger Savannah,Blancaneaux Geoffrey,"Brooksby, Jenson",3.42,1.25,2025-04-21 19:11:34 UTC
Challenger Savannah,"Mejia, Nicolas","Janvier, Maxime",1.52,2.3,2025-04-21 19:11:34 UTC
Challenger San Miguel de Tucuman Qualification,"Meneo, Tadeo","Osorio, Juan Sebastian",4.83,1.13,2025-04-21 19:11:34 UTC
Challenger San Miguel de Tucuman Qualification,"Zeitune, Gonzalo","Leite, Wilson",3.97,1.19,2025-04-21 19:11:34 UTC
Challenger Gwangju,"Mccabe, James","Watanuki, Yosuke",2.85,1.35,2025-04-21 19:11:34 UTC
Challenger Gwangju,"Shimizu, Yuta","Trotter, James Kent",1.83,1.83,2025-04-21 19:11:34 UTC
Challenger Gwangju,"Hsu, Yu Hsiou","Holt, Brandon",2.85,1.35,2025-04-21 19:11:34 UTC
Challenger Gwangju,"Ruusuvuori, Emil","Simakin, Ilia",1.89,1.78,2025-04-21 19:11:34 UTC
Challenger Gwangju,"Escoffier, Antoine","Eubanks, Christopher",3.5,1.24,2025-04-21 19:11:34 UTC
Challenger Gwangju,"Noguchi, Rio","Shimabukuro, Sho",1.57,2.2,2025-04-21 19:11:34 UTC
Challenger Gwangju,"Park, Uisung","Chung, Yun Seong",1.48,2.4,2025-04-21 19:11:34 UTC
Challenger Gwangju,"Kubler, Jason",Kwon Soon Woo,1.59,2.16,2025-04-21 19:11:34 UTC
Challenger Gwangju,"Atmane, Terence","Kachmazov, Alibek",1.55,2.24,2025-04-21 19:11:34 UTC
Challenger Gwangju,"Walton, Adam","Sharipov, Marat",1.38,2.72,2025-04-21 19:11:34 UTC
Challenger Gwangju,"Uchida, Kaichi","Uchiyama, Yasutaka",3.22,1.28,2025-04-21 19:11:34 UTC
Challenger Gwangju,Grenier Hugo,"Tu, Li",2.12,1.61,2025-04-21 19:11:34 UTC
Challenger Abidjan 2,"Andre, Seydina","Chidekh, Clement",7.16,1.05,2025-04-21 19:11:34 UTC
Challenger Abidjan 2,"Hussey, Giles","Samuel, Toby",1.72,1.96,2025-04-21 19:11:34 UTC
Challenger Abidjan 2,"Poullain, Lucas","Echargui, Moez",1.8,1.86,2025-04-21 19:11:34 UTC
Challenger Abidjan 2,"Berankis, Ricardas",Paire Benoit,1.43,2.55,2025-04-21 19:11:34 UTC
Challenger San Miguel de Tucuman,"Pereira, José","Ambrogi, Luciano Emanuel",3.58,1.23,2025-04-21 19:11:34 UTC
Challenger San Miguel de Tucuman,Bagnis Facundo,"Villanueva, Gonzalo",1.89,1.78,2025-04-21 19:11:34 UTC
Challenger San Miguel de Tucuman,"Midon, Lautaro","Schiessl, Joao Eduardo",1.24,3.5,2025-04-21 19:11:34 UTC
Challenger San Miguel de Tucuman,"Zeitune, Maximo","Dellien, Murkel",6.35,1.07,2025-04-21 19:11:34 UTC
Challenger San Miguel de Tucuman,"Rodriguez Taverna, Santiago","Estevez, Juan",1.3,3.1,2025-04-21 19:11:34 UTC
Challenger Rome,"Skatov, Timofey","Cornut-Chauvinc, Antoine",1.2,3.87,2025-04-21 19:11:34 UTC
Challenger Rome,"Carboni, Lorenzo","Ajdukovic, Duje",3.22,1.28,2025-04-21 19:11:34 UTC
Challenger Rome,"Shelbayh, Abdullah","Kuzmanov, Dimitar",2.68,1.39,2025-04-21 19:11:34 UTC
Challenger Rome,"Gigante, Matteo","Giustino, Lorenzo",1.55,2.24,2025-04-21 19:11:34 UTC
Challenger Rome,"Bertola, Remy","Bouquier, Arthur",1.35,2.85,2025-04-21 19:11:34 UTC
Challenger Rome,"Gaubas, Vilius","Sultanov, Khumoyun",1.35,2.85,2025-04-21 19:11:34 UTC
Challenger Rome,"Pellegrino, Andrea","Vasami, Jacopo",1.53,2.28,2025-04-21 19:11:34 UTC
