TournamentName,Round,Player1Name,Player2Name,Player1_Match_Prob,Player2_Match_Prob,bc_p1_prob,bc_p2_prob,Player1_Match_Odds,Player2_Match_Odds,bc_p1_odds,bc_p2_odds,p1_spread,p2_spread,rel_p1_spread,rel_p2_spread
Atpkitzbuhel,R16,Alexander Bublik,Thiago Agustin Tirante,81.7000,18.3000,,,1.2200,5.4600,,,,,,
Atpkitzbuhel,R16,Alexander Shevchenko,Marton Fucsovics,33.0000,67.0000,,,3.0300,1.4900,,,,,,
Atpkitzbuhel,R16,Roberto Bautista Agut,Thiago Seyboth Wild,73.7000,26.3000,,,1.3600,3.8000,,,,,,
Atpkitzbuhel,R16,Botic Van De Zandschulp,Filip Misolic,31.2000,68.8000,,,3.2100,1.4500,,,,,,
Atpumag,R16,Francisco Cerundolo,Carlos Taberner,80.9000,19.1000,,,1.2400,5.2400,,,,,,
Atpumag,R16,Jesper De Jong,Mariano Navone,37.4000,62.6000,,,2.6700,1.6000,,,,,,
Atpumag,R16,Damir Dzumhur,Stan Wawrinka,55.9000,44.1000,,,1.7900,2.2700,,,,,,
Atpumag,R16,Titouan Droguet,Vit Kopriva,46.9000,53.1000,,,2.1300,1.8800,,,,,,
Atpwashington,R32,Taylor Fritz,Aleksandar Vukic,89.0000,11.0000,,,1.1200,9.0900,,,,,,
Atpwashington,R32,Matteo Arnaldi,Lorenzo Sonego,57.3000,42.7000,,,1.7500,2.3400,,,,,,
Atpwashington,R32,Alejandro Davidovich Fokina,Jaume Munar,66.9000,33.1000,,,1.4900,3.0200,,,,,,
Atpwashington,R32,Learner Tien,Andrey Rublev,33.6000,66.4000,,,2.9800,1.5100,,,,,,
Zugchallenger,R16,Zsombor Piros,Nerman Fatic,67.4000,32.6000,,,1.4800,3.0700,,,,,,
Zugchallenger,R16,Geoffrey Blancaneaux,Stefanos Sakellaridis,57.4000,42.6000,,,1.7400,2.3500,,,,,,
Zugchallenger,R16,Harold Mayot,Elias Ymer,47.2000,52.8000,,,2.1200,1.8900,,,,,,
Zugchallenger,R16,Andrea Collarini,Mika Brunold,60.1000,39.9000,,,1.6600,2.5100,,,,,,
Bloomfieldhillschallenger,R16,Yu Hsiou Hsu,Aidan Mayo,61.9000,38.1000,,,1.6200,2.6200,,,,,,
Bloomfieldhillschallenger,R16,Tung Lin Wu,Li Tu,31.9000,68.1000,,,3.1300,1.4700,,,,,,
Bloomfieldhillschallenger,R16,Alexander Blockx,Arthur Fery,66.9000,33.1000,,,1.4900,3.0200,,,,,,
Bloomfieldhillschallenger,R16,Mark Lajal,August Holmgren,48.1000,51.9000,,,2.0800,1.9300,,,,,,
Segoviachallenger,R16,Aryan Shah,Saba Purtseladze,54.0000,46.0000,,,1.8500,2.1700,,,,,,
Segoviachallenger,R16,Robin Bertrand,Oliver Crawford,27.6000,72.4000,,,3.6200,1.3800,,,,,,
Segoviachallenger,R16,Aziz Dougaz,Nicolas Alvarez Varona,55.8000,44.2000,,,1.7900,2.2600,,,,,,
Segoviachallenger,R16,Inaki Montes De La Torre,Johannus Monday,48.5000,51.5000,,,2.0600,1.9400,,,,,,
Segoviachallenger,R16,Adria Soriano Barrera,Matteo Martineau,46.2000,53.3000,,,2.1600,1.8800,,,,,,
