tournament,p1_name,p2_name,p1_odds,p2_odds,scrape_timestamp_utc
ATP Gstaad,"Burruchaga, Roman Andres","Buse, Ignacio",2.07,1.67,2025-07-18 06:19:55 UTC
ATP Gstaad,"Ruud, Casper","Cerundolo, Juan Manuel",1.2,4.04,2025-07-18 06:19:55 UTC
ATP Gstaad,"Comesana, Francisco",Bublik Alexander,2.23,1.58,2025-07-18 06:19:55 UTC
ATP Gstaad,"Kym, Jérôme","Cazaux, Arthur",1.99,1.73,2025-07-18 06:19:55 UTC
ATP Bastad Suède,"De Jong, Jesper","Griekspoor, Tallon",2.16,1.62,2025-07-18 06:19:55 UTC
ATP Bastad Suède,"Ugo Carabelli, Camilo","Misolic, Filip",1.85,1.85,2025-07-18 06:19:55 UTC
ATP Bastad Suède,Baez Sebastian,"Darderi, Luciano",2.14,1.63,2025-07-18 06:19:55 UTC
ATP Bastad Suède,"Cerundolo, Francisco","Dzumhur, Damir",1.22,3.83,2025-07-18 06:19:55 UTC
Challenger Bunschoten,"Choinski, Jan","Hassan, Benjamin",1.73,1.99,2025-07-18 06:19:55 UTC
Challenger Bunschoten,"Onclin, Gauthier","Den Ouden, Guy",2.36,1.52,2025-07-18 06:19:55 UTC
Challenger Granby,"Shimizu, Yuta","Holmgren, August",2.14,1.63,2025-07-18 06:19:55 UTC
Challenger Granby,"Spizzirri, Eliot","Trotter, James Kent",1.8,1.9,2025-07-18 06:19:55 UTC
Challenger Pozoblanco,"Pereira, Tiago","Butvilas, Edas",2.03,1.7,2025-07-18 06:19:55 UTC
Challenger Pozoblanco,"Sun, Fajing","Shah, Aryan",1.7,2.03,2025-07-18 06:19:55 UTC
Challenger Pozoblanco,"Monday, Johannus","Merida, Daniel",1.89,1.81,2025-07-18 06:19:55 UTC
Challenger Pozoblanco,Grenier Hugo,"Crawford, Oliver",1.74,1.98,2025-07-18 06:19:55 UTC
Challenger San Marino,"Klein, Lukas","Neumayer, Lukas",1.87,1.83,2025-07-18 06:19:55 UTC
Challenger San Marino,"Mayot, Harold","Tirante, Thiago Agustin",2.41,1.5,2025-07-18 06:19:55 UTC
Challenger San Marino,"Gigante, Matteo","Pavlovic, Luka",1.52,2.36,2025-07-18 06:19:55 UTC
Challenger San Marino,"Prizmic, Dino","Engel, Justin",1.22,3.83,2025-07-18 06:19:55 UTC
