tournament,p1_name,p2_name,p1_odds,p2_odds,scrape_timestamp_utc
Challenger Savannah,"Reis Da Silva, Joao Lucas","Crawford, Oliver",1.81,1.85,2025-04-24 06:05:45 UTC
Challenger Savannah,"Maloney, Patrick","Draxl, Liam",3.04,1.31,2025-04-24 06:05:45 UTC
Challenger Savannah,"Kozlov, Stefan",Blancaneaux Geoffrey,1.88,1.79,2025-04-24 06:05:45 UTC
Challenger Savannah,"Spizzirri, Eliot","Perez, Alfredo",1.43,2.55,2025-04-24 06:05:45 UTC
Challenger Savannah,"Martin, Andres","Olivieri, Genaro Alberto",1.83,1.83,2025-04-24 06:05:45 UTC
Challenger Savannah,"Mejia, Nicolas",Wu Tung Lin,1.99,1.7,2025-04-24 06:05:45 UTC
ATP Madrid,"Goffin, David","Müller, Alexandre",2.14,1.66,2025-04-24 06:05:45 UTC
ATP Madrid,"Vukic, Aleksandar","Nishikori, Kei",2.9,1.38,2025-04-24 06:05:45 UTC
ATP Madrid,"Dzumhur, Damir","Bellucci, Mattia",1.8,1.95,2025-04-24 06:05:45 UTC
ATP Madrid,"Etcheverry, Tomas Martin","Medjedovic, Hamad",2.18,1.64,2025-04-24 06:05:45 UTC
ATP Madrid,"Sonego, Lorenzo","Kecmanovic, Miomir",2.25,1.6,2025-04-24 06:05:45 UTC
ATP Madrid,"Bergs, Zizou","Nishioka, Yoshihito",1.18,4.5,2025-04-24 06:05:45 UTC
ATP Madrid,"Halys, Quentin","Darderi, Luciano",2.86,1.39,2025-04-24 06:05:45 UTC
ATP Madrid,"Altmaier, Daniel","Jarry, Nicolas",1.67,2.12,2025-04-24 06:05:45 UTC
ATP Madrid,"Landaluce, Martin","Norrie, Cameron",3.71,1.25,2025-04-24 06:05:45 UTC
ATP Madrid,"Arnaldi, Matteo","Coric, Borna",1.65,2.16,2025-04-24 06:05:45 UTC
ATP Madrid,"Van De Zandschulp, Botic","Struff, Jan-Lennard",1.49,2.51,2025-04-24 06:05:45 UTC
ATP Madrid,"Tien, Learner",Giron Marcos,2.25,1.6,2025-04-24 06:05:45 UTC
ATP Madrid,"Griekspoor, Tallon","Kopriva, Vit",1.29,3.4,2025-04-24 06:05:45 UTC
ATP Madrid,"Carballes Baena, Roberto","Thompson, Jordan",1.63,2.19,2025-04-24 06:05:45 UTC
ATP Madrid,"Fonseca, Joao","Moller, Elmer",1.34,3.09,2025-04-24 06:05:45 UTC
ATP Madrid,"Yunchaokete, Bu","Fearnley, Jacob",2.01,1.75,2025-04-24 06:05:45 UTC
ATP Madrid,"Opelka, Reilly","Hijikata, Rinky",1.52,2.43,2025-04-24 06:05:45 UTC
ATP Madrid,"Korda, Sebastian","Cina, Federico",1.17,4.66,2025-04-24 06:05:45 UTC
ATP Madrid,"Rinderknech, Arthur","Ruud, Casper",5.42,1.13,2025-04-24 06:05:45 UTC
ATP Madrid,"Shelton, Ben","Navone, Mariano",1.85,1.89,2025-04-24 06:05:45 UTC
Challenger Rome,"Skatov, Timofey","Neumayer, Lukas",1.64,2.07,2025-04-24 06:05:45 UTC
Challenger Rome,"Gaubas, Vilius","Pellegrino, Andrea",1.57,2.2,2025-04-24 06:05:45 UTC
Challenger Rome,"Arnaboldi, Feder.","Kopp, Sandro",1.66,2.04,2025-04-24 06:05:45 UTC
Challenger Rome,"Gigante, Matteo","Maestrelli, Francesco",1.46,2.46,2025-04-24 06:05:45 UTC
Challenger Abidjan 2,"Hussey, Giles","Henning, Philip",1.79,1.87,2025-04-24 06:05:45 UTC
Challenger Abidjan 2,"Jones, Maximus","Chidekh, Clement",2.24,1.55,2025-04-24 06:05:45 UTC
Challenger Abidjan 2,"Berankis, Ricardas","Erel, Yanki",1.45,2.49,2025-04-24 06:05:45 UTC
Challenger Abidjan 2,"Shah, Aryan",Kirkin Ergi,1.83,1.83,2025-04-24 06:05:45 UTC
Challenger Abidjan 2,"Coulibaly, Eliakim","Kivattsev, Kirill",1.4,2.65,2025-04-24 06:05:45 UTC
Challenger Abidjan 2,"Dougaz, Aziz","Echargui, Moez",1.58,2.18,2025-04-24 06:05:45 UTC
Challenger San Miguel de Tucuman,"Tenti, Fermin","Kestelboim, Mariano",3.28,1.27,2025-04-24 06:05:45 UTC
Challenger San Miguel de Tucuman,Bagnis Facundo,"Olivo, Renzo",1.3,3.1,2025-04-24 06:05:45 UTC
Challenger San Miguel de Tucuman,"Midon, Lautaro","Boscardin Dias, Pedro",1.2,3.87,2025-04-24 06:05:45 UTC
Challenger San Miguel de Tucuman,"Huertas Del Pino, Connor","Dellien, Murkel",3.87,1.2,2025-04-24 06:05:45 UTC
