tournament,p1_name,p2_name,p1_odds,p2_odds,scrape_timestamp_utc
ATP Gstaad,"Cerundolo, Juan Manuel","Buse, Ignacio",1.72,2.0,2025-07-19 06:19:24 UTC
ATP Gstaad,"Cazaux, Arthur",Bublik Alexander,2.89,1.36,2025-07-19 06:19:24 UTC
ATP Bastad Suède,"Ugo Carabelli, Camilo","De Jong, Jesper",2.0,1.72,2025-07-19 06:19:24 UTC
ATP Bastad Suède,"Cerundolo, Francisco","Darderi, Luciano",1.6,2.19,2025-07-19 06:19:24 UTC
"ATP, Kitzbuhel, Austria, Qualifying","Monteiro, Thiago","Oberleitner, Neil",1.25,3.56,2025-07-19 06:19:24 UTC
"ATP, Kitzbuhel, Austria, Qualifying","Hanfmann, Yannick",Ramos Vinolas Albert,1.4,2.73,2025-07-19 06:19:24 UTC
"ATP, Kitzbuhel, Austria, Qualifying","Struff, Jan-Lennard","Hipfl, Nico",1.03,9.08,2025-07-19 06:19:24 UTC
"ATP, Kitzbuhel, Austria, Qualifying",Bagnis Facundo,"Rocha, Henrique",2.12,1.64,2025-07-19 06:19:24 UTC
"ATP, Kitzbuhel, Austria, Qualifying","Martin, Andrej","Prado Angelo, Juan Carlos",2.19,1.6,2025-07-19 06:19:24 UTC
"ATP, Kitzbuhel, Austria, Qualifying","Kopp, Sandro","Rodionov, Jurij",3.15,1.31,2025-07-19 06:19:24 UTC
"ATP, Kitzbuhel, Austria, Qualifying","Landaluce, Martin","Gombos, Norbert",1.35,2.94,2025-07-19 06:19:24 UTC
"ATP, Kitzbuhel, Austria, Qualifying","Albot, Radu","Kym, Jérôme",2.56,1.45,2025-07-19 06:19:24 UTC
"ATP, Umag, Croatia, Qualifying","Llamas Ruiz, Pablo","Jacquet, Kyrian",2.0,1.72,2025-07-19 06:19:24 UTC
"ATP, Umag, Croatia, Qualifying","Gaubas, Vilius","Arnaboldi, Feder.",1.3,3.21,2025-07-19 06:19:24 UTC
"ATP, Umag, Croatia, Qualifying","Cecchinato, Marco","Van Assche, Luca",2.34,1.53,2025-07-19 06:19:24 UTC
"ATP, Umag, Croatia, Qualifying","Coria, Federico","Zeppieri, Giulio",2.25,1.57,2025-07-19 06:19:24 UTC
"ATP, Umag, Croatia, Qualifying","Guillen Meza, Alvaro","Blanchet, Ugo",2.0,1.72,2025-07-19 06:19:24 UTC
"ATP, Umag, Croatia, Qualifying","Pellegrino, Andrea",Sachko Vitaliy,1.52,2.36,2025-07-19 06:19:24 UTC
"ATP, Umag, Croatia, Qualifying","Mcdonald, Niels","Droguet, Titouan",9.08,1.03,2025-07-19 06:19:24 UTC
"ATP, Umag, Croatia, Qualifying","Trungelliti, Marco","Mikrut, Luka",1.61,2.17,2025-07-19 06:19:24 UTC
Challenger Bunschoten,"Choinski, Jan","Den Ouden, Guy",2.09,1.66,2025-07-19 06:19:24 UTC
Challenger Granby,"Spizzirri, Eliot","Holmgren, August",1.6,2.19,2025-07-19 06:19:24 UTC
Challenger Granby,"Draxl, Liam","Blockx, Alexander",1.9,1.8,2025-07-19 06:19:24 UTC
Challenger Pozoblanco,"Pereira, Tiago","Sun, Fajing",1.58,2.23,2025-07-19 06:19:24 UTC
Challenger San Marino,"Prizmic, Dino","Tirante, Thiago Agustin",1.53,2.34,2025-07-19 06:19:24 UTC
Challenger San Marino,"Klein, Lukas","Gigante, Matteo",2.03,1.7,2025-07-19 06:19:24 UTC
