TournamentName,Round,Player1Name,Player2Name,Player1_Match_Prob,Player2_Match_Prob,bc_p1_prob,bc_p2_prob,Player1_Match_Odds,Player2_Match_Odds,bc_p1_odds,bc_p2_odds,p1_spread,p2_spread,rel_p1_spread,rel_p2_spread
Szczecinchallenger,R16,Vit Kopriva,Diego Dedura Palomero,85.9000,14.1000,,,1.1600,7.0900,,,,,,
Szczecinchallenger,R16,Dimitar Kuzmanov,Pablo Llamas Ruiz,22.0000,78.0000,,,4.5500,1.2800,,,,,,
Szczecinchallenger,R16,Francesco Passaro,Henri Squire,76.3000,23.7000,,,1.3100,4.2200,,,,,,
Szczecinchallenger,R16,Facundo Diaz Acosta,Hynek Barton,77.4000,22.6000,,,1.2900,4.4200,,,,,,
Renneschallenger,R16,Clement Chidekh,Maxime Janvier,74.3000,25.7000,,,1.3500,3.8900,,,,,,
Winstonsalemchallenger,R16,Christian Langmo,Darwin Blanch,34.7000,65.3000,,,2.8800,1.5300,,,,,,
Winstonsalemchallenger,R16,Martin Damm,Antoine Ghibaudo,60.7000,39.3000,,,1.6500,2.5400,,,,,,
Winstonsalemchallenger,R16,Jack Pinnington Jones,Quinn Vandecasteele,64.4000,35.6000,,,1.5500,2.8100,,,,,,
Winstonsalemchallenger,R16,Aidan Kim,Blaise Bicknell,53.8000,46.2000,,,1.8600,2.1600,,,,,,
Biellachallenger,R16,Federico Arnaboldi,Stefano Napolitano,30.6000,69.4000,,,3.2700,1.4400,,,,,,
Biellachallenger,R16,Pol Martin Tiffon,Alejandro Moro Canas,28.1000,71.9000,,,3.5600,1.3900,,,,,,
Biellachallenger,R16,Alexander Ritschard,Gianluca Cadenasso,85.3000,14.7000,,,1.1700,6.8000,,,,,,
Biellachallenger,R16,Dennis Novak,Jelle Sels,76.0000,24.0000,,,1.3200,4.1700,,,,,,
Targumureschallenger,R32,Mihai Alexandru Coman,Marco Trungelliti,11.4000,88.6000,,,8.7700,1.1300,,,,,,
Targumureschallenger,R32,Bernabe Zapata Miralles,Mika Brunold,52.2000,47.8000,,,1.9200,2.0900,,,,,,
Targumureschallenger,R32,Dan Martin,Franco Agamenone,28.4000,71.6000,,,3.5200,1.4000,,,,,,
Targumureschallenger,R32,Max Alcala Gurri,Imanol Lopez Morillo,30.4000,69.6000,,,3.2900,1.4400,,,,,,
