TournamentName,Round,Player1Name,Player2Name,Player1_Match_Prob,Player2_Match_Prob,bc_p1_prob,bc_p2_prob,Player1_Match_Odds,Player2_Match_Odds,bc_p1_odds,bc_p2_odds,p1_spread,p2_spread,rel_p1_spread,rel_p2_spread
Porto2Challenger,R16,Nikolas Sanchez Izquierdo,Matej Dodig,31.6000,68.4000,45.5764,54.4236,3.1600,1.4600,2.0300,1.7000,-1.1300,0.2400,-0.3576,0.1644
Porto2Challenger,R16,Alejandro Moro Canas,Genaro Alberto Olivieri,47.6000,52.4000,53.4946,46.5054,2.1000,1.9100,1.7300,1.9900,-0.3700,0.0800,-0.1762,0.0419
Porto2Challenger,R16,Alex Barrena,Nicolas Alvarez Varona,75.0000,25.0000,,,1.3300,4.0000,,,,,,
Porto2Challenger,R16,Gilles Arnaud Bailly,Pedro Araujo,79.3000,20.7000,77.0992,22.9008,1.2600,4.8300,1.2000,4.0400,-0.0600,-0.7900,-0.0476,-0.1636
Comochallenger,R16,Nicolai Budkov Kjaer,Giovanni Fonio,84.7000,15.3000,62.5316,37.4684,1.1800,6.5400,1.4800,2.4700,0.3000,-4.0700,0.2542,-0.6223
Comochallenger,R16,Raul Brancaccio,Alvaro Guillen Meza,41.3000,58.7000,44.9198,55.0802,2.4200,1.7000,2.0600,1.6800,-0.3600,-0.0200,-0.1488,-0.0118
Comochallenger,R16,Gonzalo Bueno,Henri Squire,62.4000,37.6000,57.7836,42.2164,1.6000,2.6600,1.6000,2.1900,0.0000,-0.4700,0.0000,-0.1767
Comochallenger,R16,Luka Mikrut,Carlo Alberto Caniato,54.7000,45.3000,53.7634,46.2366,1.8300,2.2100,1.7200,2.0000,-0.1100,-0.2100,-0.0601,-0.0950
Zhangjiagangchallenger,R16,Philip Sekulic,Renta Tokuda,61.4000,38.6000,58.1579,41.8421,1.6300,2.5900,1.5900,2.2100,-0.0400,-0.3800,-0.0245,-0.1467
Zhangjiagangchallenger,R16,Hiroki Moriya,Oliver Crawford,34.4000,65.6000,25.9875,74.0125,2.9100,1.5200,3.5600,1.2500,0.6500,-0.2700,0.2234,-0.1776
Zhangjiagangchallenger,R16,Fajing Sun,San Hui Sin,79.0000,21.0000,,,1.2700,4.7600,,,,,,
Zhangjiagangchallenger,R16,Kokoro Isomura,Jie Cui,29.8000,70.2000,30.4348,69.5652,3.3600,1.4200,3.0400,1.3300,-0.3200,-0.0900,-0.0952,-0.0634
Manacorchallenger,R32,Otto Virtanen,Hamish Stewart,73.3000,26.7000,68.0000,32.0000,1.3600,3.7500,1.3600,2.8900,0.0000,-0.8600,0.0000,-0.2293
Manacorchallenger,R32,Abedallah Shelbayh,Daniel Rincon,40.0000,60.0000,,,2.5000,1.6700,,,,,,
Manacorchallenger,R32,Eliakim Coulibaly,Marek Gengel,69.7000,30.3000,62.5316,37.4684,1.4300,3.3000,1.4800,2.4700,0.0500,-0.8300,0.0350,-0.2515
