TournamentName,Round,Player1Name,Player2Name,Player1_Match_Prob,Player2_Match_Prob,bc_p1_prob,bc_p2_prob,Player1_Match_Odds,Player2_Match_Odds,bc_p1_odds,bc_p2_odds,p1_spread,p2_spread,rel_p1_spread,rel_p2_spread
Estorilchallenger,SF,Andrea Pellegrino,Aleksandar Vukic,44.5000,55.5000,,,2.2500,1.8000,,,,,,
Estorilchallenger,SF,Miomir Kecmanovic,Alex Michelsen,65.5000,34.5000,,,1.5300,2.9000,,,,,,
Mauthausenchallenger,SF,Jerome Kym,Tomas Barrios Vera,53.9000,46.1000,,,1.8600,2.1700,,,,,,
Mauthausenchallenger,SF,Cristian Garin,Roman Andres Burruchaga,63.5000,36.5000,,,1.5700,2.7400,,,,,,
Guangzhouchallenger,SF,Alibek Kachmazov,Tristan Schoolkate,41.4000,58.6000,,,2.4200,1.7100,,,,,,
Ostravachallenger,SF,Hady Habib,Oriol Roca Batalla,55.6000,44.4000,,,1.8000,2.2500,,,,,,
Ostravachallenger,SF,Zsombor Piros,Gauthier Onclin,67.7000,32.3000,,,1.4800,3.1000,,,,,,
Portoalegrechallenger,SF,Matheus Pucinelli De Almeida,Santiago Fa Rodriguez Taverna,58.2000,41.8000,,,1.7200,2.3900,,,,,,
Portoalegrechallenger,SF,Nikolas Sanchez Izquierdo,Alex Barrena,54.6000,45.4000,,,1.8300,2.2000,,,,,,
Aix En Provencechallenger,SF,Stan Wawrinka,Borna Gojo,58.9000,41.1000,,,1.7000,2.4300,,,,,,
Aix En Provencechallenger,SF,Borna Coric,Ignacio Buse,73.0000,27.0000,,,1.3700,3.7000,,,,,,
