ResultDate,TournamentKey,Round,WinnerName,LoserName,WinnerNameKey,LoserNameKey,Score,TournamentName
2025-07-10,2025newport,R16,Eliot Spizzirri,Aidan Mayo,eliotspizzirri,aidanmayo,6-4 6-4,Newportchallenger
2025-07-10,2025newport,R16,James Watt,Patrick Maloney,jameswatt,patrickmaloney,6-3 6-3,Newportchallenger
2025-07-10,2025newport,R32,Brandon Holt,Murphy Cassone,brandonholt,murphycassone,7-6(3) 7-6(1),Newportchallenger
2025-07-10,2025newport,R32,Zachary Svajda,Quinn Vandecasteele,zacharysvajda,quinnvandecasteele,6-2 6-3,Newportchallenger
2025-07-10,2025newport,R32,Oscar Weightman,Karl Poling,oscarweightman,karlpoling,7-6(5) 3-6 7-6(3),Newportchallenger
2025-07-10,2025newport,R32,Yosuke Watanuki,Omar Jasika,yosukewatanuki,omarjasika,6-4 6-4,Newportchallenger
2025-07-10,2025newport,R32,Tristan Schoolkate,Alex Bolt,tristanschoolkate,alexbolt,7-6(4) 7-6(2),Newportchallenger
2025-07-10,2025newport,R32,James Mccabe,Olukayode Alafia Damina Ayeni,jamesmccabe,olukayodealafiadaminaayeni,6-1 6-2,Newportchallenger
2025-07-10,2025newport,R32,Aidan Mayo,Dan Martin,aidanmayo,danmartin,7-5 4-6 6-3,Newportchallenger
2025-07-10,2025newport,R32,Eliot Spizzirri,Evan Zhu,eliotspizzirri,evanzhu,7-5 6-2,Newportchallenger
2025-07-10,2025newport,R32,Christopher Eubanks,Daniel Milavsky,christophereubanks,danielmilavsky,4-6 6-4 6-3,Newportchallenger
2025-07-10,2025newport,R32,Bernard Tomic,Michael Zheng,bernardtomic,michaelzheng,6-4 6-3,Newportchallenger
2025-07-10,2025newport,R32,Tyler Zink,Trey Hilderbrand,tylerzink,treyhilderbrand,4-6 6-4 6-3,Newportchallenger
2025-07-10,2025newport,R32,Adrian Mannarino,Yasutaka Uchiyama,adrianmannarino,yasutakauchiyama,6-3 6-4,Newportchallenger
2025-07-10,2025newport,R32,Mitchell Krueger,Stefan Kozlov,mitchellkrueger,stefankozlov,6-1 3-6 6-1,Newportchallenger
2025-07-10,2025newport,R32,Antoine Ghibaudo,Patrick Kypson,antoineghibaudo,patrickkypson,7-6(1) 7-5,Newportchallenger
2025-07-10,2025newport,R32,James Watt,Tristan Mccormick,jameswatt,tristanmccormick,7-6(5) 7-6(4),Newportchallenger
2025-07-10,2025newport,R32,Patrick Maloney,James Duckworth,patrickmaloney,jamesduckworth,6-2 7-6(5),Newportchallenger
2025-07-10,2025newport,Q2,Quinn Vandecasteele,Keisuke Saitoh,quinnvandecasteele,keisukesaitoh,6-4 7-6(8),Newportchallenger
2025-07-10,2025newport,Q2,Olukayode Alafia Damina Ayeni,Kiranpal Pannu,olukayodealafiadaminaayeni,kiranpalpannu,6-3 7-5,Newportchallenger
2025-07-10,2025newport,Q2,Antoine Ghibaudo,Reese Stalder,antoineghibaudo,reesestalder,7-5 6-1,Newportchallenger
