tournament,p1_name,p2_name,p1_odds,p2_odds,scrape_timestamp_utc
ATP S-Hertogenbosch,"Borges, Nuno","Basavareddy, Nishesh",1.5,2.41,2025-06-09 06:21:17 UTC
ATP S-Hertogenbosch,"Diallo, Gabriel","Vukic, Aleksandar",1.54,2.32,2025-06-09 06:21:17 UTC
ATP S-Hertogenbosch,"Jarry, Nicolas","Darderi, Luciano",1.58,2.23,2025-06-09 06:21:17 UTC
ATP S-Hertogenbosch,"Van De Zandschulp, Botic","Bellucci, Mattia",1.85,1.85,2025-06-09 06:21:17 UTC
ATP S-Hertogenbosch,"Thompson, Jordan","Kovacevic, Aleksandar",1.44,2.59,2025-06-09 06:21:17 UTC
ATP S-Hertogenbosch,"Tabilo, Alejandro","De Jong, Jesper",1.87,1.83,2025-06-09 06:21:17 UTC
ATP S-Hertogenbosch,"Virtanen, Otto","Etcheverry, Tomas Martin",1.64,2.12,2025-06-09 06:21:17 UTC
ATP S-Hertogenbosch,"Bautista Agut, Roberto",Hurkacz Hubert,2.81,1.38,2025-06-09 06:21:17 UTC
Challenger Bratislava Qualification,"Cukierman, Daniel","Dodig, Matej",2.9,1.34,2025-06-09 06:21:17 UTC
Challenger Bratislava Qualification,"Latinovic, Stefan","Zapata Miralles, Bernabe",6.02,1.08,2025-06-09 06:21:17 UTC
Challenger Bratislava Qualification,"Michalski, Daniel","Lanik, Tomas",1.08,6.02,2025-06-09 06:21:17 UTC
Challenger Bratislava Qualification,"Topo, Marko","Paulson, Andrew",1.42,2.58,2025-06-09 06:21:17 UTC
Challenger Bratislava Qualification,"Juszczak, Pawel","Rosenkranz, Mats",3.04,1.31,2025-06-09 06:21:17 UTC
Challenger Bratislava Qualification,"Prihodko, Oleg","Kodat, T",1.66,2.04,2025-06-09 06:21:17 UTC
Challenger Bratislava Qualification,"Gombos, Norbert","Krajci, Michal",1.07,6.35,2025-06-09 06:21:17 UTC
ATP Stuttgart,"Bonzi, Benjamin","Lehecka, Jiri",2.77,1.39,2025-06-09 06:21:17 UTC
ATP Stuttgart,"Fearnley, Jacob","Nakashima, Brand.",1.79,1.91,2025-06-09 06:21:17 UTC
ATP Stuttgart,"Arnaldi, Matteo","Struff, Jan-Lennard",1.8,1.9,2025-06-09 06:21:17 UTC
ATP Stuttgart,Safiullin Roman,"Mpetshi-Perricard, Giovanni",2.12,1.64,2025-06-09 06:21:17 UTC
ATP Stuttgart,"Fognini, Fabio",Moutet Corentin,2.99,1.34,2025-06-09 06:21:17 UTC
ATP Stuttgart,"Michelsen, Alex","Monfils, Gaël",1.93,1.78,2025-06-09 06:21:17 UTC
ATP Stuttgart,"Shapovalov, Denis","Rinderknech, Arthur",1.45,2.56,2025-06-09 06:21:17 UTC
ATP Stuttgart,"Tien, Learner","Nishioka, Yoshihito",1.45,2.56,2025-06-09 06:21:17 UTC
ATP Stuttgart,"Halys, Quentin","Sonego, Lorenzo",1.76,1.95,2025-06-09 06:21:17 UTC
ATP Stuttgart,"Engel, Justin","Duckworth, James",2.94,1.35,2025-06-09 06:21:17 UTC
ATP Stuttgart,"Hanfmann, Yannick","Fucsovics, Marton",2.19,1.6,2025-06-09 06:21:17 UTC
ATP Stuttgart,"Dzumhur, Damir","Herbert, Pierre-Hugues",2.39,1.51,2025-06-09 06:21:17 UTC
ATP S-Hertogenbosch Qualification,"Opelka, Reilly","Lajal, Mark",1.57,2.2,2025-06-09 06:21:17 UTC
ATP S-Hertogenbosch Qualification,"Mannarino, Adrian","Blockx, Alexander",1.5,2.35,2025-06-09 06:21:17 UTC
ATP S-Hertogenbosch Qualification,"Evans, Daniel","Rottgering, Mees",1.43,2.55,2025-06-09 06:21:17 UTC
ATP S-Hertogenbosch Qualification,"Mcdonald, Mackenzie","Boogaard, Thijs",1.08,6.02,2025-06-09 06:21:17 UTC
Challenger Bratislava,"Klein, Lukas","Karol, Milos",1.27,3.28,2025-06-09 06:21:17 UTC
Challenger Bratislava,"Martin, Andrej","Nava, Emilio",3.28,1.27,2025-06-09 06:21:17 UTC
Challenger Bratislava,"Mikrut, Luka","Jianu, Filip Cri.",1.83,1.83,2025-06-09 06:21:17 UTC
Challenger Bratislava,"Gengel, Marek","Mena, Facundo",5.02,1.12,2025-06-09 06:21:17 UTC
Challenger Bratislava,"Shevchenko, Alexander","Negritu, Christoph",1.13,4.83,2025-06-09 06:21:17 UTC
Challenger Bratislava,Garin Christian,"Shelbayh, Abdullah",1.05,7.16,2025-06-09 06:21:17 UTC
Challenger Bratislava,"Choinski, Jan","Kovalik, Jozef",2.04,1.66,2025-06-09 06:21:17 UTC
Challenger Bratislava,"Vacherot, Valentin","Molcan, Alex",1.65,2.06,2025-06-09 06:21:17 UTC
Challenger Bratislava,"Prizmic, Dino","Rodionov, Jurij",1.35,2.85,2025-06-09 06:21:17 UTC
Challenger Bratislava,"Vatutin, Alexey","Barrios Vera, Marcelo Tomas",3.04,1.31,2025-06-09 06:21:17 UTC
Challenger Lyon,"Barranco Cosano, Javier","Martin Tiffon, Pol",2.24,1.55,2025-06-09 06:21:17 UTC
Challenger Lyon,Blancaneaux Geoffrey,Nagal Sumit,1.92,1.75,2025-06-09 06:21:17 UTC
Challenger Lyon,"Onclin, Gauthier","Ficovich, Juan Pablo",1.7,1.99,2025-06-09 06:21:17 UTC
Challenger Lyon,"Jacquet, Kyrian","Merida, Daniel",1.34,2.89,2025-06-09 06:21:17 UTC
Challenger Lyon,"Carreno Busta, Pablo","Droguet, Titouan",1.62,2.11,2025-06-09 06:21:17 UTC
Challenger Lyon,"Geerts, Michaël","Gea, Arthur",2.06,1.65,2025-06-09 06:21:17 UTC
Challenger Lyon,"Martineau, Matteo","Vallejo, Adolfo Daniel",1.83,1.83,2025-06-09 06:21:17 UTC
Challenger Lyon,"Hsu, Yu Hsiou","Moller, Elmer",6.35,1.07,2025-06-09 06:21:17 UTC
Challenger Lyon,"Paris, Tom","Kuzmanov, Dimitar",4.83,1.13,2025-06-09 06:21:17 UTC
Challenger Lyon,"Hemery, Calvin","Tabur, Clément",1.83,1.83,2025-06-09 06:21:17 UTC
Challenger Lyon,"Trungelliti, Marco","Moro Canas, Alejandro",1.83,1.83,2025-06-09 06:21:17 UTC
Challenger Santa Fe,"Ambrogi, Luciano Emanuel","Cigarran, Thiago",1.22,3.67,2025-06-09 06:21:17 UTC
Challenger Santa Fe,"Kuzuhara, Bruno","Roncadelli, Fran.",2.24,1.55,2025-06-09 06:21:17 UTC
Challenger Santa Fe,"Boscardin Dias, Pedro","La Serna, Juan Manuel",1.38,2.72,2025-06-09 06:21:17 UTC
Challenger Santa Fe,"Guillen Meza, Alvaro","Kestelboim, Mariano",1.3,3.1,2025-06-09 06:21:17 UTC
Challenger Santa Fe,"Bueno, Gonzalo","Torres, Juan Bautista",1.83,1.83,2025-06-09 06:21:17 UTC
Challenger Santa Fe,"Farjat, Tomas","Jones, Maximus",2.14,1.6,2025-06-09 06:21:17 UTC
Challenger Santa Fe,Casanova Hernan,"Olivieri, Genaro Alberto",2.06,1.65,2025-06-09 06:21:17 UTC
Challenger Ilkley,"Mayot, Harold","Schoolkate, Tristan",2.06,1.65,2025-06-09 06:21:17 UTC
Challenger Ilkley,"Searle, Henry","Wong, Coleman",2.14,1.6,2025-06-09 06:21:17 UTC
Challenger Ilkley,"Trotter, James Kent","Rodesch, Chris",2.14,1.6,2025-06-09 06:21:17 UTC
Challenger Ilkley,"Landaluce, Martin",Habib Hady,1.5,2.35,2025-06-09 06:21:17 UTC
Challenger Ilkley,Majchrzak Kamil,"Shimabukuro, Sho",1.12,5.02,2025-06-09 06:21:17 UTC
Challenger Ilkley,"Riedi, Leandro","Clarke, Jay",2.3,1.52,2025-06-09 06:21:17 UTC
Challenger Ilkley,"Mochizuki, Shintaro","Smith, Colton",4.5,1.15,2025-06-09 06:21:17 UTC
Challenger Ilkley,"Blanchet, Ugo","Harris, Lloyd",3.87,1.2,2025-06-09 06:21:17 UTC
Challenger Ilkley,Kukushkin Mikhail,"Pinnington Jones, Jack",1.74,1.93,2025-06-09 06:21:17 UTC
Challenger Ilkley,"Brooksby, Jenson","Watanuki, Yosuke",1.55,2.24,2025-06-09 06:21:17 UTC
Challenger Ilkley Qualification,"Edmund, Kyle","Svajda, Zachary",2.52,1.44,2025-06-09 06:21:17 UTC
Challenger Ilkley Qualification,"Parker, Stuart","Crawford, Oliver",1.95,1.73,2025-06-09 06:21:17 UTC
Challenger Ilkley Qualification,"Hussey, Giles","Jubb, Paul",2.14,1.6,2025-06-09 06:21:17 UTC
Challenger Ilkley Qualification,"Gray, Alastair","Monday, Johannus",2.33,1.51,2025-06-09 06:21:17 UTC
Challenger Lyon Qualification,"Dellavedova, Matthew","Gentzsch, Tom",2.58,1.42,2025-06-09 06:21:17 UTC
Challenger Lyon Qualification,"Janvier, Maxime","Juarez, Facundo",1.92,1.75,2025-06-09 06:21:17 UTC
Challenger Lyon Qualification,"Poullain, Lucas","Feldbausch, Kilian",3.16,1.29,2025-06-09 06:21:17 UTC
Challenger Lyon Qualification,"Paul, Jakub","Vrbensky, Michael",1.43,2.55,2025-06-09 06:21:17 UTC
Challenger Lyon Qualification,"Legout, Timo","Damas, Miguel",2.11,1.62,2025-06-09 06:21:17 UTC
Challenger Lyon Qualification,"Alvarez Varona, Nicolas","Marmousez, Lilian",1.86,1.8,2025-06-09 06:21:17 UTC
Challenger Pérouse,"Carboni, Lorenzo","Pavlovic, Luka",2.58,1.42,2025-06-09 06:21:17 UTC
Challenger Pérouse,"Travaglia, Stefano","Tomic, Bernard",1.48,2.4,2025-06-09 06:21:17 UTC
Challenger Pérouse,"Ymer, Elias","Zeppieri, Giulio",3.42,1.25,2025-06-09 06:21:17 UTC
Challenger Pérouse,"Nardi, Luca","Purtseladze, Saba",1.13,4.83,2025-06-09 06:21:17 UTC
Challenger Pérouse,"Arnaboldi, Feder.","Tseng, Chun Hsin",2.85,1.35,2025-06-09 06:21:17 UTC
Challenger Pérouse,"Wawrinka, Stan","Albot, Radu",1.11,5.23,2025-06-09 06:21:17 UTC
Challenger Pérouse,"Dalla Valle, Enrico","Pacheco Mendez, Rodrigo",1.83,1.83,2025-06-09 06:21:17 UTC
Challenger Pérouse,"Sakamoto, Rei","Lajovic, Dusan",5.02,1.12,2025-06-09 06:21:17 UTC
Challenger Pérouse,"Maestrelli, Francesco","Passaro, Francesco",4.09,1.18,2025-06-09 06:21:17 UTC
Challenger Pérouse,"Svrcina, Dalibor","Rincon, Daniel",1.42,2.58,2025-06-09 06:21:17 UTC
Qualification Challenger Pérouse,"Basile, Pierluigi","Cecchinato, Marco",2.58,1.42,2025-06-09 06:21:17 UTC
Qualification Challenger Pérouse,"Ratti, Lucio","Piraino, Gabriele",5.47,1.1,2025-06-09 06:21:17 UTC
Qualification Challenger Pérouse,"Roca Batalla, Oriol","Napolitano, Stefano",1.68,2.01,2025-06-09 06:21:17 UTC
Qualification Challenger Pérouse,"Marti Pujolras, Alex","Bondioli, Federico",1.9,1.77,2025-06-09 06:21:17 UTC
Qualification Challenger Pérouse,"Fatic, Nerman","Picchione, Andrea",1.27,3.28,2025-06-09 06:21:17 UTC
Qualification Challenger Pérouse,"Campana Lee, Gerard","Weis, Alexander",1.64,2.07,2025-06-09 06:21:17 UTC
Challenger Santa Fe Qualification,"Rodriguez, Loren.","Sperle, John",1.75,1.92,2025-06-09 06:21:17 UTC
Challenger Santa Fe Qualification,"Aguilar Cardozo, Joaquin","Kohlmann De Freitas, Enzo",1.25,3.42,2025-06-09 06:21:17 UTC
Challenger Santa Fe Qualification,"Barreto Sanchez, Diego Augusto","Leite, Wilson",1.23,3.58,2025-06-09 06:21:17 UTC
Challenger Santa Fe Qualification,"Gerch, Lucas","Barreiros Reyes, Mateo",1.28,3.22,2025-06-09 06:21:17 UTC
Challenger Santa Fe Qualification,"Blanch, Dali","Zarate, Carlos Maria",1.35,2.85,2025-06-09 06:21:17 UTC
