tournament,p1_name,p2_name,p1_odds,p2_odds,scrape_timestamp_utc
ATP Qualification Open de France,"Jianu, Filip Cri.","Squire, Henri",2.05,1.72,2025-05-22 06:19:13 UTC
ATP Qualification Open de France,"Evans, Daniel","Tabur, Clément",1.87,1.87,2025-05-22 06:19:13 UTC
ATP Qualification Open de France,"Cerundolo, Juan Manuel",Habib Hady,1.32,3.21,2025-05-22 06:19:13 UTC
ATP Qualification Open de France,"Harris, Lloyd","Virtanen, Otto",2.78,1.41,2025-05-22 06:19:13 UTC
ATP Qualification Open de France,"Cilic, Marin","Martin Tiffon, Pol",1.17,4.66,2025-05-22 06:19:13 UTC
ATP Qualification Open de France,"Popko, Dmitry","Galan, Daniel Elahi",3.15,1.33,2025-05-22 06:19:13 UTC
ATP Qualification Open de France,Marterer Max,"Coria, Federico",1.95,1.8,2025-05-22 06:19:13 UTC
ATP Qualification Open de France,"Landaluce, Martin","Gomez, Federico Agustin",1.59,2.27,2025-05-22 06:19:13 UTC
ATP Qualification Open de France,"Barrios Vera, Marcelo Tomas","Rocha, Henrique",1.35,3.04,2025-05-22 06:19:13 UTC
ATP Qualification Open de France,"Spizzirri, Eliot","Zeppieri, Giulio",3.9,1.23,2025-05-22 06:19:13 UTC
ATP Qualification Open de France,"Basilashvili, Nikoloz","Vacherot, Valentin",2.05,1.72,2025-05-22 06:19:13 UTC
ATP Qualification Open de France,"Moreno De Alboran, Nicolas","Klein, Lukas",1.71,2.06,2025-05-22 06:19:13 UTC
ATP Qualification Open de France,"Blanchet, Ugo",Garin Christian,4.0,1.22,2025-05-22 06:19:13 UTC
ATP Qualification Open de France,"Martineau, Matteo","Hanfmann, Yannick",4.11,1.21,2025-05-22 06:19:13 UTC
ATP Qualification Open de France,"Gaubas, Vilius","Llamas Ruiz, Pablo",1.43,2.7,2025-05-22 06:19:13 UTC
ATP Qualification Open de France,"Moller, Elmer","Gigante, Matteo",1.58,2.29,2025-05-22 06:19:13 UTC
ATP Qualification Open de France,"Rodionov, Jurij","Jacquet, Kyrian",2.48,1.5,2025-05-22 06:19:13 UTC
ATP Qualification Open de France,"Skatov, Timofey","Van Assche, Luca",2.25,1.6,2025-05-22 06:19:13 UTC
ATP Qualification Open de France,"Quinn, Ethan","Tirante, Thiago Agustin",1.75,2.01,2025-05-22 06:19:13 UTC
ATP Qualification Open de France,"Droguet, Titouan","Gea, Arthur",1.47,2.57,2025-05-22 06:19:13 UTC
ATP Genève,"Khachanov, Karen","Ofner, Sebastian",1.45,2.56,2025-05-22 06:19:13 UTC
ATP Genève,"Fritz, Taylor",Hurkacz Hubert,1.55,2.29,2025-05-22 06:19:13 UTC
ATP Genève,"Arnaldi, Matteo","Djokovic, Novak",3.34,1.28,2025-05-22 06:19:13 UTC
ATP Genève,"Popyrin, Alexei","Norrie, Cameron",1.73,1.99,2025-05-22 06:19:13 UTC
ATP Hambourg,"Etcheverry, Tomas Martin","Lehecka, Jiri",2.43,1.52,2025-05-22 06:19:13 UTC
ATP Hambourg,"Cobolli, Flavio","Bautista Agut, Roberto",1.5,2.48,2025-05-22 06:19:13 UTC
ATP Hambourg,Rublev Andrey,"Darderi, Luciano",1.44,2.67,2025-05-22 06:19:13 UTC
ATP Hambourg,"Müller, Alexandre","Auger-Aliassime, Félix",2.57,1.47,2025-05-22 06:19:13 UTC
Challenger Skopje Macédoine du Nord,"Clarke, Jay","Schwaerzler, Joel",1.95,1.73,2025-05-22 06:19:13 UTC
Challenger Skopje Macédoine du Nord,"Poljicak, Mili","Geerts, Michaël",1.61,2.12,2025-05-22 06:19:13 UTC
Challenger Skopje Macédoine du Nord,"Dellien, Hugo","Michalski, Daniel",1.29,3.16,2025-05-22 06:19:13 UTC
Challenger Skopje Macédoine du Nord,"Fatic, Nerman","Negritu, Christoph",1.41,2.61,2025-05-22 06:19:13 UTC
Challenger Tbilissi,"Glinka, Daniil","Purtseladze, Saba",1.93,1.74,2025-05-22 06:19:13 UTC
Challenger Tbilissi,"Damm Jr, Martin","Loffhagen, George",2.2,1.57,2025-05-22 06:19:13 UTC
