tournament,p1_name,p2_name,p1_odds,p2_odds,scrape_timestamp_utc
ATP Gstaad,Majchrzak Kamil,"Atmane, Terence",1.32,3.09,2025-07-14 06:21:24 UTC
ATP Gstaad,"Burruchaga, Roman Andres","Svrcina, Dalibor",1.7,2.03,2025-07-14 06:21:24 UTC
ATP Gstaad,"Buse, Ignacio","Djere, Laslo",3.21,1.3,2025-07-14 06:21:24 UTC
ATP Gstaad,"Cazaux, Arthur","Basilashvili, Nikoloz",1.72,2.0,2025-07-14 06:21:24 UTC
ATP Gstaad,"Stricker, Dominic","Herbert, Pierre-Hugues",1.72,2.0,2025-07-14 06:21:24 UTC
ATP Gstaad,"Landaluce, Martin","Goffin, David",1.89,1.81,2025-07-14 06:21:24 UTC
ATP Gstaad,"Cerundolo, Juan Manuel","Struff, Jan-Lennard",2.06,1.68,2025-07-14 06:21:24 UTC
ATP Gstaad,"Shevchenko, Alexander","Wawrinka, Stan",2.0,1.72,2025-07-14 06:21:24 UTC
ATP Gstaad,"Carballes Baena, Roberto","Taberner, Carlos",1.8,1.9,2025-07-14 06:21:24 UTC
ATP Gstaad,"Rinderknech, Arthur","Passaro, Francesco",2.19,1.6,2025-07-14 06:21:24 UTC
ATP Gstaad,"Comesana, Francisco","Trungelliti, Marco",1.37,2.85,2025-07-14 06:21:24 UTC
Qualification Challenger Granby,"Poling, Karl","Van Wyk, Kris",1.65,2.06,2025-07-14 06:21:24 UTC
Qualification Challenger Granby,"Martin, Andres","Saitoh, Keisuke",1.13,4.83,2025-07-14 06:21:24 UTC
Qualification Challenger Granby,"Imamura, Masamic.","Arseneault, Mikael",1.21,3.77,2025-07-14 06:21:24 UTC
Qualification Challenger Granby,"Perez, Alfredo","Moriya, Hiroki",1.78,1.89,2025-07-14 06:21:24 UTC
Qualification Challenger Granby,"Maloney, Patrick","Ogura, Kosuke",1.06,6.73,2025-07-14 06:21:24 UTC
Qualification Challenger Granby,"Watt, James","Rice, Keegan",1.83,1.83,2025-07-14 06:21:24 UTC
ATP Bastad Suède,"Rejchtman Vinciguerra, William","De Jong, Jesper",11.0,1.01,2025-07-14 06:21:24 UTC
ATP Bastad Suède,"Collignon, Raphaël","Darderi, Luciano",2.41,1.5,2025-07-14 06:21:24 UTC
ATP Bastad Suède,"Gaston, Hugo","Tseng, Chun Hsin",1.96,1.75,2025-07-14 06:21:24 UTC
ATP Bastad Suède,"Barrios Vera, Marcelo Tomas","Navone, Mariano",2.99,1.34,2025-07-14 06:21:24 UTC
ATP Bastad Suède,"Kopriva, Vit","Dellien, Hugo",1.55,2.29,2025-07-14 06:21:24 UTC
ATP Bastad Suède,"Ymer, Elias","Boyer, Tristan",1.7,2.03,2025-07-14 06:21:24 UTC
ATP Bastad Suède,"Ymer, Mikael","Van De Zandschulp, Botic",2.99,1.34,2025-07-14 06:21:24 UTC
ATP Bastad Suède,"Ofner, Sebastian","Dzumhur, Damir",1.44,2.59,2025-07-14 06:21:24 UTC
ATP Bastad Suède,"Ugo Carabelli, Camilo",Garin Christian,2.0,1.72,2025-07-14 06:21:24 UTC
ATP Los Cabos,Habib Hady,"Kovacevic, Aleksandar",3.04,1.33,2025-07-14 06:21:24 UTC
ATP Los Cabos,"Vukic, Aleksandar","Nava, Emilio",1.75,1.96,2025-07-14 06:21:24 UTC
ATP Los Cabos,"Kachmazov, Alibek","Ficovich, Juan Pablo",1.55,2.29,2025-07-14 06:21:24 UTC
ATP Los Cabos,"Daniel, Taro","Hernandez, Alex",1.42,2.65,2025-07-14 06:21:24 UTC
ATP Los Cabos,"Duckworth, James","Mannarino, Adrian",1.96,1.75,2025-07-14 06:21:24 UTC
ATP Los Cabos,"Mccabe, James","Alvarez Valdes, Luis Carlos",1.32,3.09,2025-07-14 06:21:24 UTC
ATP Los Cabos,"Altmaier, Daniel","Krueger, Mitchell",1.47,2.5,2025-07-14 06:21:24 UTC
ATP Los Cabos,"Walton, Adam","Pacheco Mendez, Rodrigo",1.42,2.65,2025-07-14 06:21:24 UTC
"ATP, Bastad, Sweden, Qualifying","Budkov Kjaer, Nicolai","Llamas Ruiz, Pablo",2.65,1.42,2025-07-14 06:21:24 UTC
"ATP, Bastad, Sweden, Qualifying","Misolic, Filip","Wallin, Olle",1.06,7.27,2025-07-14 06:21:24 UTC
"ATP, Bastad, Sweden, Qualifying","Gaubas, Vilius","Monteiro, Thiago",1.6,2.19,2025-07-14 06:21:24 UTC
"ATP, Bastad, Sweden, Qualifying","Pellegrino, Andrea","Skatov, Timofey",1.83,1.87,2025-07-14 06:21:24 UTC
