tournament,p1_name,p2_name,p1_odds,p2_odds,scrape_timestamp_utc
ATP Rome Italie,"Alcaraz Garfia, Carlos","Musetti, Lorenzo",1.33,3.15,2025-05-16 06:05:44 UTC
ATP Rome Italie,"Sinner, Jannik","Paul, Tommy",1.1,6.23,2025-05-16 06:05:44 UTC
Challenger Bogota,"Barreiros Reyes, Mateo","Sakamoto, Pedro",3.1,1.3,2025-05-16 06:05:44 UTC
Challenger Bogota,"Rodrigues, Pedro (2006)","Alvarez Varona, Nicolas",3.1,1.3,2025-05-16 06:05:44 UTC
Challenger Bordeaux,"Hassan, Benjamin","Hijikata, Rinky",1.7,1.99,2025-05-16 06:05:44 UTC
Challenger Bordeaux,"Shevchenko, Alexander","Mpetshi-Perricard, Giovanni",2.06,1.65,2025-05-16 06:05:44 UTC
Challenger Bordeaux,"Nakashima, Brand.","Basilashvili, Nikoloz",1.35,2.85,2025-05-16 06:05:44 UTC
Challenger Bordeaux,"Griekspoor, Tallon","Atmane, Terence",1.17,4.21,2025-05-16 06:05:44 UTC
Challenger Oeiras 5,"Krueger, Mitchell",Habib Hady,2.11,1.62,2025-05-16 06:05:44 UTC
Challenger Oeiras 5,"Burruchaga, Roman Andres",Garin Christian,2.14,1.6,2025-05-16 06:05:44 UTC
Challenger Tunis,"Gakhov, Ivan","Piros, Zsombor",3.42,1.25,2025-05-16 06:05:44 UTC
Challenger Tunis,"Rodesch, Chris","Droguet, Titouan",1.7,1.99,2025-05-16 06:05:44 UTC
Challenger Turin,"Ugo Carabelli, Camilo","Tseng, Chun Hsin",1.54,2.26,2025-05-16 06:05:44 UTC
Challenger Turin,"Yunchaokete, Bu","Passaro, Francesco",2.25,1.54,2025-05-16 06:05:44 UTC
Challenger Turin,"Cobolli, Flavio","Altmaier, Daniel",1.57,2.2,2025-05-16 06:05:44 UTC
Challenger Turin,"Etcheverry, Tomas Martin",Bublik Alexander,1.57,2.2,2025-05-16 06:05:44 UTC
Challenger Zagreb,"Trungelliti, Marco","Prizmic, Dino",2.85,1.35,2025-05-16 06:05:44 UTC
