tournament,p1_name,p2_name,p1_odds,p2_odds,scrape_timestamp_utc
ATP Rome Italie,"Paul, Tommy","Bautista Agut, Roberto",1.24,3.8,2025-05-10 06:04:45 UTC
ATP Rome Italie,"Marozsan, Fabian",Rublev Andrey,2.36,1.55,2025-05-10 06:04:45 UTC
ATP Rome Italie,"Tien, Learner","Machac, Tomas",3.33,1.3,2025-05-10 06:04:45 UTC
ATP Rome Italie,"Ofner, Sebastian","Tiafoe, Francis",2.36,1.55,2025-05-10 06:04:45 UTC
ATP Rome Italie,"Berrettini, Matteo","Fearnley, Jacob",1.31,3.27,2025-05-10 06:04:45 UTC
ATP Rome Italie,"Vukic, Aleksandar","Korda, Sebastian",3.47,1.28,2025-05-10 06:04:45 UTC
ATP Rome Italie,Bublik Alexander,"Ruud, Casper",4.5,1.18,2025-05-10 06:04:45 UTC
ATP Rome Italie,"Fritz, Taylor",Giron Marcos,1.12,5.66,2025-05-10 06:04:45 UTC
ATP Rome Italie,"Martinez Portero, Pedro",Hurkacz Hubert,2.4,1.53,2025-05-10 06:04:45 UTC
ATP Rome Italie,"De Jong, Jesper","Davidovich Fokina, Alejandro",3.47,1.28,2025-05-10 06:04:45 UTC
ATP Rome Italie,"Cerundolo, Francisco","Jarry, Nicolas",1.22,4.0,2025-05-10 06:04:45 UTC
ATP Rome Italie,"Mensik, Jakub","Gigante, Matteo",1.22,4.0,2025-05-10 06:04:45 UTC
ATP Rome Italie,"Auger-Aliassime, Félix","Seyboth Wild, Thiago",1.6,2.25,2025-05-10 06:04:45 UTC
ATP Rome Italie,"Shelton, Ben","Munar, Jaume",1.78,1.97,2025-05-10 06:04:45 UTC
ATP Rome Italie,"Nardi, Luca","De Minaur, Alex",6.23,1.1,2025-05-10 06:04:45 UTC
ATP Rome Italie,"Sinner, Jannik","Navone, Mariano",1.09,6.58,2025-05-10 06:04:45 UTC
ATP Rome Italie,"Passaro, Francesco","Khachanov, Karen",3.33,1.3,2025-05-10 06:04:45 UTC
ATP Rome Italie,"Musetti, Lorenzo","Nakashima, Brand.",1.27,3.54,2025-05-10 06:04:45 UTC
ATP Rome Italie,"Popyrin, Alexei","Medvedev, Daniil",3.04,1.35,2025-05-10 06:04:45 UTC
ATP Rome Italie,"Djere, Laslo","Alcaraz Garfia, Carlos",5.66,1.12,2025-05-10 06:04:45 UTC
Challenger Santos,"Guillen Meza, Alvaro","Roncadelli, Fran.",1.32,2.99,2025-05-10 06:04:45 UTC
Challenger Prague,"Den Ouden, Guy","Landaluce, Martin",1.72,1.96,2025-05-10 06:04:45 UTC
Challenger Prague,"Klein, Lukas","Misolic, Filip",2.24,1.55,2025-05-10 06:04:45 UTC
Challenger Francavilla,"Vacherot, Valentin","Lajal, Mark",1.42,2.58,2025-05-10 06:04:45 UTC
Challenger Francavilla,"Stricker, Dominic","Maestrelli, Francesco",1.59,2.16,2025-05-10 06:04:45 UTC
Challenger Wuxi,"Atmane, Terence","Bolt, Alex",1.4,2.65,2025-05-10 06:04:45 UTC
