TournamentName,TournamentURL,Round,Player1Name,Player2Name,Player1_Match_Prob,Player2_Match_Prob,Player1_Match_Odds,Player2_Match_Odds,ModelName,ScrapeTimestampUTC
Atpathens,https://www.tennisabstract.com/current/2025ATPAthens.html,SF,Novak Djokovic,Yannick Hanfmann,86.9,13.1,1.15,7.63,Sackmann,2025-11-07 06:18:33 UTC
Atpathens,https://www.tennisabstract.com/current/2025ATPAthens.html,SF,Sebastian Korda,Lorenzo Musetti,43.5,56.5,2.3,1.77,Sackmann,2025-11-07 06:18:33 UTC
Atpmetz,https://www.tennisabstract.com/current/2025ATPMetz.html,SF,Cameron Norrie,Lorenzo Sonego,56.7,43.3,1.76,2.31,Sackmann,2025-11-07 06:18:33 UTC
Atpmetz,https://www.tennisabstract.com/current/2025ATPMetz.html,SF,Vitaliy Sachko,Learner Tien,5.8,94.2,17.24,1.06,Sackmann,2025-11-07 06:18:33 UTC
Helsinkichallenger,https://www.tennisabstract.com/current/2025HelsinkiChallenger.html,QF,Marin Cilic,Otto Virtanen,67.6,32.4,1.48,3.09,Sackmann,2025-11-07 06:18:33 UTC
Helsinkichallenger,https://www.tennisabstract.com/current/2025HelsinkiChallenger.html,QF,Sascha Gueymard Wayenburg,Giulio Zeppieri,13.4,86.6,7.46,1.15,Sackmann,2025-11-07 06:18:33 UTC
Helsinkichallenger,https://www.tennisabstract.com/current/2025HelsinkiChallenger.html,QF,Patrick Kypson,Lorenzo Giustino,80.7,19.3,1.24,5.18,Sackmann,2025-11-07 06:18:33 UTC
Helsinkichallenger,https://www.tennisabstract.com/current/2025HelsinkiChallenger.html,QF,Stefano Travaglia,Luca Nardi,31.2,68.8,3.21,1.45,Sackmann,2025-11-07 06:18:33 UTC
Taipeichallenger,https://www.tennisabstract.com/current/2025TaipeiChallenger.html,QF,James Duckworth,Kaichi Uchida,81.1,18.9,1.23,5.29,Sackmann,2025-11-07 06:18:33 UTC
Taipeichallenger,https://www.tennisabstract.com/current/2025TaipeiChallenger.html,QF,Coleman Wong,Maxime Janvier,88.0,12.0,1.14,8.33,Sackmann,2025-11-07 06:18:33 UTC
Taipeichallenger,https://www.tennisabstract.com/current/2025TaipeiChallenger.html,QF,James Mccabe,Masamichi Imamura,100.0,0.0,1.0,,Sackmann,2025-11-07 06:18:33 UTC
Taipeichallenger,https://www.tennisabstract.com/current/2025TaipeiChallenger.html,QF,Akira Santillan,Yoshihito Nishioka,12.0,88.0,8.33,1.14,Sackmann,2025-11-07 06:18:33 UTC
Lima2Challenger,https://www.tennisabstract.com/current/2025Lima2Challenger.html,QF,Juan Bautista Torres,Tomas Barrios Vera,25.1,74.9,3.98,1.34,Sackmann,2025-11-07 06:18:33 UTC
Lima2Challenger,https://www.tennisabstract.com/current/2025Lima2Challenger.html,QF,Roman Andres Burruchaga,Alvaro Guillen Meza,63.3,36.7,1.58,2.72,Sackmann,2025-11-07 06:18:33 UTC
Lima2Challenger,https://www.tennisabstract.com/current/2025Lima2Challenger.html,QF,Gonzalo Bueno,Cristian Garin,26.8,73.2,3.73,1.37,Sackmann,2025-11-07 06:18:33 UTC
Lima2Challenger,https://www.tennisabstract.com/current/2025Lima2Challenger.html,QF,Joao Lucas Reis Da Silva,Genaro Alberto Olivieri,41.8,58.2,2.39,1.72,Sackmann,2025-11-07 06:18:33 UTC
Matsuyamachallenger,https://www.tennisabstract.com/current/2025MatsuyamaChallenger.html,QF,Henrique Rocha,Rio Noguchi,100.0,0.0,1.0,,Sackmann,2025-11-07 06:18:33 UTC
Matsuyamachallenger,https://www.tennisabstract.com/current/2025MatsuyamaChallenger.html,QF,Oliver Crawford,Frederico Ferreira Silva,0.0,100.0,,1.0,Sackmann,2025-11-07 06:18:33 UTC
Matsuyamachallenger,https://www.tennisabstract.com/current/2025MatsuyamaChallenger.html,QF,Duje Ajdukovic,Ryan Peniston,56.6,43.4,1.77,2.3,Sackmann,2025-11-07 06:18:33 UTC
Matsuyamachallenger,https://www.tennisabstract.com/current/2025MatsuyamaChallenger.html,QF,Sho Shimabukuro,Hugo Grenier,58.7,41.3,1.7,2.42,Sackmann,2025-11-07 06:18:33 UTC
Knoxvillechallenger,https://www.tennisabstract.com/current/2025KnoxvilleChallenger.html,QF,Inaki Montes De La Torre,Mitchell Krueger,44.1,55.9,2.27,1.79,Sackmann,2025-11-07 06:18:33 UTC
Knoxvillechallenger,https://www.tennisabstract.com/current/2025KnoxvilleChallenger.html,QF,Murphy Cassone,Cedrik Marcel Stebe,35.5,64.5,2.82,1.55,Sackmann,2025-11-07 06:18:33 UTC
Knoxvillechallenger,https://www.tennisabstract.com/current/2025KnoxvilleChallenger.html,QF,Daniil Glinka,Shunsuke Mitsui,72.7,27.3,1.38,3.66,Sackmann,2025-11-07 06:18:33 UTC
Knoxvillechallenger,https://www.tennisabstract.com/current/2025KnoxvilleChallenger.html,QF,Darwin Blanch,Jay Clarke,35.6,64.4,2.81,1.55,Sackmann,2025-11-07 06:18:33 UTC
