tournament,p1_name,p2_name,p1_odds,p2_odds,scrape_timestamp_utc
Challenger Newport,"Svajda, Zachary","Mannarino, Adrian",1.83,1.87,2025-07-13 06:18:36 UTC
ATP Wimbledon,"Sinner, Jannik","Alcaraz Garfia, Carlos",1.89,1.85,2025-07-13 06:18:36 UTC
Challenger Winnipeg,"Blockx, Alexander","Draxl, Liam",1.9,1.8,2025-07-13 06:18:36 UTC
"ATP, Bastad, Sweden, Qualifying","Seyboth Wild, Thiago","Budkov Kjaer, Nicolai",1.28,3.34,2025-07-13 06:18:36 UTC
"ATP, Bastad, Sweden, Qualifying","Llamas Ruiz, Pablo","Van Assche, Luca",2.33,1.53,2025-07-13 06:18:36 UTC
"ATP, Bastad, Sweden, Qualifying","Martin, Andrej","Monteiro, Thiago",2.94,1.35,2025-07-13 06:18:36 UTC
"ATP, Bastad, Sweden, Qualifying","Wallin, Olle","Durasovic, Viktor",2.59,1.44,2025-07-13 06:18:36 UTC
"ATP, Bastad, Sweden, Qualifying","Gaubas, Vilius","Hede, Ludvig Fredrik",1.01,11.0,2025-07-13 06:18:36 UTC
"ATP, Bastad, Sweden, Qualifying","Misolic, Filip","Albot, Radu",1.18,4.28,2025-07-13 06:18:36 UTC
"ATP, Bastad, Sweden, Qualifying","Pellegrino, Andrea","Michalski, Daniel",1.33,3.04,2025-07-13 06:18:36 UTC
"ATP, Bastad, Sweden, Qualifying",Nagal Sumit,"Skatov, Timofey",1.8,1.9,2025-07-13 06:18:36 UTC
ATP Gstaad,"Cazaux, Arthur","Basilashvili, Nikoloz",1.55,2.29,2025-07-13 06:18:36 UTC
ATP Gstaad,"Landaluce, Martin","Goffin, David",2.03,1.7,2025-07-13 06:18:36 UTC
ATP Gstaad,Majchrzak Kamil,"Atmane, Terence",1.24,3.64,2025-07-13 06:18:36 UTC
ATP Gstaad,"Cerundolo, Juan Manuel","Struff, Jan-Lennard",2.41,1.5,2025-07-13 06:18:36 UTC
ATP Gstaad,"Burruchaga, Roman Andres","Svrcina, Dalibor",1.63,2.14,2025-07-13 06:18:36 UTC
ATP Gstaad,"Stricker, Dominic","Herbert, Pierre-Hugues",2.19,1.6,2025-07-13 06:18:36 UTC
ATP Gstaad,"Shevchenko, Alexander","Wawrinka, Stan",2.02,1.71,2025-07-13 06:18:36 UTC
ATP Gstaad,"Carballes Baena, Roberto","Taberner, Carlos",1.7,2.03,2025-07-13 06:18:36 UTC
