TournamentName,Round,Player1Name,Player2Name,Player1_Match_Prob,Player2_Match_Prob,bc_p1_prob,bc_p2_prob,Player1_Match_Odds,Player2_Match_Odds,bc_p1_odds,bc_p2_odds,p1_spread,p2_spread,rel_p1_spread,rel_p2_spread
Porto2Challenger,QF,Nikolas Sanchez Izquierdo,Alejandro Moro Canas,39.3000,60.7000,47.1698,52.8302,2.5400,1.6500,1.9600,1.7500,-0.5800,0.1000,-0.2283,0.0606
Porto2Challenger,QF,Nicolas Alvarez Varona,Gilles Arnaud Bailly,33.4000,66.6000,46.2366,53.7634,2.9900,1.5000,2.0000,1.7200,-0.9900,0.2200,-0.3311,0.1467
Porto2Challenger,QF,Frederico Ferreira Silva,David Jorda Sanchis,50.0000,50.0000,,,2.0000,2.0000,,,,,,
Porto2Challenger,QF,Daniel Michalski,Guy Den Ouden,13.5000,86.5000,28.2895,71.7105,7.4100,1.1600,3.2700,1.2900,-4.1400,0.1300,-0.5587,0.1121
Comochallenger,R16,Nicolai Budkov Kjaer,Giovanni Fonio,84.7000,15.3000,63.3166,36.6834,1.1800,6.5400,1.4600,2.5200,0.2800,-4.0200,0.2373,-0.6147
Comochallenger,R16,Raul Brancaccio,Alvaro Guillen Meza,41.3000,58.7000,43.2361,56.7639,2.4200,1.7000,2.1400,1.6300,-0.2800,-0.0700,-0.1157,-0.0412
Comochallenger,R16,Gonzalo Bueno,Henri Squire,62.4000,37.6000,52.5606,47.4394,1.6000,2.6600,1.7600,1.9500,0.1600,-0.7100,0.1000,-0.2669
Comochallenger,R16,Luka Mikrut,Carlo Alberto Caniato,54.7000,45.3000,56.7639,43.2361,1.8300,2.2100,1.6300,2.1400,-0.2000,-0.0700,-0.1093,-0.0317
Comochallenger,QF,Juan Bautista Torres,Jacopo Berrettini,36.3000,63.7000,52.0216,47.9784,2.7500,1.5700,1.7800,1.9300,-0.9700,0.3600,-0.3527,0.2293
Zhangjiagangchallenger,QF,Renta Tokuda,Oliver Crawford,36.0000,64.0000,35.7320,64.2680,2.7800,1.5600,2.5900,1.4400,-0.1900,-0.1200,-0.0683,-0.0769
Zhangjiagangchallenger,QF,San Hui Sin,Kokoro Isomura,47.4000,52.6000,,,2.1100,1.9000,,,,,,
Zhangjiagangchallenger,QF,Ilia Simakin,Sho Shimabukuro,56.2000,43.8000,47.1698,52.8302,1.7800,2.2800,1.9600,1.7500,0.1800,-0.5300,0.1011,-0.2325
Zhangjiagangchallenger,QF,Yasutaka Uchiyama,Kaichi Uchida,75.8000,24.2000,62.9723,37.0277,1.3200,4.1300,1.4700,2.5000,0.1500,-1.6300,0.1136,-0.3947
Manacorchallenger,QF,Daniel Rincon,Miguel Tobon,68.3000,31.7000,74.0125,25.9875,1.4600,3.1500,1.2500,3.5600,-0.2100,0.4100,-0.1438,0.1302
Manacorchallenger,QF,Harold Mayot,Stuart Parker,73.4000,26.6000,77.0992,22.9008,1.3600,3.7600,1.2000,4.0400,-0.1600,0.2800,-0.1176,0.0745
Manacorchallenger,QF,Daniel Masur,Jurij Rodionov,27.7000,72.3000,,,3.6100,1.3800,,,,,,
Manacorchallenger,QF,Edas Butvilas,Jay Dylan Hara Friend,73.0000,27.0000,58.9005,41.0995,1.3700,3.7000,1.5700,2.2500,0.2000,-1.4500,0.1460,-0.3919
