tournament,p1_name,p2_name,p1_odds,p2_odds,scrape_timestamp_utc
ATP S-Hertogenbosch,"Borges, Nuno","Humbert, Ugo",2.81,1.38,2025-06-13 06:19:34 UTC
ATP S-Hertogenbosch,"Diallo, Gabriel","Khachanov, Karen",2.41,1.5,2025-06-13 06:19:34 UTC
ATP S-Hertogenbosch,"Medvedev, Daniil","Opelka, Reilly",1.27,3.41,2025-06-13 06:19:34 UTC
ATP S-Hertogenbosch,"Bergs, Zizou","Lajal, Mark",1.73,1.99,2025-06-13 06:19:34 UTC
ATP Stuttgart,"Engel, Justin","Auger-Aliassime, Félix",3.93,1.21,2025-06-13 06:19:34 UTC
ATP Stuttgart,"Fucsovics, Marton","Fritz, Taylor",2.81,1.38,2025-06-13 06:19:34 UTC
ATP Stuttgart,"Zverev, Alexander","Nakashima, Brand.",1.26,3.48,2025-06-13 06:19:34 UTC
ATP Stuttgart,"Shelton, Ben","Lehecka, Jiri",2.0,1.72,2025-06-13 06:19:34 UTC
Challenger Santa Fe,"Blanch, Dali","Pucinelli De Almeida, Matheus",3.04,1.31,2025-06-13 06:19:34 UTC
Challenger Santa Fe,"Midon, Lautaro","Rodriguez Taverna, Santiago",1.52,2.3,2025-06-13 06:19:34 UTC
Challenger Santa Fe,"Reis Da Silva, Joao Lucas","Bueno, Gonzalo",1.77,1.9,2025-06-13 06:19:34 UTC
Challenger Bratislava,"Royer, Valentin","Topo, Marko",1.59,2.16,2025-06-13 06:19:34 UTC
Challenger Bratislava,"Shevchenko, Alexander","Cina, Federico",1.48,2.4,2025-06-13 06:19:34 UTC
Challenger Bratislava,Garin Christian,"Dodig, Matej",1.21,3.77,2025-06-13 06:19:34 UTC
Challenger Bratislava,"Prizmic, Dino","Rocha, Henrique",1.55,2.24,2025-06-13 06:19:34 UTC
Challenger Ilkley,"Mochizuki, Shintaro","Crawford, Oliver",1.8,1.86,2025-06-13 06:19:34 UTC
Challenger Ilkley,"Landaluce, Martin","Pinnington Jones, Jack",1.52,2.3,2025-06-13 06:19:34 UTC
Challenger Ilkley,"Shimabukuro, Sho","Schoolkate, Tristan",2.24,1.55,2025-06-13 06:19:34 UTC
Challenger Ilkley,"Svajda, Zachary","Riedi, Leandro",1.74,1.93,2025-06-13 06:19:34 UTC
Challenger Lyon,"Tabur, Clément","Hsu, Yu Hsiou",1.3,3.1,2025-06-13 06:19:34 UTC
Challenger Lyon,"Trungelliti, Marco","Kuzmanov, Dimitar",1.78,1.89,2025-06-13 06:19:34 UTC
Challenger Lyon,"Carreno Busta, Pablo","Onclin, Gauthier",1.36,2.8,2025-06-13 06:19:34 UTC
Challenger Lyon,"Merida, Daniel","Van Assche, Luca",2.58,1.42,2025-06-13 06:19:34 UTC
Challenger Pérouse,"Svrcina, Dalibor","Fatic, Nerman",1.55,2.24,2025-06-13 06:19:34 UTC
Challenger Pérouse,"Basile, Pierluigi","Arnaboldi, Feder.",2.43,1.47,2025-06-13 06:19:34 UTC
Challenger Pérouse,"Nardi, Luca","Pavlovic, Luka",1.24,3.5,2025-06-13 06:19:34 UTC
Challenger Pérouse,"Pellegrino, Andrea","Passaro, Francesco",2.4,1.48,2025-06-13 06:19:34 UTC
