tournament,p1_name,p2_name,p1_odds,p2_odds,scrape_timestamp_utc
Challenger Lexington,"Tomic, Bernard","Mejia, Nicolas",1.57,2.25,2025-07-30 06:21:28 UTC
ATP Toronto,Rublev Andrey,"Gaston, Hugo",1.09,6.58,2025-07-30 06:21:28 UTC
ATP Toronto,"Cobolli, Flavio","Galarneau, Alexis",1.2,4.23,2025-07-30 06:21:28 UTC
ATP Toronto,"Yunchaokete, Bu","Sonego, Lorenzo",1.95,1.8,2025-07-30 06:21:28 UTC
ATP Toronto,"Vukic, Aleksandar","Norrie, Cameron",3.09,1.34,2025-07-30 06:21:28 UTC
ATP Toronto,"Mannarino, Adrian","Shelton, Ben",4.66,1.17,2025-07-30 06:21:28 UTC
ATP Toronto,"Tiafoe, Frances","Watanuki, Yosuke",1.31,3.27,2025-07-30 06:21:28 UTC
ATP Toronto,"Nakashima, Brand.","Quinn, Ethan",1.36,2.99,2025-07-30 06:21:28 UTC
ATP Toronto,"Boyer, Tristan","Mensik, Jakub",6.23,1.1,2025-07-30 06:21:28 UTC
ATP Toronto,"Diallo, Gabriel","Gigante, Matteo",1.28,3.47,2025-07-30 06:21:28 UTC
ATP Toronto,"Mcdonald, Mackenzie","Lehecka, Jiri",3.09,1.34,2025-07-30 06:21:28 UTC
ATP Toronto,"Davidovich Fokina, Alejandro",Moutet Corentin,1.48,2.54,2025-07-30 06:21:28 UTC
ATP Toronto,"Fils, Arthur","Carreno Busta, Pablo",1.36,2.99,2025-07-30 06:21:28 UTC
ATP Toronto,Tsitsipas Stefano,"O`Connell, Christopher",1.37,2.94,2025-07-30 06:21:28 UTC
ATP Toronto,"Comesana, Francisco","De Minaur, Alex",7.93,1.06,2025-07-30 06:21:28 UTC
ATP Toronto,"Marozsan, Fabian","Auger-Aliassime, Félix",2.48,1.5,2025-07-30 06:21:28 UTC
ATP Toronto,"Carballes Baena, Roberto","Fritz, Taylor",8.54,1.05,2025-07-30 06:21:28 UTC
Challenger Hagen,"Tabur, Clément","Wallin, Olle",1.25,3.56,2025-07-30 06:21:28 UTC
Challenger Hagen,"Choinski, Jan","Popko, Dmitry",1.47,2.5,2025-07-30 06:21:28 UTC
Challenger Hagen,"Schwaerzler, Joel","Gaubas, Vilius",2.23,1.58,2025-07-30 06:21:28 UTC
Challenger Hagen,"Skatov, Timofey","Hanfmann, Yannick",3.73,1.23,2025-07-30 06:21:28 UTC
Challenger Hagen,Nagal Sumit,"Mcdonald, Niels",1.24,3.64,2025-07-30 06:21:28 UTC
Challenger Hagen,"Kym, Jérôme","Cecchinato, Marco",1.48,2.47,2025-07-30 06:21:28 UTC
Challenger Hagen,"Van De Zandschulp, Botic",Masur Daniel,1.11,5.55,2025-07-30 06:21:28 UTC
Challenger Hagen,"Negritu, Christoph","Den Ouden, Guy",3.41,1.27,2025-07-30 06:21:28 UTC
Challenger Astana,"Bakshi, Aleksandre","Sasikumar, Mukund",2.36,1.52,2025-07-30 06:21:28 UTC
Challenger Astana,"Gakhov, Ivan","Singh, Karan (Ind)",1.62,2.16,2025-07-30 06:21:28 UTC
Challenger Astana,"Winter, Edward","Imai, Shintaro",1.4,2.73,2025-07-30 06:21:28 UTC
Challenger Astana,"Berankis, Ricardas","Castelnuovo, Luca",1.21,3.93,2025-07-30 06:21:28 UTC
Challenger Astana,"Chidekh, Clement","Leong, Mitsuki Wei Kang",1.22,3.83,2025-07-30 06:21:28 UTC
Challenger Astana,"Shin, Woobin","Shelbayh, Abdullah",2.29,1.55,2025-07-30 06:21:28 UTC
Challenger Liberec,"Vacherot, Valentin","Gueymard-Wayenburg, Sascha",1.35,2.94,2025-07-30 06:21:28 UTC
Challenger Liberec,"Coria, Federico","Michalski, Daniel",1.5,2.41,2025-07-30 06:21:28 UTC
Challenger Liberec,"Pinnington Jones, Jack","Nicod, Jakub",1.5,2.41,2025-07-30 06:21:28 UTC
Challenger Liberec,"Bueno, Gonzalo","Travaglia, Stefano",1.87,1.83,2025-07-30 06:21:28 UTC
Challenger Porto,"Rocha, Henrique","Coulibaly, Eliakim",1.38,2.81,2025-07-30 06:21:28 UTC
Challenger Porto,"Soto, Matias",Grenier Hugo,3.34,1.28,2025-07-30 06:21:28 UTC
Challenger Porto,"Moro Canas, Alejandro","Landaluce, Martin",2.17,1.61,2025-07-30 06:21:28 UTC
Challenger Porto,"Ymer, Elias",Kukushkin Mikhail,1.7,2.03,2025-07-30 06:21:28 UTC
Challenger Porto,"Pereira, Tiago","Escoffier, Antoine",1.64,2.12,2025-07-30 06:21:28 UTC
