tournament,p1_name,p2_name,p1_odds,p2_odds,scrape_timestamp_utc
ATP Londres,"Lehecka, Jiri","Draper, Jack",2.63,1.45,2025-06-21 06:16:28 UTC
ATP Londres,"Alcaraz Garfia, Carlos","Bautista Agut, Roberto",1.09,6.58,2025-06-21 06:16:28 UTC
ATP Halle,"Medvedev, Daniil","Zverev, Alexander",1.95,1.8,2025-06-21 06:16:28 UTC
ATP Halle,Bublik Alexander,"Khachanov, Karen",1.58,2.29,2025-06-21 06:16:28 UTC
ATP Qualification d'Eastbourne,"Vukic, Aleksandar","Clarke, Jay",1.23,3.58,2025-06-21 06:16:28 UTC
ATP Qualification d'Eastbourne,"Brooksby, Jenson",Majchrzak Kamil,1.68,2.01,2025-06-21 06:16:28 UTC
ATP Qualification d'Eastbourne,"O`Connell, Christopher","Monday, Johannus",1.47,2.43,2025-06-21 06:16:28 UTC
ATP Qualification d'Eastbourne,"Searle, Henry","Duckworth, James",2.14,1.6,2025-06-21 06:16:28 UTC
ATP Qualification d'Eastbourne,"Nardi, Luca","Harris, Billy",2.11,1.62,2025-06-21 06:16:28 UTC
ATP Qualification d'Eastbourne,Blancaneaux Geoffrey,"Tseng, Chun Hsin",2.65,1.4,2025-06-21 06:16:28 UTC
ATP Qualification d'Eastbourne,"Loffhagen, George","Mcdonald, Mackenzie",3.42,1.25,2025-06-21 06:16:28 UTC
ATP Qualification d'Eastbourne,"Bellucci, Mattia","Gengel, Marek",1.08,6.02,2025-06-21 06:16:28 UTC
ATP Qualification de Majorque,"Basavareddy, Nishesh","Van De Zandschulp, Botic",2.06,1.65,2025-06-21 06:16:28 UTC
ATP Qualification de Majorque,"Walton, Adam","Holt, Brandon",1.6,2.14,2025-06-21 06:16:28 UTC
ATP Qualification de Majorque,"Navone, Mariano","Ofner, Sebastian",4.09,1.18,2025-06-21 06:16:28 UTC
ATP Qualification de Majorque,"Crawford, Oliver","Quinn, Ethan",2.65,1.4,2025-06-21 06:16:28 UTC
ATP Qualification de Majorque,"Kovacevic, Aleksandar","Gueymard-Wayenburg, Sascha",1.2,3.87,2025-06-21 06:16:28 UTC
ATP Qualification de Majorque,"Ymer, Elias","Shevchenko, Alexander",2.24,1.55,2025-06-21 06:16:28 UTC
ATP Qualification de Majorque,"Kopriva, Vit","Tsitsipas, Petros",1.01,9.81,2025-06-21 06:16:28 UTC
ATP Qualification de Majorque,"Tomic, Bernard","De Jong, Jesper",3.22,1.28,2025-06-21 06:16:28 UTC
Challenger Nottingham 2,"Mochizuki, Shintaro","Cilic, Marin",2.28,1.53,2025-06-21 06:16:28 UTC
Challenger Poznań,"Misolic, Filip","Svrcina, Dalibor",1.48,2.4,2025-06-21 06:16:28 UTC
Challenger Royan,"Kuzmanov, Dimitar","Droguet, Titouan",2.4,1.48,2025-06-21 06:16:28 UTC
Challenger Sassuolo,"Taberner, Carlos","Lajovic, Dusan",2.24,1.55,2025-06-21 06:16:28 UTC
