tournament,p1_name,p2_name,p1_odds,p2_odds,scrape_timestamp_utc
Challenger Tyler,"Sell, Karue","Wu, Yibing",3.16,1.29,2025-06-07 06:17:34 UTC
ATP Open de France,"Sinner, Jannik","Alcaraz Garfia, Carlos",1.89,1.85,2025-06-07 06:17:34 UTC
Challenger Heilbronn,"Den Ouden, Guy","Nava, Emilio",2.12,1.61,2025-06-07 06:17:34 UTC
Challenger Heilbronn,"Mena, Facundo","Topo, Marko",2.24,1.55,2025-06-07 06:17:34 UTC
Challenger Heilbronn,"Trungelliti, Marco","Buse, Ignacio",2.49,1.45,2025-06-07 06:17:34 UTC
Challenger Birmingham,"Virtanen, Otto","Holt, Brandon",1.47,2.43,2025-06-07 06:17:34 UTC
Challenger Birmingham,"Smith, Colton","Hijikata, Rinky",1.86,1.8,2025-06-07 06:17:34 UTC
"ATP, S-Hertogenbosch, Netherlands, Qualifying","Walton, Adam","Evans, Daniel",1.86,1.8,2025-06-07 06:17:34 UTC
"ATP, S-Hertogenbosch, Netherlands, Qualifying","Opelka, Reilly","Yevseyev, Denis",1.23,3.58,2025-06-07 06:17:34 UTC
"ATP, S-Hertogenbosch, Netherlands, Qualifying","Houkes, Max","Blockx, Alexander",4.5,1.15,2025-06-07 06:17:34 UTC
"ATP, S-Hertogenbosch, Netherlands, Qualifying","Denolly, Corentin","Lajal, Mark",5.02,1.12,2025-06-07 06:17:34 UTC
"ATP, S-Hertogenbosch, Netherlands, Qualifying","Mannarino, Adrian","Dutra Da Silva, Daniel",1.06,6.73,2025-06-07 06:17:34 UTC
"ATP, S-Hertogenbosch, Netherlands, Qualifying","Mcdonald, Mackenzie","Peniston, Ryan",1.38,2.72,2025-06-07 06:17:34 UTC
"ATP, S-Hertogenbosch, Netherlands, Qualifying","Boogaard, Thijs","Mccabe, James",4.35,1.16,2025-06-07 06:17:34 UTC
"ATP, Stuttgart, Germany, Qualifying","Spizzirri, Eliot","Tu, Li",2.3,1.52,2025-06-07 06:17:34 UTC
"ATP, Stuttgart, Germany, Qualifying",Marterer Max,"Herbert, Pierre-Hugues",2.03,1.67,2025-06-07 06:17:34 UTC
"ATP, Stuttgart, Germany, Qualifying","Duckworth, James","Hassan, Benjamin",1.32,2.99,2025-06-07 06:17:34 UTC
"ATP, Stuttgart, Germany, Qualifying",Grenier Hugo,"Basilashvili, Nikoloz",2.65,1.4,2025-06-07 06:17:34 UTC
"ATP, Stuttgart, Germany, Qualifying","Boyer, Tristan","Ajdukovic, Duje",1.8,1.86,2025-06-07 06:17:34 UTC
"ATP, Stuttgart, Germany, Qualifying","Wiskandt, Max","Hanfmann, Yannick",6.02,1.08,2025-06-07 06:17:34 UTC
"ATP, Stuttgart, Germany, Qualifying","Fucsovics, Marton","Zahraj, Patrick",1.08,6.02,2025-06-07 06:17:34 UTC
"ATP, Stuttgart, Germany, Qualifying","Zhukayev, Beibit","Hüsler, Marc-Andrea",2.49,1.45,2025-06-07 06:17:34 UTC
Challenger Prostejov,"Dellien, Hugo","Tseng, Chun Hsin",2.18,1.58,2025-06-07 06:17:34 UTC
