ResultDate,TournamentKey,Round,WinnerName,LoserName,WinnerNameKey,LoserNameKey,Score,TournamentName
2025-10-01,2025tokyo,F,Carlos Alcaraz,Taylor Fritz,carlosalcaraz,taylorfritz,6-4 6-4,Atptokyo
2025-10-01,2025tokyo,SF,Carlos Alcaraz,Casper Ruud,carlosalcaraz,casperruud,3-6 6-3 6-4,Atptokyo
2025-10-01,2025tokyo,SF,Taylor Fritz,Jenson Brooksby,taylorfritz,jensonbrooksby,6-4 6-3,Atptokyo
2025-10-01,2025tokyo,QF,Carlos Alcaraz,Brandon Nakashima,carlosalcaraz,brandonnakashima,6-2 6-4,Atptokyo
2025-10-01,2025tokyo,QF,Casper Ruud,Aleksandar Vukic,casperruud,aleksandarvukic,6-3 6-2,Atptokyo
2025-10-01,2025tokyo,QF,Jenson Brooksby,Holger Rune,jensonbrooksby,holgerrune,6-3 6-3,Atptokyo
2025-10-01,2025tokyo,QF,Taylor Fritz,Sebastian Korda,taylorfritz,sebastiankorda,6-3 6-7(5) 6-3,Atptokyo
2025-10-01,2025tokyo,R16,Carlos Alcaraz,Zizou Bergs,carlosalcaraz,zizoubergs,6-4 6-3,Atptokyo
2025-10-01,2025tokyo,R16,Brandon Nakashima,Marton Fucsovics,brandonnakashima,martonfucsovics,7-5 6-3,Atptokyo
2025-10-01,2025tokyo,R16,Casper Ruud,Matteo Berrettini,casperruud,matteoberrettini,7-6(4) 6-2,Atptokyo
2025-10-01,2025tokyo,R16,Aleksandar Vukic,Daniel Altmaier,aleksandarvukic,danielaltmaier,6-4 6-2,Atptokyo
2025-10-01,2025tokyo,R16,Jenson Brooksby,Luciano Darderi,jensonbrooksby,lucianodarderi,7-6(7) 6-1,Atptokyo
2025-10-01,2025tokyo,R16,Holger Rune,Ethan Quinn,holgerrune,ethanquinn,6-4 6-2,Atptokyo
2025-10-01,2025tokyo,R16,Sebastian Korda,Sho Shimabukuro,sebastiankorda,shoshimabukuro,6-1 6-4,Atptokyo
2025-10-01,2025tokyo,R16,Taylor Fritz,Nuno Borges,taylorfritz,nunoborges,7-5 7-6(4),Atptokyo
2025-10-01,2025tokyo,R32,Carlos Alcaraz,Sebastian Baez,carlosalcaraz,sebastianbaez,6-4 6-2,Atptokyo
2025-10-01,2025tokyo,R32,Zizou Bergs,Alejandro Tabilo,zizoubergs,alejandrotabilo,1-6 7-6(2) 7-6(4),Atptokyo
2025-10-01,2025tokyo,R32,Brandon Nakashima,Jordan Thompson,brandonnakashima,jordanthompson,6-7(6) 7-6(4) 6-2,Atptokyo
2025-10-01,2025tokyo,R32,Marton Fucsovics,Frances Tiafoe,martonfucsovics,francestiafoe,3-6 6-1 7-5,Atptokyo
2025-10-01,2025tokyo,R32,Casper Ruud,Shintaro Mochizuki,casperruud,shintaromochizuki,4-6 6-1 6-1,Atptokyo
2025-10-01,2025tokyo,R32,Matteo Berrettini,Jaume Munar,matteoberrettini,jaumemunar,6-4 6-2,Atptokyo
2025-10-01,2025tokyo,R32,Aleksandar Vukic,Damir Dzumhur,aleksandarvukic,damirdzumhur,6-4 3-6 6-3,Atptokyo
2025-10-01,2025tokyo,R32,Daniel Altmaier,Denis Shapovalov,danielaltmaier,denisshapovalov,7-5 6-3,Atptokyo
2025-10-01,2025tokyo,R32,Jenson Brooksby,Ugo Humbert,jensonbrooksby,ugohumbert,7-6(4) 6-3,Atptokyo
2025-10-01,2025tokyo,R32,Luciano Darderi,Yoshihito Nishioka,lucianodarderi,yoshihitonishioka,7-6(9) 6-3,Atptokyo
2025-10-01,2025tokyo,R32,Ethan Quinn,Alex Michelsen,ethanquinn,alexmichelsen,7-5 6-2,Atptokyo
2025-10-01,2025tokyo,R32,Holger Rune,Hamad Medjedovic,holgerrune,hamadmedjedovic,7-6(7) 6-1,Atptokyo
2025-10-01,2025tokyo,R32,Sho Shimabukuro,Tomas Machac,shoshimabukuro,tomasmachac,6-3 7-6(4),Atptokyo
2025-10-01,2025tokyo,R32,Sebastian Korda,Marcos Giron,sebastiankorda,marcosgiron,4-6 6-3 7-6(4),Atptokyo
2025-10-01,2025tokyo,R32,Nuno Borges,Yosuke Watanuki,nunoborges,yosukewatanuki,2-6 6-4 6-1,Atptokyo
2025-10-01,2025tokyo,R32,Taylor Fritz,Gabriel Diallo,taylorfritz,gabrieldiallo,4-6 6-3 7-6(3),Atptokyo
2025-10-01,2025tokyo,Q2,Marton Fucsovics,Matteo Arnaldi,martonfucsovics,matteoarnaldi,7-5 6-2,Atptokyo
2025-10-01,2025tokyo,Q2,Ethan Quinn,Mattia Bellucci,ethanquinn,mattiabellucci,4-6 6-4 7-5,Atptokyo
2025-10-01,2025tokyo,Q2,Aleksandar Vukic,Rei Sakamoto,aleksandarvukic,reisakamoto,6-4 7-6(5),Atptokyo
2025-10-01,2025tokyo,Q2,Sho Shimabukuro,Juan Manuel Cerundolo,shoshimabukuro,juanmanuelcerundolo,6-4 6-3,Atptokyo
2025-10-01,2025tokyo,Q1,Marton Fucsovics,Filip Misolic,martonfucsovics,filipmisolic,6-3 6-1,Atptokyo
2025-10-01,2025tokyo,Q1,Matteo Arnaldi,Luca Nardi,matteoarnaldi,lucanardi,6-0 6-7(4) 6-3,Atptokyo
2025-10-01,2025tokyo,Q1,Mattia Bellucci,Yasutaka Uchiyama,mattiabellucci,yasutakauchiyama,7-6(5) 5-7 7-5,Atptokyo
2025-10-01,2025tokyo,Q1,Ethan Quinn,Yuta Shimizu,ethanquinn,yutashimizu,7-6(4) 6-4,Atptokyo
2025-10-01,2025tokyo,Q1,Aleksandar Vukic,Aleksandar Kovacevic,aleksandarvukic,aleksandarkovacevic,6-4 6-7(4) 6-2,Atptokyo
2025-10-01,2025tokyo,Q1,Rei Sakamoto,Adam Walton,reisakamoto,adamwalton,6-2 6-4,Atptokyo
2025-10-01,2025tokyo,Q1,Juan Manuel Cerundolo,Rio Noguchi,juanmanuelcerundolo,rionoguchi,6-3 6-2,Atptokyo
2025-10-01,2025tokyo,Q1,Sho Shimabukuro,Mariano Navone,shoshimabukuro,marianonavone,6-2 6-3,Atptokyo
2025-10-01,2025beijing,SF,Jannik Sinner,Alex De Minaur,janniksinner,alexdeminaur,6-3 4-6 6-2,Atpbeijing
2025-10-01,2025beijing,SF,Learner Tien,Daniil Medvedev,learnertien,daniilmedvedev,5-7 7-5 4-0 RET,Atpbeijing
2025-10-01,2025beijing,QF,Jannik Sinner,Fabian Marozsan,janniksinner,fabianmarozsan,6-1 7-5,Atpbeijing
2025-10-01,2025beijing,QF,Alex De Minaur,Jakub Mensik,alexdeminaur,jakubmensik,4-1 RET,Atpbeijing
2025-10-01,2025beijing,QF,Learner Tien,Lorenzo Musetti,learnertien,lorenzomusetti,4-6 6-3 3-0 RET,Atpbeijing
2025-10-01,2025beijing,QF,Daniil Medvedev,Alexander Zverev,daniilmedvedev,alexanderzverev,6-3 6-3,Atpbeijing
2025-10-01,2025beijing,R16,Jannik Sinner,Terence Atmane,janniksinner,terenceatmane,6-4 5-7 6-0,Atpbeijing
2025-10-01,2025beijing,R16,Fabian Marozsan,Alexandre Muller,fabianmarozsan,alexandremuller,6-3 7-6(5),Atpbeijing
2025-10-01,2025beijing,R16,Alex De Minaur,Arthur Rinderknech,alexdeminaur,arthurrinderknech,6-3 3-6 7-6(2),Atpbeijing
2025-10-01,2025beijing,R16,Jakub Mensik,Arthur Cazaux,jakubmensik,arthurcazaux,6-3 2-6 6-4,Atpbeijing
2025-10-01,2025beijing,R16,Learner Tien,Flavio Cobolli,learnertien,flaviocobolli,6-3 6-2,Atpbeijing
2025-10-01,2025beijing,R16,Lorenzo Musetti,Adrian Mannarino,lorenzomusetti,adrianmannarino,6-3 6-3,Atpbeijing
2025-10-01,2025beijing,R16,Daniil Medvedev,Alejandro Davidovich Fokina,daniilmedvedev,alejandrodavidovichfokina,6-3 6-3,Atpbeijing
2025-10-01,2025beijing,R16,Alexander Zverev,Corentin Moutet,alexanderzverev,corentinmoutet,7-5 3-6 6-3,Atpbeijing
2025-10-01,2025beijing,R32,Jannik Sinner,Marin Cilic,janniksinner,marincilic,6-2 6-2,Atpbeijing
2025-10-01,2025beijing,R32,Terence Atmane,Zhizhen Zhang,terenceatmane,zhizhenzhang,6-4 6-2,Atpbeijing
2025-10-01,2025beijing,R32,Fabian Marozsan,Benjamin Bonzi,fabianmarozsan,benjaminbonzi,7-6(1) 6-3,Atpbeijing
2025-10-01,2025beijing,R32,Alexandre Muller,Karen Khachanov,alexandremuller,karenkhachanov,4-6 7-6(5) 6-4,Atpbeijing
2025-10-01,2025beijing,R32,Alex De Minaur,Bu Yunchaokete,alexdeminaur,buyunchaokete,6-4 6-0,Atpbeijing
2025-10-01,2025beijing,R32,Arthur Rinderknech,David Goffin,arthurrinderknech,davidgoffin,6-4 3-6 6-4,Atpbeijing
2025-10-01,2025beijing,R32,Arthur Cazaux,Juncheng Shang,arthurcazaux,junchengshang,0-6 7-6(5) 7-5,Atpbeijing
2025-10-01,2025beijing,R32,Jakub Mensik,Miomir Kecmanovic,jakubmensik,miomirkecmanovic,7-5 6-4,Atpbeijing
2025-10-01,2025beijing,R32,Flavio Cobolli,Andrey Rublev,flaviocobolli,andreyrublev,7-6(3) 6-3,Atpbeijing
2025-10-01,2025beijing,R32,Learner Tien,Francisco Cerundolo,learnertien,franciscocerundolo,4-6 6-3 6-4,Atpbeijing
2025-10-01,2025beijing,R32,Adrian Mannarino,Alexander Bublik,adrianmannarino,alexanderbublik,6-3 6-2,Atpbeijing
2025-10-01,2025beijing,R32,Lorenzo Musetti,Giovanni Mpetshi Perricard,lorenzomusetti,giovannimpetshiperricard,7-6(3) 6-7(4) 6-4,Atpbeijing
2025-10-01,2025beijing,R32,Daniil Medvedev,Cameron Norrie,daniilmedvedev,cameronnorrie,6-3 6-4,Atpbeijing
2025-10-01,2025beijing,R32,Alejandro Davidovich Fokina,Camilo Ugo Carabelli,alejandrodavidovichfokina,camilougocarabelli,6-1 6-3,Atpbeijing
2025-10-01,2025beijing,R32,Corentin Moutet,Tallon Griekspoor,corentinmoutet,tallongriekspoor,6-4 7-5,Atpbeijing
2025-10-01,2025beijing,R32,Alexander Zverev,Lorenzo Sonego,alexanderzverev,lorenzosonego,6-4 6-3,Atpbeijing
2025-10-01,2025beijing,Q2,Adrian Mannarino,Jesper De Jong,adrianmannarino,jesperdejong,6-4 6-4,Atpbeijing
2025-10-01,2025beijing,Q2,David Goffin,Arthur Rinderknech,davidgoffin,arthurrinderknech,6-3 6-2,Atpbeijing
2025-10-01,2025beijing,Q2,Terence Atmane,Botic Van De Zandschulp,terenceatmane,boticvandezandschulp,7-6(5) 7-6(7),Atpbeijing
2025-10-01,2025beijing,Q2,Arthur Cazaux,Quentin Halys,arthurcazaux,quentinhalys,4-6 5-1 RET,Atpbeijing
2025-10-01,2025beijing,Q1,Adrian Mannarino,Andrea Vavassori,adrianmannarino,andreavavassori,6-3 6-1,Atpbeijing
2025-10-01,2025beijing,Q1,Jesper De Jong,Tristan Schoolkate,jesperdejong,tristanschoolkate,4-6 7-6(5) 6-4,Atpbeijing
2025-10-01,2025beijing,Q1,Arthur Rinderknech,Nishesh Basavareddy,arthurrinderknech,nisheshbasavareddy,6-4 6-4,Atpbeijing
2025-10-01,2025beijing,Q1,David Goffin,Yi Zhou,davidgoffin,yizhou,6-4 3-6 7-5,Atpbeijing
