tournament,p1_name,p2_name,p1_odds,p2_odds,scrape_timestamp_utc
ATP Madrid,"Ruud, Casper","Draper, Jack",2.6,1.46,2025-05-03 06:05:36 UTC
Challenger Estoril,"Pellegrino, Andrea","Vukic, Aleksandar",1.83,1.83,2025-05-03 06:05:36 UTC
Challenger Estoril,"Kecmanovic, Miomir","Michelsen, Alex",1.5,2.35,2025-05-03 06:05:36 UTC
Challenger Mauthausen,"Kym, Jérôme","Barrios Vera, Marcelo Tomas",1.64,2.07,2025-05-03 06:05:36 UTC
Challenger Mauthausen,Garin Christian,"Burruchaga, Roman Andres",1.55,2.24,2025-05-03 06:05:36 UTC
Challenger Aix-en-Provence,"Coric, Borna","Buse, Ignacio",1.35,2.85,2025-05-03 06:05:36 UTC
Challenger Aix-en-Provence,"Wawrinka, Stan","Gojo, Borna",1.74,1.93,2025-05-03 06:05:36 UTC
Challenger Ostrava,Habib Hady,"Roca Batalla, Oriol",1.65,2.06,2025-05-03 06:05:36 UTC
Challenger Ostrava,"Piros, Zsombor","Onclin, Gauthier",1.55,2.24,2025-05-03 06:05:36 UTC
Challenger Porto Alegre,"Pucinelli De Almeida, Matheus","Rodriguez Taverna, Santiago",1.35,2.85,2025-05-03 06:05:36 UTC
