tournament,p1_name,p2_name,p1_odds,p2_odds,scrape_timestamp_utc
ATP Rome Qualification,"Ofner, Sebastian","Hanfmann, Yannick",1.65,2.06,2025-05-06 06:05:36 UTC
ATP Rome Qualification,"Faria, Jaime","Taberner, Carlos",1.72,1.96,2025-05-06 06:05:36 UTC
ATP Rome Qualification,"Shevchenko, Alexander","Fucsovics, Marton",2.68,1.39,2025-05-06 06:05:36 UTC
ATP Rome Qualification,"Carreno Busta, Pablo","Burruchaga, Roman Andres",1.45,2.49,2025-05-06 06:05:36 UTC
ATP Rome Qualification,"De Jong, Jesper","Seyboth Wild, Thiago",1.55,2.23,2025-05-06 06:05:36 UTC
ATP Rome Qualification,"Kopriva, Vit","Basavareddy, Nishesh",1.37,2.76,2025-05-06 06:05:36 UTC
ATP Rome Qualification,"Moreno De Alboran, Nicolas","Zeppieri, Giulio",2.06,1.65,2025-05-06 06:05:36 UTC
ATP Rome Qualification,"Norrie, Cameron","Lajovic, Dusan",1.54,2.26,2025-05-06 06:05:36 UTC
ATP Rome Qualification,"Arnaboldi, Feder.","Virtanen, Otto",1.66,2.04,2025-05-06 06:05:36 UTC
ATP Rome Qualification,"Dellien, Hugo","Gaubas, Vilius",2.11,1.62,2025-05-06 06:05:36 UTC
ATP Rome Qualification,"Barrios Vera, Marcelo Tomas","Royer, Valentin",1.87,1.79,2025-05-06 06:05:36 UTC
ATP Rome Qualification,"Tseng, Chun Hsin","Cerundolo, Juan Manuel",2.43,1.47,2025-05-06 06:05:36 UTC
Challenger Wuxi,"Ivashka, Ilya","Atmane, Terence",2.2,1.57,2025-05-06 06:05:36 UTC
Challenger Wuxi,"Zhu, Evan","Bolt, Alex",4.5,1.15,2025-05-06 06:05:36 UTC
Challenger Wuxi,"Jasika, Omar","Schoolkate, Tristan",2.85,1.35,2025-05-06 06:05:36 UTC
Challenger Wuxi,"Lestienne, Constant","Uchiyama, Yasutaka",1.6,2.14,2025-05-06 06:05:36 UTC
Challenger Wuxi,"Chen, Charles","Takahashi, Yusuke",3.67,1.22,2025-05-06 06:05:36 UTC
Challenger Wuxi,"Sun, Fajing","Escoffier, Antoine",2.46,1.46,2025-05-06 06:05:36 UTC
Challenger Wuxi,"Watanuki, Yosuke","Peniston, Ryan",1.55,2.24,2025-05-06 06:05:36 UTC
Challenger Prague,"Mochizuki, Shintaro","Brunclik, Petr",1.9,1.77,2025-05-06 06:05:36 UTC
Challenger Prague,"Choinski, Jan","Rocha, Henrique",2.22,1.56,2025-05-06 06:05:36 UTC
Challenger Prague,"Cornut-Chauvinc, Antoine","Basilashvili, Nikoloz",3.1,1.3,2025-05-06 06:05:36 UTC
Challenger Prague,"Mrva, Maxim",Kukushkin Mikhail,1.92,1.75,2025-05-06 06:05:36 UTC
Challenger Prague,"Chazal, Maxime","Zhukayev, Beibit",1.8,1.86,2025-05-06 06:05:36 UTC
Challenger Prague,Sachko Vitaliy,"Hemery, Calvin",1.6,2.14,2025-05-06 06:05:36 UTC
Challenger Prague,Habib Hady,"Blockx, Alexander",2.22,1.56,2025-05-06 06:05:36 UTC
Challenger Prague,"Kumstat, Jan","Misolic, Filip",5.23,1.11,2025-05-06 06:05:36 UTC
Challenger Prague,"Popko, Dmitry","Gueymard-Wayenburg, Sascha",1.25,3.42,2025-05-06 06:05:36 UTC
Challenger Prague,Nagal Sumit,"Piros, Zsombor",2.99,1.32,2025-05-06 06:05:36 UTC
Challenger Prague,Nagal Sumit,"Den Ouden, Guy",2.3,1.52,2025-05-06 06:05:36 UTC
Challenger Prague,"Rottgering, Mees","Rincon, Daniel",3.16,1.29,2025-05-06 06:05:36 UTC
Challenger Prague,"Barton, Hynek","Neumayer, Lukas",2.52,1.44,2025-05-06 06:05:36 UTC
Challenger Prague,"Evans, Daniel","Landaluce, Martin",2.24,1.55,2025-05-06 06:05:36 UTC
ATP Rome Italie,"Tien, Learner","Opelka, Reilly",1.78,1.97,2025-05-06 06:05:36 UTC
ATP Rome Italie,"Griekspoor, Tallon","Kecmanovic, Miomir",1.59,2.27,2025-05-06 06:05:36 UTC
ATP Rome Italie,"Hijikata, Rinky",Moutet Corentin,2.94,1.37,2025-05-06 06:05:36 UTC
ATP Rome Italie,"Djere, Laslo","Etcheverry, Tomas Martin",1.98,1.77,2025-05-06 06:05:36 UTC
ATP Rome Italie,"Nishioka, Yoshihito","Struff, Jan-Lennard",2.6,1.46,2025-05-06 06:05:36 UTC
ATP Rome Italie,Bublik Alexander,Safiullin Roman,1.77,1.98,2025-05-06 06:05:36 UTC
ATP Rome Italie,"Yunchaokete, Bu","Darderi, Luciano",2.46,1.51,2025-05-06 06:05:36 UTC
ATP Rome Italie,"Lehecka, Jiri","Müller, Alexandre",1.55,2.36,2025-05-06 06:05:36 UTC
ATP Rome Italie,"Arnaldi, Matteo","Bautista Agut, Roberto",1.37,2.94,2025-05-06 06:05:36 UTC
ATP Rome Italie,"Nardi, Luca","Cobolli, Flavio",2.57,1.47,2025-05-06 06:05:36 UTC
ATP Rome Italie,"Bonzi, Benjamin","Halys, Quentin",1.87,1.87,2025-05-06 06:05:36 UTC
ATP Rome Italie,"Gaston, Hugo","Jarry, Nicolas",2.33,1.56,2025-05-06 06:05:36 UTC
ATP Rome Italie,"Marozsan, Fabian","Fonseca, Joao",2.74,1.42,2025-05-06 06:05:36 UTC
ATP Rome Italie,"Diallo, Gabriel",Giron Marcos,1.52,2.43,2025-05-06 06:05:36 UTC
ATP Rome Italie,"Thompson, Jordan","Mpetshi-Perricard, Giovanni",1.6,2.25,2025-05-06 06:05:36 UTC
ATP Rome Italie,"Bellucci, Mattia","Martinez Portero, Pedro",2.18,1.64,2025-05-06 06:05:36 UTC
ATP Rome Italie,"Altmaier, Daniel","Comesana, Francisco",2.08,1.7,2025-05-06 06:05:36 UTC
ATP Rome Italie,"Navone, Mariano","Cina, Federico",1.21,4.11,2025-05-06 06:05:36 UTC
ATP Rome Italie,"Rinderknech, Arthur","Gigante, Matteo",2.25,1.6,2025-05-06 06:05:36 UTC
ATP Rome Italie,"Fearnley, Jacob","Fognini, Fabio",1.24,3.8,2025-05-06 06:05:36 UTC
Challenger Francavilla,"Stricker, Dominic","Jubb, Paul",1.65,2.06,2025-05-06 06:05:36 UTC
Challenger Francavilla,"Chidekh, Clement","Vacherot, Valentin",4.83,1.13,2025-05-06 06:05:36 UTC
Challenger Francavilla,"Berrettini, Jacopo","Butvilas, Edas",2.12,1.61,2025-05-06 06:05:36 UTC
Challenger Francavilla,"Cachin, Pedro","Trungelliti, Marco",1.79,1.87,2025-05-06 06:05:36 UTC
Challenger Francavilla,"Mena, Facundo","Vatutin, Alexey",1.99,1.7,2025-05-06 06:05:36 UTC
Challenger Francavilla,"Skatov, Timofey","Engel, Justin",1.35,2.85,2025-05-06 06:05:36 UTC
Challenger Francavilla,"Albot, Radu","Buse, Ignacio",2.65,1.4,2025-05-06 06:05:36 UTC
Challenger Francavilla,"Carboni, Lorenzo","Sanchez Jover, Carlos",2.14,1.6,2025-05-06 06:05:36 UTC
Challenger Francavilla,"Denolly, Corentin","Maestrelli, Francesco",2.65,1.4,2025-05-06 06:05:36 UTC
Challenger Francavilla,Paire Benoit,"Fonio, Giovanni",3.22,1.28,2025-05-06 06:05:36 UTC
Challenger Santos,"Villanueva, Gonzalo","Alves, Mateus",2.2,1.57,2025-05-06 06:05:36 UTC
Challenger Santos,"Huertas Del Pino Cordova, Arklon","Prado Angelo, Juan Carlos",4.35,1.16,2025-05-06 06:05:36 UTC
Challenger Santos,"Kuzuhara, Bruno","Huertas Del Pino, Connor",1.9,1.77,2025-05-06 06:05:36 UTC
Challenger Santos,"Olivieri, Genaro Alberto","Reis Da Silva, Joao Lucas",1.96,1.72,2025-05-06 06:05:36 UTC
Challenger Santos,"Alvarez Varona, Nicolas","Bueno, Gonzalo",1.96,1.72,2025-05-06 06:05:36 UTC
Challenger Santos,"Pereira, José","Boscardin Dias, Pedro",2.35,1.5,2025-05-06 06:05:36 UTC
Challenger Santos,"Midon, Lautaro","Sanchez-Izquierdo, Nikolas",1.6,2.14,2025-05-06 06:05:36 UTC
Challenger Santos,"Mager, Gianluca",Varillas Pat-S.Jp,2.99,1.32,2025-05-06 06:05:36 UTC
Challenger Santos,"Rodriguez Taverna, Santiago",Casanova Hernan,1.83,1.83,2025-05-06 06:05:36 UTC
Challenger Santos,"Ribeiro, Eduardo","Pucinelli De Almeida, Matheus",4.35,1.16,2025-05-06 06:05:36 UTC
