ResultDate,TournamentKey,Round,WinnerName,LoserName,WinnerNameKey,LoserNameKey,Score,TournamentName
2025-11-11,2025montevideo,R32,Ignacio Buse,Timofey Skatov,ignaciobuse,timofeyskatov,6-3 6-1,Montevideochallenger
2025-11-11,2025montevideo,R32,Gustavo Heide,Rodrigo Pacheco Mendez,gustavoheide,rodrigopachecomendez,6-3 6-4,Montevideochallenger
2025-11-11,2025montevideo,R32,Marco Cecchinato,Facundo Diaz Acosta,marcocecchinato,facundodiazacosta,6-4 7-5,Montevideochallenger
2025-11-11,2025montevideo,R32,Mariano Navone,Santiago Fa Rodriguez Taverna,marianonavone,santiagofarodrigueztaverna,6-3 6-2,Montevideochallenger
2025-11-11,2025montevideo,Q2,Daniel Dutra Da Silva,Tomas Zurmendi,danieldutradasilva,tomaszurmendi,6-0 6-0,Montevideochallenger
2025-11-11,2025montevideo,Q2,Guido Ivan Justo,Murkel Alejandro Dellien Velasco,guidoivanjusto,murkelalejandrodellienvelasco,6-3 6-1,Montevideochallenger
2025-11-11,2025montevideo,Q2,Joaquin Aguilar Cardozo,Gonzalo Villanueva,joaquinaguilarcardozo,gonzalovillanueva,6-3 4-6 7-6(2),Montevideochallenger
2025-11-11,2025montevideo,Q2,Andrea Collarini,Mariano Kestelboim,andreacollarini,marianokestelboim,7-6(3) 6-1,Montevideochallenger
2025-11-11,2025montevideo,Q2,David Jorda Sanchis,Nicolas Kicker,davidjordasanchis,nicolaskicker,6-3 7-5,Montevideochallenger
2025-11-11,2025montevideo,Q2,Facundo Mena,Nicolas Barrientos,facundomena,nicolasbarrientos,6-3 6-4,Montevideochallenger
2025-11-11,2025montevideo,Q1,Daniel Dutra Da Silva,Miguel Tobon,danieldutradasilva,migueltobon,6-3 7-6(4),Montevideochallenger
2025-11-11,2025montevideo,Q1,Murkel Alejandro Dellien Velasco,Santiago De La Fuente,murkelalejandrodellienvelasco,santiagodelafuente,6-3 6-0,Montevideochallenger
2025-11-11,2025montevideo,Q1,Guido Ivan Justo,Federico Aguilar Cardozo,guidoivanjusto,federicoaguilarcardozo,6-4 6-1,Montevideochallenger
2025-11-11,2025montevideo,Q1,Joaquin Aguilar Cardozo,Ivan Gakhov,joaquinaguilarcardozo,ivangakhov,6-3 6-3,Montevideochallenger
2025-11-11,2025montevideo,Q1,Andrea Collarini,Boris Arias,andreacollarini,borisarias,6-0 6-1,Montevideochallenger
2025-11-11,2025montevideo,Q1,Mariano Kestelboim,Juan Pablo Irigoin,marianokestelboim,juanpabloirigoin,6-1 6-1,Montevideochallenger
2025-11-11,2025montevideo,Q1,Nicolas Kicker,Alexander Merino,nicolaskicker,alexandermerino,6-3 6-2,Montevideochallenger
2025-11-11,2025montevideo,Q1,David Jorda Sanchis,Ignacio Carou,davidjordasanchis,ignaciocarou,6-2 6-1,Montevideochallenger
2025-11-11,2025montevideo,Q1,Nicolas Barrientos,Christoph Negritu,nicolasbarrientos,christophnegritu,6-3 6-2,Montevideochallenger
2025-11-11,2025montevideo,Q1,Facundo Mena,Benjamin Kittay,facundomena,benjaminkittay,6-4 7-6(3),Montevideochallenger
2025-11-11,2025brisbane,R32,Marc Polmans,Aryan Shah,marcpolmans,aryanshah,1-6 7-6(6) 6-1,Brisbane3Challenger
