TournamentName,Round,Player1Name,Player2Name,Player1_Match_Prob,Player2_Match_Prob,bc_p1_prob,bc_p2_prob,Player1_Match_Odds,Player2_Match_Odds,bc_p1_odds,bc_p2_odds,p1_spread,p2_spread,rel_p1_spread,rel_p2_spread
Atpumag,SF,Carlos Taberner,Damir Dzumhur,40.5000,59.5000,,,2.4700,1.6800,,,,,,
Atpumag,SF,Camilo Ugo Carabelli,Luciano Darderi,42.1000,57.9000,,,2.3800,1.7300,,,,,,
Atpwashington,QF,Taylor Fritz,Alejandro Davidovich Fokina,71.7000,28.3000,,,1.3900,3.5300,,,,,,
Atpwashington,QF,Ben Shelton,Frances Tiafoe,59.3000,40.7000,,,1.6900,2.4600,,,,,,
Atpwashington,QF,Daniil Medvedev,Corentin Moutet,77.3000,22.7000,,,1.2900,4.4100,,,,,,
Atpwashington,QF,Alex De Minaur,Brandon Nakashima,67.7000,32.3000,,,1.4800,3.1000,,,,,,
Atpkitzbuhel,SF,Alexander Bublik,Botic Van De Zandschulp,78.3000,21.7000,,,1.2800,4.6100,,,,,,
Atpkitzbuhel,SF,Arthur Cazaux,Arthur Rinderknech,42.6000,57.4000,,,2.3500,1.7400,,,,,,
Bloomfieldhillschallenger,QF,Yu Hsiou Hsu,Tung Lin Wu,63.0000,37.0000,,,1.5900,2.7000,,,,,,
Bloomfieldhillschallenger,QF,Arthur Fery,Mark Lajal,46.0000,54.0000,,,2.1700,1.8500,,,,,,
Bloomfieldhillschallenger,QF,Eliot Spizzirri,Yi Zhou,78.5000,21.5000,,,1.2700,4.6500,,,,,,
Bloomfieldhillschallenger,QF,Andres Martin,Alexis Galarneau,40.8000,59.2000,,,2.4500,1.6900,,,,,,
Segoviachallenger,QF,Aryan Shah,Oliver Crawford,41.5000,58.5000,,,2.4100,1.7100,,,,,,
Segoviachallenger,QF,Nicolas Alvarez Varona,Johannus Monday,42.9000,57.1000,,,2.3300,1.7500,,,,,,
Segoviachallenger,QF,Edas Butvilas,Adria Soriano Barrera,68.3000,31.7000,,,1.4600,3.1500,,,,,,
Segoviachallenger,QF,Rafael Jodar,George Loffhagen,49.7000,50.3000,,,2.0100,1.9900,,,,,,
Tamperechallenger,QF,Sumit Nagal,Nicolas Kicker,64.5000,35.5000,,,1.5500,2.8200,,,,,,
Tamperechallenger,QF,Gilles Arnaud Bailly,Sascha Gueymard Wayenburg,66.8000,33.2000,,,1.5000,3.0100,,,,,,
Tamperechallenger,QF,Federico Cina,Hynek Barton,63.2000,36.8000,,,1.5800,2.7200,,,,,,
Tamperechallenger,QF,Nicolai Budkov Kjaer,Mathys Erhard,72.5000,27.5000,,,1.3800,3.6400,,,,,,
