ResultDate,TournamentKey,Round,WinnerName,LoserName,WinnerNameKey,LoserNameKey,Score,TournamentName
2025-07-29,2025toronto,R128,Adam Walton,Benjamin Bonzi,adamwalton,benjaminbonzi,4-6 6-0 6-3,Atptoronto
2025-07-29,2025toronto,R128,Tristan Schoolkate,Joao Fonseca,tristanschoolkate,joaofonseca,7-6(5) 6-4,Atptoronto
2025-07-29,2025toronto,R128,Tomas Martin Etcheverry,Pierre Hugues Herbert,tomasmartinetcheverry,pierrehuguesherbert,6-4 4-6 7-5,Atptoronto
2025-07-29,2025toronto,R128,Jaume Munar,Dan Martin,jaumemunar,danmartin,6-3 6-0,Atptoronto
2025-07-29,2025toronto,R128,Dalibor Svrcina,Alexander Blockx,daliborsvrcina,alexanderblockx,6-4 6-2,Atptoronto
2025-07-29,2025toronto,R128,Nicolas Arseneault,Valentin Royer,nicolasarseneault,valentinroyer,6-3 7-6(4),Atptoronto
2025-07-29,2025toronto,R128,Miomir Kecmanovic,Quentin Halys,miomirkecmanovic,quentinhalys,4-6 6-4 7-5,Atptoronto
2025-07-29,2025toronto,R128,Giovanni Mpetshi Perricard,Shintaro Mochizuki,giovannimpetshiperricard,shintaromochizuki,6-4 6-2,Atptoronto
2025-07-29,2025toronto,R128,James Duckworth,Juncheng Shang,jamesduckworth,junchengshang,6-3 7-6(3),Atptoronto
2025-07-29,2025toronto,R128,Tomas Barrios Vera,Gael Monfils,tomasbarriosvera,gaelmonfils,6-4 4-6 7-6(3),Atptoronto
2025-07-29,2025toronto,R128,Learner Tien,Colton Smith,learnertien,coltonsmith,6-4 7-5,Atptoronto
2025-07-29,2025toronto,R128,Reilly Opelka,Sebastian Ofner,reillyopelka,sebastianofner,7-6(6) 7-5,Atptoronto
2025-07-29,2025toronto,R128,Juan Pablo Ficovich,Jacob Fearnley,juanpabloficovich,jacobfearnley,6-2 6-3,Atptoronto
2025-07-29,2025toronto,R128,Emilio Nava,Zizou Bergs,emilionava,zizoubergs,6-1 7-6(4),Atptoronto
2025-07-29,2025toronto,R128,Facundo Bagnis,Vasek Pospisil,facundobagnis,vasekpospisil,6-2 3-6 6-3,Atptoronto
2025-07-29,2025toronto,R128,Roman Safiullin,Ugo Blanchet,romansafiullin,ugoblanchet,4-6 6-2 7-6(9),Atptoronto
2025-07-29,2025toronto,R128,Yosuke Watanuki,Daniel Altmaier,yosukewatanuki,danielaltmaier,3-6 6-1 6-4,Atptoronto
2025-07-29,2025toronto,R128,Aleksandar Vukic,Pedro Martinez,aleksandarvukic,pedromartinez,7-5 6-3,Atptoronto
2025-07-29,2025toronto,R128,Christopher Oconnell,Chun Hsin Tseng,christopheroconnell,chunhsintseng,6-1 6-2,Atptoronto
2025-07-29,2025toronto,R128,Francisco Comesana,Damir Dzumhur,franciscocomesana,damirdzumhur,6-3 7-5,Atptoronto
2025-07-29,2025toronto,R128,Alexis Galarneau,Arthur Rinderknech,alexisgalarneau,arthurrinderknech,7-6(2) 6-3,Atptoronto
2025-07-29,2025toronto,R128,Fabian Marozsan,Hugo Dellien,fabianmarozsan,hugodellien,6-2 6-2,Atptoronto
2025-07-29,2025toronto,R128,Ethan Quinn,Yoshihito Nishioka,ethanquinn,yoshihitonishioka,7-6(1) 6-2,Atptoronto
2025-07-29,2025toronto,R128,Adrian Mannarino,Marcos Giron,adrianmannarino,marcosgiron,6-4 6-4,Atptoronto
2025-07-29,2025toronto,R128,Hugo Gaston,Mattia Bellucci,hugogaston,mattiabellucci,3-6 6-4 2-0 RET,Atptoronto
2025-07-29,2025toronto,R128,Bu Yunchaokete,Vit Kopriva,buyunchaokete,vitkopriva,7-6(4) 6-2,Atptoronto
2025-07-29,2025toronto,R128,Tristan Boyer,Aleksandar Kovacevic,tristanboyer,aleksandarkovacevic,7-5 7-6(3),Atptoronto
2025-07-29,2025toronto,R128,Pablo Carreno Busta,Liam Draxl,pablocarrenobusta,liamdraxl,2-6 6-4 6-4,Atptoronto
2025-07-29,2025toronto,R128,Mackenzie Mcdonald,David Goffin,mackenziemcdonald,davidgoffin,6-4 6-4,Atptoronto
2025-07-29,2025toronto,R128,Matteo Gigante,Borna Coric,matteogigante,bornacoric,4-6 6-2 7-6(2),Atptoronto
2025-07-29,2025toronto,R128,Roberto Carballes Baena,Camilo Ugo Carabelli,robertocarballesbaena,camilougocarabelli,6-4 4-1 RET,Atptoronto
2025-07-29,2025toronto,Q1,Adrian Mannarino,Juan Carlos Aguilar,adrianmannarino,juancarlosaguilar,6-3 6-1,Atptoronto
2025-07-29,2025toronto,Q1,Ugo Blanchet,Chun Hsin Tseng,ugoblanchet,chunhsintseng,6-4 7-5,Atptoronto
2025-07-29,2025toronto,Q1,Tristan Schoolkate,Govind Nanda,tristanschoolkate,govindnanda,6-3 6-0,Atptoronto
2025-07-29,2025toronto,Q1,James Duckworth,Justin Boulais,jamesduckworth,justinboulais,6-3 6-1,Atptoronto
2025-07-29,2025toronto,Q1,Valentin Royer,Alvin Nicholas Tudorica,valentinroyer,alvinnicholastudorica,6-2 6-3,Atptoronto
2025-07-29,2025toronto,Q1,Emilio Nava,Mitchell Krueger,emilionava,mitchellkrueger,6-4 7-6(5),Atptoronto
2025-07-29,2025toronto,Q1,Yosuke Watanuki,Dalibor Svrcina,yosukewatanuki,daliborsvrcina,7-6(2) 1-6 6-4,Atptoronto
2025-07-29,2025toronto,Q1,Alexander Blockx,Duje Ajdukovic,alexanderblockx,dujeajdukovic,6-4 6-4,Atptoronto
2025-07-29,2025toronto,Q1,Shintaro Mochizuki,Yasutaka Uchiyama,shintaromochizuki,yasutakauchiyama,6-4 6-3,Atptoronto
2025-07-29,2025toronto,Q1,Tristan Boyer,James Trotter,tristanboyer,jamestrotter,7-6(6) 6-3,Atptoronto
2025-07-29,2025toronto,Q1,Facundo Bagnis,Terence Atmane,facundobagnis,terenceatmane,6-4 6-4,Atptoronto
2025-07-29,2025toronto,Q1,Juan Pablo Ficovich,Kyrian Jacquet,juanpabloficovich,kyrianjacquet,6-2 4-6 6-4,Atptoronto
2025-07-29,2025toronto,Q1,Colton Smith,Patrick Kypson,coltonsmith,patrickkypson,6-1 7-5,Atptoronto
2025-07-29,2025toronto,Q1,Pierre Hugues Herbert,Li Tu,pierrehuguesherbert,litu,6-3 3-6 6-3,Atptoronto
2025-07-29,2025toronto,Q1,Tomas Barrios Vera,Coleman Wong,tomasbarriosvera,colemanwong,6-4 6-4,Atptoronto
2025-07-29,2025toronto,Q1,Dan Martin,Taro Daniel,danmartin,tarodaniel,6-7(6) 7-6(4) 7-5,Atptoronto
2025-07-29,2025porto,R32,Elias Ymer,Jaime Faria,eliasymer,jaimefaria,2-6 7-6(3) 7-5,Portochallenger
2025-07-29,2025porto,R32,Antoine Escoffier,Daniel Merida Aguilar,antoineescoffier,danielmeridaaguilar,6-2 6-2,Portochallenger
2025-07-29,2025porto,R32,Eliakim Coulibaly,Radu Albot,eliakimcoulibaly,radualbot,6-0 6-3,Portochallenger
2025-07-29,2025porto,R32,Alejandro Moro Canas,Jie Cui,alejandromorocanas,jiecui,6-4 7-6(3),Portochallenger
2025-07-29,2025porto,Q2,Giulio Zeppieri,Tiago Silva,giuliozeppieri,tiagosilva,6-1 6-4,Portochallenger
2025-07-29,2025porto,Q2,Adria Soriano Barrera,Marc Polmans,adriasorianobarrera,marcpolmans,1-6 6-3 6-2,Portochallenger
2025-07-29,2025porto,Q2,Moez Echargui,Diogo Marques,moezechargui,diogomarques,6-1 6-4,Portochallenger
2025-07-29,2025porto,Q2,Tiago Torres,Luca Potenza,tiagotorres,lucapotenza,6-4 1-6 6-4,Portochallenger
