tournament,p1_name,p2_name,p1_odds,p2_odds,scrape_timestamp_utc
ATP Eastbourne,"Harris, Billy","Humbert, Ugo",3.73,1.23,2025-06-26 06:19:58 UTC
ATP Eastbourne,"Brooksby, Jenson","Evans, Daniel",1.85,1.85,2025-06-26 06:19:58 UTC
ATP Eastbourne,"Mensik, Jakub","Davidovich Fokina, Alejandro",1.62,2.16,2025-06-26 06:19:58 UTC
ATP Majorque,"Diallo, Gabriel","Griekspoor, Tallon",1.77,1.94,2025-06-26 06:19:58 UTC
ATP Majorque,"Medjedovic, Hamad","Auger-Aliassime, Félix",2.69,1.41,2025-06-26 06:19:58 UTC
ATP Majorque,"Tien, Learner",Moutet Corentin,1.86,1.84,2025-06-26 06:19:58 UTC
ATP Majorque,"Michelsen, Alex","Bautista Agut, Roberto",1.8,1.9,2025-06-26 06:19:58 UTC
Qualification ATP Wimbledon 3e tour,"Barrios Vera, Marcelo Tomas","Mccabe, James",1.53,2.4,2025-06-26 06:19:58 UTC
Qualification ATP Wimbledon 3e tour,"Holmgren, August","Watanuki, Yosuke",4.5,1.18,2025-06-26 06:19:58 UTC
Qualification ATP Wimbledon 3e tour,"Tarvet, Oliver","Blockx, Alexander",2.43,1.52,2025-06-26 06:19:58 UTC
Qualification ATP Wimbledon 3e tour,"Stewart, Hamish","Riedi, Leandro",4.5,1.18,2025-06-26 06:19:58 UTC
Qualification ATP Wimbledon 3e tour,"Bolt, Alex","Landaluce, Martin",1.71,2.06,2025-06-26 06:19:58 UTC
Qualification ATP Wimbledon 3e tour,"Cazaux, Arthur","Lajovic, Dusan",1.37,2.94,2025-06-26 06:19:58 UTC
Qualification ATP Wimbledon 3e tour,"Royer, Valentin","Droguet, Titouan",1.71,2.06,2025-06-26 06:19:58 UTC
Qualification ATP Wimbledon 3e tour,"Fucsovics, Marton","Rodesch, Chris",1.22,4.0,2025-06-26 06:19:58 UTC
Qualification ATP Wimbledon 3e tour,"Pavlovic, Luka","Zhukayev, Beibit",2.43,1.52,2025-06-26 06:19:58 UTC
Qualification ATP Wimbledon 3e tour,Garin Christian,"Zeppieri, Giulio",1.38,2.9,2025-06-26 06:19:58 UTC
Qualification ATP Wimbledon 3e tour,"Tu, Li","Mannarino, Adrian",2.74,1.42,2025-06-26 06:19:58 UTC
Qualification ATP Wimbledon 3e tour,"Hassan, Benjamin","Misolic, Filip",2.33,1.56,2025-06-26 06:19:58 UTC
Qualification ATP Wimbledon 3e tour,"Faria, Jaime","Jacquet, Kyrian",1.6,2.25,2025-06-26 06:19:58 UTC
Qualification ATP Wimbledon 3e tour,"Basilashvili, Nikoloz","Ficovich, Juan Pablo",1.2,4.23,2025-06-26 06:19:58 UTC
Qualification ATP Wimbledon 3e tour,"Stricker, Dominic","Mochizuki, Shintaro",2.48,1.5,2025-06-26 06:19:58 UTC
Qualification ATP Wimbledon 3e tour,"Klein, Lukas","Jarry, Nicolas",2.67,1.44,2025-06-26 06:19:58 UTC
Challenger Lima,"Mejia, Nicolas","Prado Angelo, Juan Carlos",1.67,2.03,2025-06-26 06:19:58 UTC
Challenger Lima,"Olivieri, Genaro Alberto","Blanch, Dali",1.46,2.46,2025-06-26 06:19:58 UTC
Challenger Lima,"Bueno, Gonzalo","Pucinelli De Almeida, Matheus",2.24,1.55,2025-06-26 06:19:58 UTC
Challenger Milan,"Prizmic, Dino","Negritu, Christoph",1.09,5.73,2025-06-26 06:19:58 UTC
Challenger Milan,"Jodar, Rafael","Gea, Arthur",1.9,1.77,2025-06-26 06:19:58 UTC
Challenger Milan,"Cecchinato, Marco","Houkes, Max",1.66,2.04,2025-06-26 06:19:58 UTC
Challenger Milan,"Vasami, Jacopo","Mikrut, Luka",2.22,1.56,2025-06-26 06:19:58 UTC
