TournamentName,Round,Player1Name,Player2Name,Player1_Match_Prob,Player2_Match_Prob,bc_p1_prob,bc_p2_prob,Player1_Match_Odds,Player2_Match_Odds,bc_p1_odds,bc_p2_odds,p1_spread,p2_spread,rel_p1_spread,rel_p2_spread
Atpchengdu,R16,Lorenzo Musetti,Dino Prizmic,72.0000,28.0000,,,1.3900,3.5700,,,,,,
Atpchengdu,R16,Mackenzie Mcdonald,Nikoloz Basilashvili,60.0000,40.0000,,,1.6700,2.5000,,,,,,
Atpchengdu,R16,Tallon Griekspoor,Taro Daniel,86.7000,13.3000,,,1.1500,7.5200,,,,,,
Atpchengdu,R16,Alexander Shevchenko,Giovanni Mpetshi Perricard,37.4000,62.6000,,,2.6700,1.6000,,,,,,
Atpchengdu,QF,Christopher Oconnell,Alejandro Tabilo,51.6000,48.4000,,,1.9400,2.0700,,,,,,
Atphangzhou,R16,Andrey Rublev,Valentin Royer,83.1000,16.9000,,,1.2000,5.9200,,,,,,
Atphangzhou,R16,Corentin Moutet,Arthur Cazaux,62.8000,37.2000,,,1.5900,2.6900,,,,,,
Atphangzhou,R16,Tomas Martin Etcheverry,Rinky Hijikata,63.9000,36.1000,,,1.5600,2.7700,,,,,,
Badwaltersdorfchallenger,SF,Jan Choinski,Zdenek Kolar,61.1000,38.9000,,,1.6400,2.5700,,,,,,
Badwaltersdorfchallenger,SF,Roberto Carballes Baena,Vit Kopriva,51.2000,48.8000,,,1.9500,2.0500,,,,,,
Saint Tropezchallenger,SF,Stan Wawrinka,Dan Added,77.4000,22.6000,,,1.2900,4.4200,,,,,,
Saint Tropezchallenger,SF,Moez Echargui,Mark Lajal,46.1000,53.9000,,,2.1700,1.8600,,,,,,
Villamariachallenger,SF,Emilio Nava,Murkel Alejandro Dellien Velasco,81.0000,19.0000,,,1.2300,5.2600,,,,,,
Villamariachallenger,SF,Federico Agustin Gomez,Alex Barrena,56.9000,43.1000,,,1.7600,2.3200,,,,,,
Columbuschallenger,SF,Michael Zheng,Daniel Masur,78.8000,21.2000,,,1.2700,4.7200,,,,,,
Columbuschallenger,SF,Martin Damm,Samir Banerjee,77.8000,22.2000,,,1.2900,4.5000,,,,,,
Targumures2Challenger,SF,Jay Clarke,Miguel Damas,84.5000,15.5000,,,1.1800,6.4500,,,,,,
Targumures2Challenger,SF,Mathys Erhard,Franco Agamenone,38.1000,61.9000,,,2.6200,1.6200,,,,,,
