TournamentName,Round,Player1Name,Player2Name,Player1_Match_Prob,Player2_Match_Prob,bc_p1_prob,bc_p2_prob,Player1_Match_Odds,Player2_Match_Odds,bc_p1_odds,bc_p2_odds,p1_spread,p2_spread,rel_p1_spread,rel_p2_spread
Atpcincinnati,R64,Jannik Sinner,Daniel Elahi Galan,97.9000,2.1000,,,1.0200,47.6200,,,,,,
Atpcincinnati,R64,Sebastian Baez,Gabriel Diallo,23.2000,76.8000,,,4.3100,1.3000,,,,,,
Atpcincinnati,R64,Tomas Machac,Adrian Mannarino,81.5000,18.5000,,,1.2300,5.4100,,,,,,
Atpcincinnati,R64,Pedro Martinez,Tommy Paul,12.9000,87.1000,,,7.7500,1.1500,,,,,,
Chicagochallenger,SF,August Holmgren,Yu Hsiou Hsu,46.6000,53.4000,,,2.1500,1.8700,,,,,,
Chicagochallenger,SF,Michael Zheng,Garrett Johns,75.1000,24.9000,,,1.3300,4.0200,,,,,,
Bonnchallenger,SF,Jurij Rodionov,Joel Schwaerzler,60.0000,40.0000,,,1.6700,2.5000,,,,,,
Bonnchallenger,SF,Timofey Skatov,Raphael Collignon,30.1000,69.9000,,,3.3200,1.4300,,,,,,
Grodziskmazowieckichallenger,SF,Kamil Majchrzak,Ugo Blanchet,73.7000,26.3000,,,1.3600,3.8000,,,,,,
Grodziskmazowieckichallenger,SF,Harold Mayot,Dino Prizmic,37.7000,62.3000,,,2.6500,1.6100,,,,,,
Cordenonschallenger,SF,Carlos Taberner,Lukas Neumayer,66.7000,33.3000,,,1.5000,3.0000,,,,,,
Cordenonschallenger,SF,Cedrik Marcel Stebe,Dusan Lajovic,28.9000,71.1000,,,3.4600,1.4100,,,,,,
