TournamentName,TournamentURL,Round,Player1Name,Player2Name,Player1_Match_Prob,Player2_Match_Prob,Player1_Match_Odds,Player2_Match_Odds,ModelName,ScrapeTimestampUTC
Atptokyo,https://www.tennisabstract.com/current/2025ATPTokyo.html,R32,Carlos Alcaraz,Sebastian Baez,96.9,3.1,1.03,32.26,Sackmann,2025-09-24 06:19:02 UTC
Atptokyo,https://www.tennisabstract.com/current/2025ATPTokyo.html,R32,Zizou Bergs,Alejandro Tabilo,37.9,62.1,2.64,1.61,Sackmann,2025-09-24 06:19:02 UTC
Atptokyo,https://www.tennisabstract.com/current/2025ATPTokyo.html,R32,Jordan Thompson,Brandon Nakashima,46.9,53.1,2.13,1.88,Sackmann,2025-09-24 06:19:02 UTC
Atptokyo,https://www.tennisabstract.com/current/2025ATPTokyo.html,R32,Marton Fucsovics,Frances Tiafoe,41.1,58.9,2.43,1.7,Sackmann,2025-09-24 06:19:02 UTC
Atpbeijing,https://www.tennisabstract.com/current/2025ATPBeijing.html,R32,Jannik Sinner,Marin Cilic,93.5,6.5,1.07,15.38,Sackmann,2025-09-24 06:19:02 UTC
Atpbeijing,https://www.tennisabstract.com/current/2025ATPBeijing.html,R32,Qualifier1,Zhizhen Zhang,41.3,58.7,2.42,1.7,Sackmann,2025-09-24 06:19:02 UTC
Atpbeijing,https://www.tennisabstract.com/current/2025ATPBeijing.html,R32,Benjamin Bonzi,Fabian Marozsan,53.4,46.6,1.87,2.15,Sackmann,2025-09-24 06:19:02 UTC
Atpbeijing,https://www.tennisabstract.com/current/2025ATPBeijing.html,R32,Alexandre Muller,Karen Khachanov,22.8,77.2,4.39,1.3,Sackmann,2025-09-24 06:19:02 UTC
Orleanschallenger,https://www.tennisabstract.com/current/2025OrleansChallenger.html,R32,Raphael Collignon,Lucas Poullain,92.8,7.2,1.08,13.89,Sackmann,2025-09-24 06:19:02 UTC
Orleanschallenger,https://www.tennisabstract.com/current/2025OrleansChallenger.html,R32,Moez Echargui,Kimmer Coppejans,74.2,25.8,1.35,3.88,Sackmann,2025-09-24 06:19:02 UTC
Orleanschallenger,https://www.tennisabstract.com/current/2025OrleansChallenger.html,R32,Alexis Galarneau,Emil Ruusuvuori,100.0,0.0,1.0,,Sackmann,2025-09-24 06:19:02 UTC
