tournament,p1_name,p2_name,p1_odds,p2_odds,scrape_timestamp_utc
ATP Cincinnati,"Lehecka, Jiri","Boyer, Tristan",1.17,4.66,2025-08-10 06:18:43 UTC
ATP Cincinnati,"Comesana, Francisco","Darderi, Luciano",1.68,2.11,2025-08-10 06:18:43 UTC
ATP Cincinnati,"De Minaur, Alex","Opelka, Reilly",1.28,3.47,2025-08-10 06:18:43 UTC
ATP Cincinnati,"Mensik, Jakub","Quinn, Ethan",1.36,2.99,2025-08-10 06:18:43 UTC
ATP Cincinnati,"Bautista Agut, Roberto","Norrie, Cameron",2.27,1.59,2025-08-10 06:18:43 UTC
ATP Cincinnati,"Tien, Learner",Rublev Andrey,2.36,1.55,2025-08-10 06:18:43 UTC
ATP Cincinnati,"Nardi, Luca","Shapovalov, Denis",3.8,1.24,2025-08-10 06:18:43 UTC
ATP Cincinnati,"Walton, Adam","Medvedev, Daniil",4.82,1.16,2025-08-10 06:18:43 UTC
ATP Cincinnati,"Brooksby, Jenson","Cazaux, Arthur",1.87,1.87,2025-08-10 06:18:43 UTC
ATP Cincinnati,"Popyrin, Alexei","Landaluce, Martin",1.35,3.04,2025-08-10 06:18:43 UTC
ATP Cincinnati,"Dzumhur, Damir","Alcaraz Garfia, Carlos",11.22,1.02,2025-08-10 06:18:43 UTC
ATP Cincinnati,"Nakashima, Brand.","Blockx, Alexander",1.3,3.33,2025-08-10 06:18:43 UTC
ATP Cincinnati,"Griekspoor, Tallon","Medjedovic, Hamad",1.85,1.89,2025-08-10 06:18:43 UTC
ATP Cincinnati,"Khachanov, Karen","Royer, Valentin",1.29,3.4,2025-08-10 06:18:43 UTC
ATP Cincinnati,"Shelton, Ben","Ugo Carabelli, Camilo",1.07,7.41,2025-08-10 06:18:43 UTC
ATP Cincinnati,"Basavareddy, Nishesh","Zverev, Alexander",5.2,1.14,2025-08-10 06:18:43 UTC
ATP Cincinnati,"Michelsen, Alex","Rune, Holger",2.54,1.48,2025-08-10 06:18:43 UTC
ATP Cincinnati,"Rinderknech, Arthur","Auger-Aliassime, Félix",2.9,1.38,2025-08-10 06:18:43 UTC
ATP Cincinnati,Tsitsipas Stefano,"Bonzi, Benjamin",1.5,2.48,2025-08-10 06:18:43 UTC
ATP Cincinnati,"Mannarino, Adrian","Paul, Tommy",5.93,1.11,2025-08-10 06:18:43 UTC
Challenger Bonn,"Rodionov, Jurij","Skatov, Timofey",2.03,1.7,2025-08-10 06:18:43 UTC
Challenger Grodzisk Mazowiecki,Majchrzak Kamil,"Prizmic, Dino",2.19,1.6,2025-08-10 06:18:43 UTC
