tournament,p1_name,p2_name,p1_odds,p2_odds,scrape_timestamp_utc
ATP US Open,"Lehecka, Jiri","Collignon, Raphaël",1.12,5.66,2025-08-29 06:19:39 UTC
ATP US Open,"Bonzi, Benjamin","Rinderknech, Arthur",1.74,2.02,2025-08-29 06:19:39 UTC
ATP US Open,"Darderi, Luciano","Alcaraz Garfia, Carlos",11.22,1.02,2025-08-29 06:19:39 UTC
ATP US Open,"Shelton, Ben","Mannarino, Adrian",1.19,4.36,2025-08-29 06:19:39 UTC
ATP US Open,"Tiafoe, Frances","Struff, Jan-Lennard",1.37,2.94,2025-08-29 06:19:39 UTC
ATP US Open,"Blanchet, Ugo","Machac, Tomas",4.11,1.21,2025-08-29 06:19:39 UTC
ATP US Open,"Djokovic, Novak","Norrie, Cameron",1.07,7.41,2025-08-29 06:19:39 UTC
ATP US Open,"Kym, Jérôme","Fritz, Taylor",8.54,1.05,2025-08-29 06:19:39 UTC
ATP US Open,"Wong, Coleman",Rublev Andrey,6.58,1.09,2025-08-29 06:19:39 UTC
ATP US Open,"Sinner, Jannik","Shapovalov, Denis",1.03,10.14,2025-08-29 06:19:39 UTC
ATP US Open,Majchrzak Kamil,"Riedi, Leandro",1.62,2.21,2025-08-29 06:19:39 UTC
ATP US Open,"Musetti, Lorenzo","Cobolli, Flavio",1.47,2.57,2025-08-29 06:19:39 UTC
Challenger Como,"Bueno, Gonzalo","Squire, Henri",1.76,1.95,2025-08-29 06:19:39 UTC
Challenger Como,"Mikrut, Luka","Caniato, Carlo Alberto",1.63,2.14,2025-08-29 06:19:39 UTC
Challenger Como,"Budkov Kjaer, Nicolai","Fonio, Giovanni",1.46,2.52,2025-08-29 06:19:39 UTC
Challenger Como,"Brancaccio, Raul","Guillen Meza, Alvaro",2.14,1.63,2025-08-29 06:19:39 UTC
Challenger Como,"Ajdukovic, Duje","Monteiro, Thiago",2.0,1.72,2025-08-29 06:19:39 UTC
Challenger Como,"Torres, Juan Bautista","Berrettini, Jacopo",1.78,1.93,2025-08-29 06:19:39 UTC
"Challenger, Manacor, Spain","Mayot, Harold","Parker, Stuart",1.2,4.04,2025-08-29 06:19:39 UTC
"Challenger, Manacor, Spain",Masur Daniel,"Rodionov, Jurij",3.34,1.28,2025-08-29 06:19:39 UTC
"Challenger, Manacor, Spain","Butvilas, Edas","Hara Friend, Jay Dylan",1.57,2.25,2025-08-29 06:19:39 UTC
"Challenger, Manacor, Spain","Rincon, Daniel","Tobon, Miguel",1.25,3.56,2025-08-29 06:19:39 UTC
Challenger Porto,"Sanchez-Izquierdo, Nikolas","Moro Canas, Alejandro",1.96,1.75,2025-08-29 06:19:39 UTC
Challenger Porto,"Michalski, Daniel","Den Ouden, Guy",3.27,1.29,2025-08-29 06:19:39 UTC
Challenger Porto,"Alvarez Varona, Nicolas","Arnaud Bailly, Gilles",2.0,1.72,2025-08-29 06:19:39 UTC
Challenger Porto,"Ferreira Silva, Frederico",Jorda Sanchis David,1.65,2.11,2025-08-29 06:19:39 UTC
Challenger Zhangjiagang,"Simakin, Ilia","Shimabukuro, Sho",1.96,1.75,2025-08-29 06:19:39 UTC
Challenger Zhangjiagang,"Uchiyama, Yasutaka","Uchida, Kaichi",1.47,2.5,2025-08-29 06:19:39 UTC
Challenger Zhangjiagang,"Shin, Sanhui","Isomura, Kokoro",1.42,2.65,2025-08-29 06:19:39 UTC
Challenger Zhangjiagang,"Tokuda, Renta","Crawford, Oliver",2.59,1.44,2025-08-29 06:19:39 UTC
