ResultDate,TournamentKey,Round,WinnerName,LoserName,WinnerNameKey,LoserNameKey,Score,TournamentName
2025-09-17,2025chengdu,Q1,Bernard Tomic,Tristan Schoolkate,bernardtomic,tristanschoolkate,6-4 6-4,Atpchengdu
2025-09-17,2025chengdu,Q1,Nikoloz Basilashvili,Rei Sakamoto,nikolozbasilashvili,reisakamoto,6-2 3-6 6-1,Atpchengdu
2025-09-17,2025chengdu,Q1,Mackenzie Mcdonald,James Mccabe,mackenziemcdonald,jamesmccabe,6-3 3-0 RET,Atpchengdu
2025-09-17,2025chengdu,Q1,Nicolai Budkov Kjaer,Yannick Hanfmann,nicolaibudkovkjaer,yannickhanfmann,6-3 6-4,Atpchengdu
2025-09-17,2025chengdu,Q1,Taro Daniel,James Duckworth,tarodaniel,jamesduckworth,7-6(4) 7-6(0),Atpchengdu
2025-09-17,2025chengdu,Q1,Billy Harris,Fumin Jiang,billyharris,fuminjiang,6-3 6-2,Atpchengdu
2025-09-17,2025chengdu,Q1,Alejandro Tabilo,Rigele Te,alejandrotabilo,rigelete,6-4 6-4,Atpchengdu
2025-09-17,2025chengdu,Q1,Lloyd Harris,Zachary Svajda,lloydharris,zacharysvajda,6-4 6-7(5) 6-2,Atpchengdu
2025-09-17,2025hangzhou,Q2,Nishesh Basavareddy,Gauthier Onclin,nisheshbasavareddy,gauthieronclin,6-1 6-3,Atphangzhou
2025-09-17,2025hangzhou,Q1,Valentin Royer,Charles Chen,valentinroyer,charleschen,6-3 7-5,Atphangzhou
2025-09-17,2025hangzhou,Q1,Eliot Spizzirri,Chun Hsin Tseng,eliotspizzirri,chunhsintseng,2-6 6-1 6-4,Atphangzhou
2025-09-17,2025hangzhou,Q1,Dalibor Svrcina,Timofey Skatov,daliborsvrcina,timofeyskatov,0-6 6-4 2-0 RET,Atphangzhou
2025-09-17,2025hangzhou,Q1,Giulio Zeppieri,Liam Draxl,giuliozeppieri,liamdraxl,6-7(5) 6-1 6-3,Atphangzhou
2025-09-17,2025hangzhou,Q1,Nishesh Basavareddy,Beibit Zhukayev,nisheshbasavareddy,beibitzhukayev,6-2 7-6(3),Atphangzhou
2025-09-17,2025hangzhou,Q1,Gauthier Onclin,Tristan Boyer,gauthieronclin,tristanboyer,6-4 7-6(6),Atphangzhou
2025-09-17,2025hangzhou,Q1,Rinky Hijikata,Christopher Eubanks,rinkyhijikata,christophereubanks,4-6 7-6(5) 6-4,Atphangzhou
2025-09-17,2025hangzhou,Q1,Brandon Holt,Ye Chen,brandonholt,yechen,7-5 6-2,Atphangzhou
2025-09-17,2025badwaltersdorf,R32,Jan Choinski,Vitaliy Sachko,janchoinski,vitaliysachko,6-1 6-4,Badwaltersdorfchallenger
2025-09-17,2025badwaltersdorf,R32,Francesco Passaro,Dusan Lajovic,francescopassaro,dusanlajovic,6-1 5-7 6-4,Badwaltersdorfchallenger
2025-09-17,2025badwaltersdorf,R32,Thiago Monteiro,Daniel Merida Aguilar,thiagomonteiro,danielmeridaaguilar,6-3 6-1,Badwaltersdorfchallenger
2025-09-17,2025badwaltersdorf,R32,Sandro Kopp,Elias Ymer,sandrokopp,eliasymer,6-4 6-4,Badwaltersdorfchallenger
2025-09-17,2025badwaltersdorf,Q2,Zdenek Kolar,Neil Oberleitner,zdenekkolar,neiloberleitner,6-1 6-2,Badwaltersdorfchallenger
2025-09-17,2025badwaltersdorf,Q2,Jozef Kovalik,Marvin Moeller,jozefkovalik,marvinmoeller,6-2 7-5,Badwaltersdorfchallenger
2025-09-17,2025badwaltersdorf,Q2,Marko Topo,Cedrik Marcel Stebe,markotopo,cedrikmarcelstebe,6-4 6-3,Badwaltersdorfchallenger
2025-09-17,2025badwaltersdorf,Q2,Hynek Barton,Matthew William Donald,hynekbarton,matthewwilliamdonald,6-3 6-3,Badwaltersdorfchallenger
2025-09-17,2025badwaltersdorf,Q2,Tadeas Paroulek,Michael Vrbensky,tadeasparoulek,michaelvrbensky,6-4 6-1,Badwaltersdorfchallenger
2025-09-17,2025badwaltersdorf,Q2,Dennis Novak,Gabriele Piraino,dennisnovak,gabrielepiraino,4-6 6-3 3-0 RET,Badwaltersdorfchallenger
2025-09-17,2025badwaltersdorf,Q1,Zdenek Kolar,Mykyta Mashtakov,zdenekkolar,mykytamashtakov,6-2 6-2,Badwaltersdorfchallenger
2025-09-17,2025badwaltersdorf,Q1,Neil Oberleitner,Alex Huszar,neiloberleitner,alexhuszar,6-1 6-3,Badwaltersdorfchallenger
