tournament,p1_name,p2_name,p1_odds,p2_odds,scrape_timestamp_utc
Challenger Chicago,"Zheng, Michael","Zhou, Yi",1.42,2.65,2025-08-07 06:22:42 UTC
Challenger Chicago,"Banerjee, Samir",Habib Hady,2.27,1.56,2025-08-07 06:22:42 UTC
Challenger Chicago,"Hussey, Giles","Dostanic, Stefan",2.29,1.55,2025-08-07 06:22:42 UTC
Challenger Chicago,"Holmgren, August","Ghibaudo, Antoine",1.27,3.41,2025-08-07 06:22:42 UTC
ATP Toronto,"Khachanov, Karen","Shelton, Ben",2.25,1.6,2025-08-07 06:22:42 UTC
Challenger Bonn,"Kym, Jérôme","Collignon, Raphaël",2.11,1.65,2025-08-07 06:22:42 UTC
Challenger Bonn,Blancaneaux Geoffrey,"Reis Da Silva, Joao Lucas",2.0,1.72,2025-08-07 06:22:42 UTC
Challenger Bonn,"Gaubas, Vilius","Krumich, Martin",1.25,3.56,2025-08-07 06:22:42 UTC
Challenger Bonn,"Schwaerzler, Joel","Coria, Federico",1.96,1.75,2025-08-07 06:22:42 UTC
Challenger Bonn,"Midon, Lautaro","Rodionov, Jurij",2.0,1.72,2025-08-07 06:22:42 UTC
Challenger Grodzisk Mazowiecki,"Cui, Jie","Mayot, Harold",4.28,1.18,2025-08-07 06:22:42 UTC
Challenger Grodzisk Mazowiecki,"Brunclik, Petr","Zeppieri, Giulio",3.34,1.28,2025-08-07 06:22:42 UTC
Challenger Grodzisk Mazowiecki,"Blanchet, Ugo","Hüsler, Marc-Andrea",2.29,1.55,2025-08-07 06:22:42 UTC
Challenger Grodzisk Mazowiecki,"Maestrelli, Francesco","Prizmic, Dino",3.56,1.25,2025-08-07 06:22:42 UTC
Challenger Grodzisk Mazowiecki,Majchrzak Kamil,"Glinka, Daniil",1.2,4.04,2025-08-07 06:22:42 UTC
ATP Cincinnati,"Coric, Borna","O`Connell, Christopher",1.51,2.46,2025-08-07 06:22:42 UTC
ATP Cincinnati,"Carballes Baena, Roberto","Gaston, Hugo",1.69,2.09,2025-08-07 06:22:42 UTC
ATP Cincinnati,"Fonseca, Joao","Yunchaokete, Bu",1.4,2.82,2025-08-07 06:22:42 UTC
ATP Cincinnati,"Bonzi, Benjamin","Arnaldi, Matteo",2.63,1.45,2025-08-07 06:22:42 UTC
ATP Cincinnati,"Martinez Portero, Pedro","Jarry, Nicolas",2.94,1.37,2025-08-07 06:22:42 UTC
ATP Cincinnati,"Rinderknech, Arthur","Borges, Nuno",2.54,1.48,2025-08-07 06:22:42 UTC
ATP Cincinnati,"Bergs, Zizou","Fearnley, Jacob",2.1,1.69,2025-08-07 06:22:42 UTC
ATP Cincinnati,Safiullin Roman,"Tabilo, Alejandro",1.48,2.54,2025-08-07 06:22:42 UTC
ATP Cincinnati,"Etcheverry, Tomas Martin","Shang, Juncheng",1.7,2.08,2025-08-07 06:22:42 UTC
ATP Cincinnati,Moutet Corentin,"Mcdonald, Mackenzie",1.69,2.09,2025-08-07 06:22:42 UTC
ATP Cincinnati,Baez Sebastian,"Goffin, David",2.63,1.45,2025-08-07 06:22:42 UTC
ATP Cincinnati,"Comesana, Francisco","Munar, Jaume",3.04,1.35,2025-08-07 06:22:42 UTC
ATP Cincinnati,"Brooksby, Jenson","Müller, Alexandre",1.65,2.16,2025-08-07 06:22:42 UTC
ATP Cincinnati,"Boyer, Tristan","Holt, Brandon",1.77,1.98,2025-08-07 06:22:42 UTC
ATP Cincinnati,"Bellucci, Mattia","Dzumhur, Damir",1.62,2.21,2025-08-07 06:22:42 UTC
ATP Cincinnati,"Dellien, Hugo","Opelka, Reilly",5.2,1.14,2025-08-07 06:22:42 UTC
ATP Cincinnati,"Medjedovic, Hamad","Kovacevic, Aleksandar",1.8,1.95,2025-08-07 06:22:42 UTC
ATP Cincinnati,"Altmaier, Daniel","Bautista Agut, Roberto",2.25,1.6,2025-08-07 06:22:42 UTC
ATP Cincinnati,"Ugo Carabelli, Camilo","Nishikori, Kei",2.48,1.5,2025-08-07 06:22:42 UTC
ATP Cincinnati,"Kecmanovic, Miomir","Quinn, Ethan",1.7,2.08,2025-08-07 06:22:42 UTC
Challenger Cordenons,"Bueno, Gonzalo","Clarke, Jay",1.7,2.03,2025-08-07 06:22:42 UTC
Challenger Cordenons,"Neumayer, Lukas","Piraino, Gabriele",1.47,2.5,2025-08-07 06:22:42 UTC
Challenger Cordenons,"Taberner, Carlos","Alcala Gurri, Max",1.19,4.16,2025-08-07 06:22:42 UTC
Challenger Cordenons,"Stebe, Cedrik-Marcel","Piros, Zsombor",4.04,1.2,2025-08-07 06:22:42 UTC
