tournament,p1_name,p2_name,p1_odds,p2_odds,scrape_timestamp_utc
ATP Cincinnati,"Michelsen, Alex","Rune, Holger",2.29,1.58,2025-08-11 06:22:36 UTC
ATP Cincinnati,"Rinderknech, Arthur","Auger-Aliassime, Félix",2.63,1.45,2025-08-11 06:22:36 UTC
ATP Cincinnati,"Tiafoe, Frances","Humbert, Ugo",1.6,2.25,2025-08-11 06:22:36 UTC
ATP Cincinnati,Tsitsipas Stefano,"Bonzi, Benjamin",1.38,2.9,2025-08-11 06:22:36 UTC
ATP Cincinnati,"Fritz, Taylor","Sonego, Lorenzo",1.16,4.82,2025-08-11 06:22:36 UTC
ATP Cincinnati,"Fonseca, Joao","Atmane, Terence",1.25,3.71,2025-08-11 06:22:36 UTC
ATP Cincinnati,"Sinner, Jannik","Diallo, Gabriel",1.01,12.59,2025-08-11 06:22:36 UTC
ATP Cincinnati,"Mannarino, Adrian","Paul, Tommy",3.9,1.23,2025-08-11 06:22:36 UTC
ATP Cincinnati,"Opelka, Reilly","Comesana, Francisco",1.48,2.54,2025-08-11 06:22:36 UTC
ATP Cincinnati,"Popyrin, Alexei",Rublev Andrey,2.31,1.57,2025-08-11 06:22:36 UTC
ATP Cincinnati,"Lehecka, Jiri","Walton, Adam",1.24,3.8,2025-08-11 06:22:36 UTC
ATP Cincinnati,"Mensik, Jakub","Nardi, Luca",1.29,3.4,2025-08-11 06:22:36 UTC
ATP Cincinnati,"Medjedovic, Hamad","Alcaraz Garfia, Carlos",6.23,1.1,2025-08-11 06:22:36 UTC
ATP Cincinnati,"Shelton, Ben","Bautista Agut, Roberto",1.24,3.8,2025-08-11 06:22:36 UTC
ATP Cincinnati,"Khachanov, Karen","Brooksby, Jenson",1.31,3.27,2025-08-11 06:22:36 UTC
Challenger Barranquilla Qualification,"Schachter, Noah","Torres, Juan Bautista",1.05,7.16,2025-08-11 06:22:36 UTC
Challenger Barranquilla Qualification,Cristian Felipe Sanchez Rojas,"Osorio, Juan Sebastian",6.02,1.08,2025-08-11 06:22:36 UTC
Challenger Barranquilla,"Rodriguez Taverna, Santiago","Kingsley, Cannon",1.38,2.81,2025-08-11 06:22:36 UTC
Challenger Barranquilla,"Perez, Alfredo","Martin, Dan",1.57,2.25,2025-08-11 06:22:36 UTC
Challenger Barranquilla,Sachko Vitaliy,"Cid Subervi, Roberto",1.66,2.09,2025-08-11 06:22:36 UTC
Challenger Barranquilla,"Heredia, Samuel","Bertran, Peter",2.25,1.57,2025-08-11 06:22:36 UTC
Challenger Barranquilla,"Andrade, Andres","Linde Palacios, Samuel Alejandro",1.06,7.27,2025-08-11 06:22:36 UTC
Challenger Barranquilla,"Fery, Arthur","King, Darian",1.11,5.55,2025-08-11 06:22:36 UTC
Challenger Barranquilla,"Tobon, Miguel","Vallejo, Adolfo Daniel",3.34,1.28,2025-08-11 06:22:36 UTC
Challenger Barranquilla,"Miyoshi, Kenta","Barrios Vera, Marcelo Tomas",3.48,1.26,2025-08-11 06:22:36 UTC
Challenger Barranquilla,"Mejia, Nicolas","Ganesan, Adhithya",1.43,2.62,2025-08-11 06:22:36 UTC
Challenger Barranquilla,"Ficovich, Juan Pablo","Saraiva Dos Santos, Paulo Andre",1.15,4.73,2025-08-11 06:22:36 UTC
Challenger Sofia,"Ivanov, Ivan","Sharipov, Marat",1.8,1.9,2025-08-11 06:22:36 UTC
Challenger Sofia,"Brunold, Mika","Prihodko, Oleg",1.57,2.25,2025-08-11 06:22:36 UTC
Challenger Sofia,"Honda, Naoya","Ajdukovic, Duje",5.32,1.12,2025-08-11 06:22:36 UTC
Challenger Sofia,"Karol, Milos","Midon, Lautaro",2.47,1.48,2025-08-11 06:22:36 UTC
Challenger Sofia,"Donski, Alexander","Shah, Aryan",2.19,1.6,2025-08-11 06:22:36 UTC
Challenger Sofia,"Kopp, Sandro","Nedic, Andrej",1.72,2.0,2025-08-11 06:22:36 UTC
Challenger Sofia,"Ambrogi, Luciano Emanuel","Schwaerzler, Joel",4.42,1.17,2025-08-11 06:22:36 UTC
Challenger Sofia,"Kolar, Zdenek","Vasilev, Alexander",1.4,2.73,2025-08-11 06:22:36 UTC
Challenger Sofia,"Fatic, Nerman","Feldbausch, Kilian",1.66,2.09,2025-08-11 06:22:36 UTC
Challenger Sofia,"Yevseyev, Denis","Zapata Miralles, Bernabe",2.25,1.57,2025-08-11 06:22:36 UTC
Challenger Sofia,"Sels, Jelle","Rincon, Daniel",2.62,1.43,2025-08-11 06:22:36 UTC
Challenger Héraklion,"Jodar, Rafael","Potenza, Luca",1.19,4.16,2025-08-11 06:22:36 UTC
Challenger Héraklion,"Wiskandt, Max","Parker, Stuart",2.11,1.65,2025-08-11 06:22:36 UTC
Challenger Héraklion,"Cui, Jie","Jones, Maximus",1.6,2.19,2025-08-11 06:22:36 UTC
Challenger Héraklion,"Sakellaridis, Stefanos","Binda, Alexandr",1.28,3.34,2025-08-11 06:22:36 UTC
Challenger Héraklion,"Tsitsipas, Pavlos","Rosenkranz, Mats",9.08,1.03,2025-08-11 06:22:36 UTC
Challenger Héraklion,"Added, Dan","Thanos, Aristotelis",2.04,1.69,2025-08-11 06:22:36 UTC
Challenger Héraklion,"Tarvet, Oliver","Bicknell, Blaise",1.21,3.93,2025-08-11 06:22:36 UTC
Challenger Héraklion,"Wendelken, Harry","Poullain, Lucas",2.0,1.72,2025-08-11 06:22:36 UTC
Challenger Héraklion,"Xilas, Ioannis","Gengel, Marek",2.99,1.34,2025-08-11 06:22:36 UTC
Challenger Héraklion,"Loffhagen, George","Ursu, Vadym",1.05,7.77,2025-08-11 06:22:36 UTC
Challenger Hersonissos Qualification,"Makk, Peter","Holban, Vladimir",1.04,7.67,2025-08-11 06:22:36 UTC
Challenger Hersonissos Qualification,"Vales, Amit","Ivashka, Ilya",2.89,1.34,2025-08-11 06:22:36 UTC
Challenger Hersonissos Qualification,"Moroni, Filippo","Kimhi, Orel",1.23,3.58,2025-08-11 06:22:36 UTC
Challenger Hersonissos Qualification,"Castagnola, Luca","Raquillet, Leo",2.06,1.65,2025-08-11 06:22:36 UTC
Challenger Hersonissos Qualification,"Fellin, Pietro Orlando","Leong, Mitsuki Wei Kang",1.62,2.11,2025-08-11 06:22:36 UTC
Challenger Hersonissos Qualification,"Reymond, Arthur","Papamalamis, Theo",1.96,1.72,2025-08-11 06:22:36 UTC
Challenger Todi,"Dodig, Matej","Pucinelli De Almeida, Matheus",1.67,2.07,2025-08-11 06:22:36 UTC
Challenger Todi,"Budkov Kjaer, Nicolai","Torres, Juan Bautista",1.24,3.64,2025-08-11 06:22:36 UTC
Challenger Todi,"Villanueva, Gonzalo","Pucinelli De Almeida, Matheus",2.41,1.5,2025-08-11 06:22:36 UTC
Challenger Todi,"Poljicak, Mili","Prado Angelo, Juan Carlos",1.57,2.25,2025-08-11 06:22:36 UTC
Challenger Todi,"Ferreira Silva, Frederico","Vatutin, Alexey",1.85,1.85,2025-08-11 06:22:36 UTC
Challenger Todi,"Travaglia, Stefano","Pereira, Tiago",1.85,1.85,2025-08-11 06:22:36 UTC
Challenger Todi,"Sanchez Jover, Carlos","Basile, Pierluigi",1.85,1.85,2025-08-11 06:22:36 UTC
Challenger Todi,"Mrva, Maxim","Vacherot, Valentin",2.29,1.55,2025-08-11 06:22:36 UTC
Challenger Todi,"Kumstat, Jan","Carboni, Lorenzo",2.29,1.55,2025-08-11 06:22:36 UTC
Challenger Todi,"Cecchinato, Marco","Bertola, Remy",1.6,2.19,2025-08-11 06:22:36 UTC
Challenger Todi,"Arnaboldi, Feder.","Coria, Federico",2.62,1.43,2025-08-11 06:22:36 UTC
Challenger Sofia Qualification,Agamenone Franco,"Mazdrashki, Anas",1.33,2.94,2025-08-11 06:22:36 UTC
Challenger Sofia Qualification,"Wallin, Olle","Kivattsev, Kirill",1.63,2.09,2025-08-11 06:22:36 UTC
Challenger Sofia Qualification,"Markov, Viktor","Fomin, Sergey",3.04,1.31,2025-08-11 06:22:36 UTC
Challenger Sofia Qualification,"Blanch, Dali","Paroulek, Tadeas",1.8,1.86,2025-08-11 06:22:36 UTC
Challenger Sofia Qualification,"Faurel, Thomas","Gima, Sebastian",1.49,2.38,2025-08-11 06:22:36 UTC
Challenger Sofia Qualification,"Djuric, Branko","Andreescu, Stefan Adrian",1.4,2.65,2025-08-11 06:22:36 UTC
