TournamentName,Round,Player1Name,Player2Name,Player1_Match_Prob,Player2_Match_Prob,bc_p1_prob,bc_p2_prob,Player1_Match_Odds,Player2_Match_Odds,bc_p1_odds,bc_p2_odds,p1_spread,p2_spread,rel_p1_spread,rel_p2_spread
Newportchallenger,R32,Karl Poling,Oscar Weightman,38.0000,62.0000,,,2.6300,1.6100,,,,,,
Newportchallenger,R16,James Watt,Patrick Maloney,41.6000,58.4000,,,2.4000,1.7100,,,,,,
Braunschweigchallenger,R16,Luka Pavlovic,Yannick Hanfmann,31.1000,68.9000,,,3.2200,1.4500,,,,,,
Braunschweigchallenger,R16,Tom Gentzsch,Filip Misolic,3.4000,96.6000,,,29.4100,1.0400,,,,,,
Braunschweigchallenger,R16,Mariano Navone,Diego Dedura Palomero,93.5000,6.5000,,,1.0700,15.3800,,,,,,
Braunschweigchallenger,R16,David Jorda Sanchis,Botic Van De Zandschulp,20.2000,79.8000,,,4.9500,1.2500,,,,,,
Triestechallenger,R32,Chun Hsin Tseng,Sumit Nagal,69.0000,31.0000,,,1.4500,3.2300,,,,,,
Triestechallenger,R32,Maxim Mrva,Nikoloz Basilashvili,21.1000,78.9000,,,4.7400,1.2700,,,,,,
Triestechallenger,R16,Lukas Klein,Facundo Diaz Acosta,34.6000,65.4000,,,2.8900,1.5300,,,,,,
Iasichallenger,R16,Hugo Dellien,Titouan Droguet,48.7000,51.3000,,,2.0500,1.9500,,,,,,
Iasichallenger,R16,Joao Lucas Reis Da Silva,Felipe Meligeni Alves,31.2000,68.8000,,,3.2100,1.4500,,,,,,
Iasichallenger,R16,Carlos Taberner,Murkel Alejandro Dellien Velasco,81.9000,18.1000,,,1.2200,5.5200,,,,,,
Iasichallenger,R16,Luca Preda,Duje Ajdukovic,47.8000,52.2000,,,2.0900,1.9200,,,,,,
Winnipegchallenger,R32,Alexander Blockx,Alvin Nicholas Tudorica,81.3000,18.7000,,,1.2300,5.3500,,,,,,
Winnipegchallenger,R32,Naoki Nakagawa,Rei Sakamoto,23.5000,76.5000,,,4.2600,1.3100,,,,,,
Winnipegchallenger,R32,Moerani Bouzige,Marek Gengel,41.2000,58.8000,,,2.4300,1.7000,,,,,,
Winnipegchallenger,R32,Karue Sell,Yuta Shimizu,54.8000,45.2000,,,1.8200,2.2100,,,,,,
Nottingham3Challenger,R16,Liam Broady,Kyle Edmund,48.3000,51.7000,,,2.0700,1.9300,,,,,,
Nottingham3Challenger,R16,Patrick Zahraj,Kenny De Schepper,45.3000,54.7000,,,2.2100,1.8300,,,,,,
Nottingham3Challenger,R16,Ryan Peniston,Henry Searle,55.2000,44.8000,,,1.8100,2.2300,,,,,,
Nottingham3Challenger,R16,Hamish Stewart,George Loffhagen,41.4000,58.6000,,,2.4200,1.7100,,,,,,
