tournament,p1_name,p2_name,p1_odds,p2_odds,scrape_timestamp_utc
ATP Qualification Open de France,"Holmgren, August","Tirante, Thiago Agustin",3.54,1.27,2025-05-21 06:18:10 UTC
ATP Qualification Open de France,"Moller, Elmer","Coppejans, Kimmer",1.49,2.51,2025-05-21 06:18:10 UTC
ATP Qualification Open de France,"Quinn, Ethan","Tomic, Bernard",1.2,4.23,2025-05-21 06:18:10 UTC
ATP Qualification Open de France,"Svajda, Zachary","Gigante, Matteo",4.36,1.19,2025-05-21 06:18:10 UTC
ATP Qualification Open de France,"Llamas Ruiz, Pablo","Svrcina, Dalibor",3.71,1.25,2025-05-21 06:18:10 UTC
ATP Qualification Open de France,"Boyer, Tristan","Gaubas, Vilius",2.48,1.5,2025-05-21 06:18:10 UTC
ATP Qualification Open de France,Ramos Vinolas Albert,"Burruchaga, Roman Andres",2.82,1.4,2025-05-21 06:18:10 UTC
ATP Qualification Open de France,"Napolitano, Stefano","Jacquet, Kyrian",2.7,1.43,2025-05-21 06:18:10 UTC
ATP Qualification Open de France,"Trotter, James Kent","Kubler, Jason",4.66,1.17,2025-05-21 06:18:10 UTC
ATP Qualification Open de France,"Gueymard-Wayenburg, Sascha","Hassan, Benjamin",3.71,1.25,2025-05-21 06:18:10 UTC
ATP Qualification Open de France,"Shevchenko, Alexander","Erhard, Mathys",1.34,3.09,2025-05-21 06:18:10 UTC
ATP Qualification Open de France,"Neumayer, Lukas","Misolic, Filip",3.09,1.34,2025-05-21 06:18:10 UTC
ATP Qualification Open de France,"Rodionov, Jurij",Nagal Sumit,1.75,2.01,2025-05-21 06:18:10 UTC
ATP Qualification Open de France,"Moreno De Alboran, Nicolas","Klein, Lukas",1.67,2.12,2025-05-21 06:18:10 UTC
ATP Qualification Open de France,"Martineau, Matteo","Hanfmann, Yannick",4.11,1.21,2025-05-21 06:18:10 UTC
ATP Qualification Open de France,"Landaluce, Martin","Gomez, Federico Agustin",1.56,2.33,2025-05-21 06:18:10 UTC
ATP Qualification Open de France,"Droguet, Titouan","Gea, Arthur",1.4,2.82,2025-05-21 06:18:10 UTC
ATP Qualification Open de France,"Spizzirri, Eliot","Zeppieri, Giulio",3.9,1.23,2025-05-21 06:18:10 UTC
ATP Qualification Open de France,"Blanchet, Ugo",Garin Christian,4.0,1.22,2025-05-21 06:18:10 UTC
ATP Qualification Open de France,Marterer Max,"Coria, Federico",1.95,1.8,2025-05-21 06:18:10 UTC
