ResultDate,TournamentKey,Round,WinnerName,LoserName,WinnerNameKey,LoserNameKey,Score,TournamentName
2025-06-26,2025mallorca,R16,Learner Tien,Ben Shelton,learnertien,benshelton,6-4 7-6(2),Atpmallorca
2025-06-26,2025mallorca,R16,Corentin Moutet,Daniel Altmaier,corentinmoutet,danielaltmaier,7-6(3) 7-6(3),Atpmallorca
2025-06-26,2025mallorca,R16,Alex Michelsen,Brandon Holt,alexmichelsen,brandonholt,6-4 6-4,Atpmallorca
2025-06-26,2025mallorca,R16,Roberto Bautista Agut,Bernard Tomic,robertobautistaagut,bernardtomic,6-3 6-3,Atpmallorca
2025-06-26,2025mallorca,R16,Gabriel Diallo,Laslo Djere,gabrieldiallo,laslodjere,6-3 3-6 6-3,Atpmallorca
2025-06-26,2025mallorca,R16,Tallon Griekspoor,Ethan Quinn,tallongriekspoor,ethanquinn,7-5 6-4,Atpmallorca
2025-06-26,2025mallorca,R16,Hamad Medjedovic,Roman Safiullin,hamadmedjedovic,romansafiullin,6-4 3-6 7-6(4),Atpmallorca
2025-06-26,2025mallorca,R16,Felix Auger Aliassime,Arthur Rinderknech,felixaugeraliassime,arthurrinderknech,7-5 6-3,Atpmallorca
2025-06-26,2025mallorca,R32,Learner Tien,Justin Engel,learnertien,justinengel,6-4 6-4,Atpmallorca
2025-06-26,2025mallorca,R32,Corentin Moutet,Pedro Martinez,corentinmoutet,pedromartinez,4-6 6-3 6-0,Atpmallorca
2025-06-26,2025mallorca,R32,Daniel Altmaier,Fabio Fognini,danielaltmaier,fabiofognini,6-3 3-6 6-3,Atpmallorca
2025-06-26,2025mallorca,R32,Brandon Holt,Benjamin Bonzi,brandonholt,benjaminbonzi,2-6 6-4 6-4,Atpmallorca
2025-06-26,2025mallorca,R32,Bernard Tomic,Rinky Hijikata,bernardtomic,rinkyhijikata,3-6 7-5 6-2,Atpmallorca
2025-06-26,2025mallorca,R32,Roberto Bautista Agut,Tomas Martin Etcheverry,robertobautistaagut,tomasmartinetcheverry,5-7 6-3 6-2,Atpmallorca
2025-06-26,2025mallorca,R32,Gabriel Diallo,Jaume Munar,gabrieldiallo,jaumemunar,7-5 6-3,Atpmallorca
2025-06-26,2025mallorca,R32,Laslo Djere,Bu Yunchaokete,laslodjere,buyunchaokete,6-4 6-4,Atpmallorca
2025-06-26,2025mallorca,R32,Ethan Quinn,Camilo Ugo Carabelli,ethanquinn,camilougocarabelli,6-3 6-2,Atpmallorca
2025-06-26,2025mallorca,R32,Roman Safiullin,Alexandre Muller,romansafiullin,alexandremuller,7-6(5) 7-5,Atpmallorca
2025-06-26,2025mallorca,R32,Hamad Medjedovic,Nishesh Basavareddy,hamadmedjedovic,nisheshbasavareddy,6-0 6-4,Atpmallorca
2025-06-26,2025mallorca,R32,Arthur Rinderknech,Damir Dzumhur,arthurrinderknech,damirdzumhur,6-4 4-6 7-5,Atpmallorca
2025-06-26,2025mallorca,Q2,Bernard Tomic,Aleksandar Kovacevic,bernardtomic,aleksandarkovacevic,7-6(2) 6-3,Atpmallorca
2025-06-26,2025mallorca,Q2,Ethan Quinn,Vit Kopriva,ethanquinn,vitkopriva,5-7 7-5 7-6(5),Atpmallorca
2025-06-26,2025mallorca,Q2,Brandon Holt,Elias Ymer,brandonholt,eliasymer,7-6(4) 6-3,Atpmallorca
2025-06-26,2025mallorca,Q2,Nishesh Basavareddy,Mariano Navone,nisheshbasavareddy,marianonavone,6-1 6-4,Atpmallorca
2025-06-26,2025mallorca,Q1,Aleksandar Kovacevic,Sascha Gueymard Wayenburg,aleksandarkovacevic,saschagueymardwayenburg,6-4 6-2,Atpmallorca
2025-06-26,2025mallorca,Q1,Bernard Tomic,Jesper De Jong,bernardtomic,jesperdejong,5-7 6-4 6-4,Atpmallorca
2025-06-26,2025mallorca,Q1,Vit Kopriva,Petros Tsitsipas,vitkopriva,petrostsitsipas,6-3 7-5,Atpmallorca
2025-06-26,2025mallorca,Q1,Ethan Quinn,Oliver Crawford,ethanquinn,olivercrawford,4-6 7-6(5) 7-6(3),Atpmallorca
2025-06-26,2025mallorca,Q1,Brandon Holt,Adam Walton,brandonholt,adamwalton,6-3 6-7(1) 7-6(0),Atpmallorca
2025-06-26,2025mallorca,Q1,Elias Ymer,Alexander Shevchenko,eliasymer,alexandershevchenko,6-4 7-6(4),Atpmallorca
2025-06-26,2025mallorca,Q1,Mariano Navone,Sebastian Ofner,marianonavone,sebastianofner,4-6 7-6(6) 3-1 RET,Atpmallorca
2025-06-26,2025mallorca,Q1,Nishesh Basavareddy,Botic Van De Zandschulp,nisheshbasavareddy,boticvandezandschulp,6-4 6-7(5) 7-5,Atpmallorca
2025-06-26,2025eastbourne,R16,Marcos Giron,Jacob Fearnley,marcosgiron,jacobfearnley,6-3 6-1,Atpeastbourne
2025-06-26,2025eastbourne,R16,Jakub Mensik,Reilly Opelka,jakubmensik,reillyopelka,7-5 6-3,Atpeastbourne
2025-06-26,2025eastbourne,R16,Alejandro Davidovich Fokina,James Duckworth,alejandrodavidovichfokina,jamesduckworth,6-7(3) 6-3 6-4,Atpeastbourne
2025-06-26,2025eastbourne,R16,Billy Harris,Mattia Bellucci,billyharris,mattiabellucci,6-3 6-4,Atpeastbourne
2025-06-26,2025eastbourne,R16,Ugo Humbert,Lorenzo Sonego,ugohumbert,lorenzosonego,7-5 6-4,Atpeastbourne
2025-06-26,2025eastbourne,R16,Jenson Brooksby,Nuno Borges,jensonbrooksby,nunoborges,6-4 6-4,Atpeastbourne
2025-06-26,2025eastbourne,R16,Daniel Evans,Tommy Paul,danielevans,tommypaul,6-4 3-6 6-3,Atpeastbourne
2025-06-26,2025eastbourne,R32,Joao Fonseca,Zizou Bergs,joaofonseca,zizoubergs,6-7(8) 6-0 6-3,Atpeastbourne
2025-06-26,2025eastbourne,R32,Marcos Giron,Luciano Darderi,marcosgiron,lucianodarderi,6-4 7-5,Atpeastbourne
2025-06-26,2025eastbourne,R32,Jacob Fearnley,Flavio Cobolli,jacobfearnley,flaviocobolli,6-2 6-2,Atpeastbourne
2025-06-26,2025eastbourne,R32,Reilly Opelka,George Loffhagen,reillyopelka,georgeloffhagen,7-6(6) 3-6 7-6(1),Atpeastbourne
2025-06-26,2025eastbourne,R32,James Duckworth,Aleksandar Vukic,jamesduckworth,aleksandarvukic,6-3 6-7(5) 6-1,Atpeastbourne
2025-06-26,2025eastbourne,R32,Alejandro Davidovich Fokina,Chun Hsin Tseng,alejandrodavidovichfokina,chunhsintseng,7-6(6) 6-2,Atpeastbourne
2025-06-26,2025eastbourne,R32,Billy Harris,Cameron Norrie,billyharris,cameronnorrie,6-4 6-4,Atpeastbourne
2025-06-26,2025eastbourne,R32,Mattia Bellucci,Quentin Halys,mattiabellucci,quentinhalys,6-4 6-2,Atpeastbourne
2025-06-26,2025eastbourne,R32,Lorenzo Sonego,Fabian Marozsan,lorenzosonego,fabianmarozsan,6-2 6-4,Atpeastbourne
2025-06-26,2025eastbourne,R32,Nuno Borges,Jack Pinnington Jones,nunoborges,jackpinningtonjones,4-6 6-3 6-3,Atpeastbourne
2025-06-26,2025eastbourne,R32,Jenson Brooksby,Francisco Comesana,jensonbrooksby,franciscocomesana,7-6(6) 6-4,Atpeastbourne
2025-06-26,2025eastbourne,R32,Daniel Evans,Miomir Kecmanovic,danielevans,miomirkecmanovic,3-6 6-4 6-4,Atpeastbourne
2025-06-26,2025eastbourne,Q2,Mattia Bellucci,Chun Hsin Tseng,mattiabellucci,chunhsintseng,6-2 6-1,Atpeastbourne
2025-06-26,2025eastbourne,Q2,James Duckworth,Johannus Monday,jamesduckworth,johannusmonday,6-4 6-2,Atpeastbourne
2025-06-26,2025eastbourne,Q2,Aleksandar Vukic,Jenson Brooksby,aleksandarvukic,jensonbrooksby,7-5 6-3,Atpeastbourne
2025-06-26,2025eastbourne,Q2,George Loffhagen,Billy Harris,georgeloffhagen,billyharris,7-6(2) 6-2,Atpeastbourne
2025-06-26,2025eastbourne,Q1,Mattia Bellucci,Marek Gengel,mattiabellucci,marekgengel,7-5 6-1,Atpeastbourne
2025-06-26,2025eastbourne,Q1,Chun Hsin Tseng,Geoffrey Blancaneaux,chunhsintseng,geoffreyblancaneaux,5-7 7-6(4) 6-3,Atpeastbourne
2025-06-26,2025eastbourne,Q1,Johannus Monday,Christopher Oconnell,johannusmonday,christopheroconnell,6-3 2-6 6-4,Atpeastbourne
2025-06-26,2025eastbourne,Q1,James Duckworth,Henry Searle,jamesduckworth,henrysearle,6-3 5-7 7-5,Atpeastbourne
2025-06-26,2025eastbourne,Q1,Aleksandar Vukic,Jay Clarke,aleksandarvukic,jayclarke,6-3 6-2,Atpeastbourne
2025-06-26,2025eastbourne,Q1,Jenson Brooksby,Kamil Majchrzak,jensonbrooksby,kamilmajchrzak,7-6(7) 6-3,Atpeastbourne
2025-06-26,2025eastbourne,Q1,Billy Harris,Luca Nardi,billyharris,lucanardi,6-3 6-4,Atpeastbourne
2025-06-26,2025eastbourne,Q1,George Loffhagen,Mackenzie Mcdonald,georgeloffhagen,mackenziemcdonald,6-4 7-6(1),Atpeastbourne
2025-06-26,2025milan,R16,Dino Prizmic,Jacopo Berrettini,dinoprizmic,jacopoberrettini,6-1 6-2,Milanchallenger
2025-06-26,2025milan,R16,Christoph Negritu,Ivan Gakhov,christophnegritu,ivangakhov,6-3 6-4,Milanchallenger
2025-06-26,2025milan,R16,Rafael Jodar,Tiago Pereira,rafaeljodar,tiagopereira,4-6 7-5 6-1,Milanchallenger
2025-06-26,2025milan,R16,Arthur Gea,Oriol Roca Batalla,arthurgea,oriolrocabatalla,6-4 1-6 6-3,Milanchallenger
2025-06-26,2025milan,R16,Marco Cecchinato,Frederico Ferreira Silva,marcocecchinato,fredericoferreirasilva,6-3 6-0,Milanchallenger
2025-06-26,2025milan,R16,Max Houkes,Thomas Faurel,maxhoukes,thomasfaurel,2-6 6-0 6-2,Milanchallenger
2025-06-26,2025milan,R16,Jacopo Vasami,Mili Poljicak,jacopovasami,milipoljicak,3-6 6-1 7-5,Milanchallenger
2025-06-26,2025milan,R16,Luka Mikrut,Oleg Prihodko,lukamikrut,olegprihodko,6-3 6-1,Milanchallenger
2025-06-26,2025milan,R32,Dino Prizmic,Gabriele Piraino,dinoprizmic,gabrielepiraino,6-1 6-4,Milanchallenger
2025-06-26,2025milan,R32,Jacopo Berrettini,Henri Squire,jacopoberrettini,henrisquire,7-6(5) 0-0 RET,Milanchallenger
2025-06-26,2025milan,R32,Christoph Negritu,Mathys Erhard,christophnegritu,mathyserhard,2-6 7-6(7) 6-4,Milanchallenger
2025-06-26,2025milan,R32,Ivan Gakhov,Andrej Martin,ivangakhov,andrejmartin,3-6 6-1 7-6(3),Milanchallenger
2025-06-26,2025milan,R32,Tiago Pereira,Matias Soto,tiagopereira,matiassoto,6-3 4-6 6-3,Milanchallenger
2025-06-26,2025milan,R32,Rafael Jodar,Lorenzo Giustino,rafaeljodar,lorenzogiustino,6-0 6-2,Milanchallenger
2025-06-26,2025milan,R32,Arthur Gea,Diego Dedura Palomero,arthurgea,diegodedurapalomero,7-6(4) 6-1,Milanchallenger
2025-06-26,2025milan,R32,Oriol Roca Batalla,Rodrigo Pacheco Mendez,oriolrocabatalla,rodrigopachecomendez,4-6 6-4 6-1,Milanchallenger
2025-06-26,2025milan,R32,Frederico Ferreira Silva,Alexey Vatutin,fredericoferreirasilva,alexeyvatutin,6-3 1-1 RET,Milanchallenger
2025-06-26,2025milan,R32,Marco Cecchinato,Max Alcala Gurri,marcocecchinato,maxalcalagurri,6-4 6-1,Milanchallenger
2025-06-26,2025milan,R32,Thomas Faurel,Federico Bondioli,thomasfaurel,federicobondioli,6-3 2-6 6-2,Milanchallenger
2025-06-26,2025milan,R32,Max Houkes,Giovanni Fonio,maxhoukes,giovannifonio,3-6 6-3 7-6(5),Milanchallenger
2025-06-26,2025milan,R32,Mili Poljicak,Stefano Travaglia,milipoljicak,stefanotravaglia,6-2 5-7 6-2,Milanchallenger
2025-06-26,2025milan,R32,Jacopo Vasami,Andres Santamarta Roig,jacopovasami,andressantamartaroig,6-3 7-5,Milanchallenger
2025-06-26,2025milan,R32,Oleg Prihodko,Radu Albot,olegprihodko,radualbot,6-3 6-4,Milanchallenger
2025-06-26,2025milan,R32,Luka Mikrut,Kimmer Coppejans,lukamikrut,kimmercoppejans,6-4 6-4,Milanchallenger
2025-06-26,2025milan,Q2,Giovanni Fonio,Tom Gentzsch,giovannifonio,tomgentzsch,6-2 6-2,Milanchallenger
2025-06-26,2025milan,Q2,Thomas Faurel,Matthew Dellavedova,thomasfaurel,matthewdellavedova,6-2 6-0,Milanchallenger
2025-06-26,2025milan,Q2,Jacopo Berrettini,Mikael Ymer,jacopoberrettini,mikaelymer,7-5 6-2,Milanchallenger
2025-06-26,2025milan,Q2,Federico Bondioli,Rudolf Molleker,federicobondioli,rudolfmolleker,7-5 7-5,Milanchallenger
2025-06-26,2025milan,Q2,Andres Santamarta Roig,Tiago Pereira,andressantamartaroig,tiagopereira,6-3 6-4,Milanchallenger
2025-06-26,2025milan,Q2,Max Alcala Gurri,Petr Nesterov,maxalcalagurri,petrnesterov,6-3 6-3,Milanchallenger
2025-06-26,2025milan,Q1,Tom Gentzsch,Maks Kasnikowski,tomgentzsch,makskasnikowski,3-6 6-2 6-2,Milanchallenger
2025-06-26,2025milan,Q1,Giovanni Fonio,Gianluca Mager,giovannifonio,gianlucamager,6-3 6-3,Milanchallenger
2025-06-26,2025milan,Q1,Thomas Faurel,Mateus Alves,thomasfaurel,mateusalves,6-4 7-5,Milanchallenger
2025-06-26,2025milan,Q1,Matthew Dellavedova,Edoardo Bianchi,matthewdellavedova,edoardobianchi,6-1 6-2,Milanchallenger
2025-06-26,2025milan,Q1,Jacopo Berrettini,Max Wiskandt,jacopoberrettini,maxwiskandt,7-6(6) 6-7(5) 6-4,Milanchallenger
2025-06-26,2025milan,Q1,Mikael Ymer,Bernabe Zapata Miralles,mikaelymer,bernabezapatamiralles,7-5 6-2,Milanchallenger
2025-06-26,2025milan,Q1,Federico Bondioli,Norbert Gombos,federicobondioli,norbertgombos,6-3 6-4,Milanchallenger
2025-06-26,2025milan,Q1,Rudolf Molleker,Balthazar Huss,rudolfmolleker,balthazarhuss,6-3 6-1,Milanchallenger
2025-06-26,2025milan,Q1,Tiago Pereira,Maxime Janvier,tiagopereira,maximejanvier,6-7(2) 6-3 6-2,Milanchallenger
2025-06-26,2025milan,Q1,Andres Santamarta Roig,Sandro Kopp,andressantamartaroig,sandrokopp,6-2 4-1 RET,Milanchallenger
2025-06-26,2025milan,Q1,Petr Nesterov,Raul Brancaccio,petrnesterov,raulbrancaccio,2-6 6-1 7-6(5),Milanchallenger
2025-06-26,2025milan,Q1,Max Alcala Gurri,Luca Castagnola,maxalcalagurri,lucacastagnola,6-3 7-6(4),Milanchallenger
2025-06-26,2025lima,R16,Nicolas Mejia,Pedro Rodrigues,nicolasmejia,pedrorodrigues,7-6(5) 6-7(3) 6-3,Limachallenger
2025-06-26,2025lima,R16,Juan Carlos Prado Angelo,Maximus Jones,juancarlospradoangelo,maximusjones,6-3 5-7 6-3,Limachallenger
2025-06-26,2025lima,R16,Pedro Boscardin Dias,Lautaro Midon,pedroboscardindias,lautaromidon,6-0 6-2,Limachallenger
2025-06-26,2025lima,R16,Alex Barrena,Juan Bautista Torres,alexbarrena,juanbautistatorres,5-7 6-3 6-4,Limachallenger
2025-06-26,2025lima,R16,Gonzalo Bueno,Hernan Casanova,gonzalobueno,hernancasanova,6-2 2-0 RET,Limachallenger
2025-06-26,2025lima,R16,Matheus Pucinelli De Almeida,Gonzalo Villanueva,matheuspucinellidealmeida,gonzalovillanueva,6-1 6-4,Limachallenger
2025-06-26,2025lima,R16,Genaro Alberto Olivieri,Blaise Bicknell,genaroalbertoolivieri,blaisebicknell,6-3 6-1,Limachallenger
2025-06-26,2025lima,R16,Dali Blanch,Miguel Tobon,daliblanch,migueltobon,7-5 6-3,Limachallenger
2025-06-26,2025lima,R32,Nicolas Mejia,Nicolas Kicker,nicolasmejia,nicolaskicker,7-6(2) 7-5,Limachallenger
2025-06-26,2025lima,R32,Pedro Rodrigues,Alvin Nicholas Tudorica,pedrorodrigues,alvinnicholastudorica,4-6 6-4 6-3,Limachallenger
2025-06-26,2025lima,R32,Juan Carlos Prado Angelo,Christopher Li,juancarlospradoangelo,christopherli,6-1 4-6 6-2,Limachallenger
2025-06-26,2025lima,R32,Maximus Jones,Renzo Olivo,maximusjones,renzoolivo,7-6(2) 6-4,Limachallenger
2025-06-26,2025lima,R32,Lautaro Midon,Nicolas Baena,lautaromidon,nicolasbaena,6-0 6-4,Limachallenger
2025-06-26,2025lima,R32,Pedro Boscardin Dias,Franco Roncadelli,pedroboscardindias,francoroncadelli,6-3 6-2,Limachallenger
2025-06-26,2025lima,R32,Alex Barrena,Luciano Emanuel Ambrogi,alexbarrena,lucianoemanuelambrogi,7-5 2-0 RET,Limachallenger
2025-06-26,2025lima,R32,Juan Bautista Torres,Bruno Kuzuhara,juanbautistatorres,brunokuzuhara,7-6(5) 6-3,Limachallenger
2025-06-26,2025lima,R32,Gonzalo Bueno,Guido Ivan Justo,gonzalobueno,guidoivanjusto,6-0 6-4,Limachallenger
2025-06-26,2025lima,R32,Hernan Casanova,Mariano Kestelboim,hernancasanova,marianokestelboim,7-5 6-3,Limachallenger
2025-06-26,2025lima,R32,Gonzalo Villanueva,Juan Alejandro Hernandez Serrano,gonzalovillanueva,juanalejandrohernandezserrano,6-1 6-1,Limachallenger
2025-06-26,2025lima,R32,Matheus Pucinelli De Almeida,Peter Bertran,matheuspucinellidealmeida,peterbertran,6-1 6-2,Limachallenger
2025-06-26,2025lima,R32,Genaro Alberto Olivieri,Conner Huertas Del Pino,genaroalbertoolivieri,connerhuertasdelpino,6-3 3-6 6-3,Limachallenger
2025-06-26,2025lima,R32,Blaise Bicknell,John Sperle,blaisebicknell,johnsperle,6-4 7-5,Limachallenger
2025-06-26,2025lima,R32,Dali Blanch,Johan Alexander Rodriguez Rodriguez,daliblanch,johanalexanderrodriguezrodriguez,6-2 7-6(10),Limachallenger
2025-06-26,2025lima,R32,Miguel Tobon,Joao Lucas Reis Da Silva,migueltobon,joaolucasreisdasilva,6-2 7-5,Limachallenger
2025-06-26,2025lima,Q2,John Sperle,Juan Manuel La Serna,johnsperle,juanmanuellaserna,7-6(4) 6-4,Limachallenger
2025-06-26,2025lima,Q2,Dali Blanch,Diego Augusto Barreto Sanchez,daliblanch,diegoaugustobarretosanchez,6-2 0-6 7-5,Limachallenger
2025-06-26,2025lima,Q2,Pedro Rodrigues,Lucas Gerch,pedrorodrigues,lucasgerch,7-6(5) 6-3,Limachallenger
2025-06-26,2025lima,Q2,Miguel Tobon,Mateo Barreiros Reyes,migueltobon,mateobarreirosreyes,2-6 6-2 7-6(1),Limachallenger
2025-06-26,2025lima,Q2,Johan Alexander Rodriguez Rodriguez,Tomas Farjat,johanalexanderrodriguezrodriguez,tomasfarjat,6-3 7-6(3),Limachallenger
2025-06-26,2025lima,Q2,Bruno Kuzuhara,Igor Gimenez,brunokuzuhara,igorgimenez,6-2 6-2,Limachallenger
2025-06-26,2025lima,Q1,Juan Manuel La Serna,Luis Jose Nakamine,juanmanuellaserna,luisjosenakamine,6-0 6-2,Limachallenger
2025-06-26,2025lima,Q1,John Sperle,Jose Velasco,johnsperle,josevelasco,6-0 6-0,Limachallenger
2025-06-26,2025lima,Q1,Dali Blanch,Luis Britto,daliblanch,luisbritto,6-3 0-0 RET,Limachallenger
2025-06-26,2025lima,Q1,Diego Augusto Barreto Sanchez,Santiago De La Fuente,diegoaugustobarretosanchez,santiagodelafuente,6-0 7-6(2),Limachallenger
2025-06-26,2025lima,Q1,Lucas Gerch,Tadeo Meneo,lucasgerch,tadeomeneo,6-2 6-4,Limachallenger
2025-06-26,2025lima,Q1,Pedro Rodrigues,Diego Gomez,pedrorodrigues,diegogomez,6-1 6-2,Limachallenger
2025-06-26,2025lima,Q1,Miguel Tobon,Lorenzo Joaquin Rodriguez,migueltobon,lorenzojoaquinrodriguez,6-1 6-1,Limachallenger
2025-06-26,2025lima,Q1,Mateo Barreiros Reyes,Ignacio Carou,mateobarreirosreyes,ignaciocarou,6-1 6-1,Limachallenger
2025-06-26,2025lima,Q1,Tomas Farjat,Alessandro Rubini,tomasfarjat,alessandrorubini,6-3 6-2,Limachallenger
2025-06-26,2025lima,Q1,Johan Alexander Rodriguez Rodriguez,Juan Sebastian Gomez,johanalexanderrodriguezrodriguez,juansebastiangomez,6-3 6-3,Limachallenger
2025-06-26,2025lima,Q1,Bruno Kuzuhara,Luis Carlos Alvarez,brunokuzuhara,luiscarlosalvarez,4-6 6-2 6-3,Limachallenger
2025-06-26,2025lima,Q1,Igor Gimenez,Bautista Vilicich,igorgimenez,bautistavilicich,6-2 6-2,Limachallenger
