ResultDate,TournamentKey,Round,WinnerName,LoserName,WinnerNameKey,LoserNameKey,Score,TournamentName
2025-07-08,2025newport,R32,Aidan Mayo,Dan Martin,aidanmayo,danmartin,7-5 4-6 6-3,Newportchallenger
2025-07-08,2025newport,R32,Eliot Spizzirri,Evan Zhu,eliotspizzirri,evanzhu,7-5 6-2,Newportchallenger
2025-07-08,2025newport,R32,Mitchell Krueger,Stefan Kozlov,mitchellkrueger,stefankozlov,6-1 3-6 6-1,Newportchallenger
2025-07-08,2025newport,R32,Patrick Maloney,James Duckworth,patrickmaloney,jamesduckworth,6-2 7-6(5),Newportchallenger
2025-07-08,2025newport,Q2,Quinn Vandecasteele,Keisuke Saitoh,quinnvandecasteele,keisukesaitoh,6-4 7-6(8),Newportchallenger
2025-07-08,2025newport,Q2,Olukayode Alafia Damina Ayeni,Kiranpal Pannu,olukayodealafiadaminaayeni,kiranpalpannu,6-3 7-5,Newportchallenger
2025-07-08,2025newport,Q2,Antoine Ghibaudo,Reese Stalder,antoineghibaudo,reesestalder,7-5 6-1,Newportchallenger
2025-07-08,2025newport,Q2,Tristan Mccormick,Joshua Sheehy,tristanmccormick,joshuasheehy,4-6 6-3 7-6(9),Newportchallenger
2025-07-08,2025newport,Q2,Trey Hilderbrand,Matt Kuhar,treyhilderbrand,mattkuhar,4-6 6-4 7-5,Newportchallenger
2025-07-08,2025newport,Q2,Oscar Weightman,James Watt,oscarweightman,jameswatt,6-4 6-2,Newportchallenger
2025-07-08,2025newport,Q1,Keisuke Saitoh,Hans Hach Verdugo,keisukesaitoh,hanshachverdugo,6-2 7-6(2),Newportchallenger
2025-07-08,2025newport,Q1,Quinn Vandecasteele,Drew Van Orderlain,quinnvandecasteele,drewvanorderlain,6-1 6-2,Newportchallenger
2025-07-08,2025newport,Q1,Olukayode Alafia Damina Ayeni,Gage Brymer,olukayodealafiadaminaayeni,gagebrymer,7-6(6) 6-4,Newportchallenger
2025-07-08,2025newport,Q1,Kiranpal Pannu,Pranav Kumar,kiranpalpannu,pranavkumar,6-3 6-4,Newportchallenger
