TournamentName,Round,Player1Name,Player2Name,Player1_Match_Prob,Player2_Match_Prob,bc_p1_prob,bc_p2_prob,Player1_Match_Odds,Player2_Match_Odds,bc_p1_odds,bc_p2_odds,p1_spread,p2_spread,rel_p1_spread,rel_p2_spread
Atptoronto,QF,Alexander Zverev,Alexei Popyrin,81.4000,18.6000,,,1.2300,5.3800,,,,,,
Atptoronto,QF,Alex Michelsen,Karen Khachanov,37.7000,62.3000,,,2.6500,1.6100,,,,,,
Atptoronto,QF,Alex De Minaur,Ben Shelton,60.8000,39.2000,,,1.6400,2.5500,,,,,,
Atptoronto,QF,Andrey Rublev,Taylor Fritz,31.8000,68.2000,,,3.1400,1.4700,,,,,,
Chicagochallenger,R32,August Holmgren,Darian King,51.6000,48.4000,,,1.9400,2.0700,,,,,,
Chicagochallenger,R32,Stefan Dostanic,Bernard Tomic,26.8000,73.2000,,,3.7300,1.3700,,,,,,
Bonnchallenger,R32,Jamie Mackenzie,Matheus Pucinelli De Almeida,27.3000,72.7000,,,3.6600,1.3800,,,,,,
Bonnchallenger,R32,Sumit Nagal,Jurij Rodionov,51.9000,48.1000,,,1.9300,2.0800,,,,,,
Grodziskmazowieckichallenger,R32,Kamil Majchrzak,Ilya Ivashka,66.5000,33.5000,,,1.5000,2.9900,,,,,,
Grodziskmazowieckichallenger,R32,Tomasz Berkieta,Matias Soto,55.2000,44.8000,,,1.8100,2.2300,,,,,,
Grodziskmazowieckichallenger,R32,Maks Kasnikowski,Hugo Grenier,41.7000,58.3000,,,2.4000,1.7200,,,,,,
Grodziskmazowieckichallenger,R32,Jie Cui,Clement Chidekh,57.1000,43.2000,,,1.7500,2.3100,,,,,,
Cordenonschallenger,R32,Carlos Taberner,Federico Bondioli,89.3000,10.7000,,,1.1200,9.3500,,,,,,
Cordenonschallenger,R32,Juan Bautista Torres,Jay Clarke,41.1000,58.9000,,,2.4300,1.7000,,,,,,
