tournament,p1_name,p2_name,p1_odds,p2_odds,scrape_timestamp_utc
Challenger Newport,"Uchiyama, Yasutaka","Mannarino, Adrian",3.42,1.25,2025-07-08 06:20:49 UTC
Challenger Newport,"Mccabe, James","Ayeni, Alafia",1.19,3.97,2025-07-08 06:20:49 UTC
Challenger Newport,"Mccormick, Tristan","Watt, James",2.01,1.68,2025-07-08 06:20:49 UTC
Challenger Newport,"Holt, Brandon","Cassone, Murphy",1.51,2.33,2025-07-08 06:20:49 UTC
Challenger Newport,"Kypson, Patrick","Ghibaudo, Antoine",1.26,3.35,2025-07-08 06:20:49 UTC
Challenger Newport,"Schoolkate, Tristan","Bolt, Alex",2.06,1.65,2025-07-08 06:20:49 UTC
Challenger Newport,"Hilderbrand, Trey","Zink, Tyler",2.22,1.56,2025-07-08 06:20:49 UTC
Challenger Newport,"Vandecasteele, Quinn","Svajda, Zachary",5.02,1.12,2025-07-08 06:20:49 UTC
Challenger Newport,"Eubanks, Christopher","Milavsky, Daniel",1.18,4.09,2025-07-08 06:20:49 UTC
Challenger Newport,"Poling, Karl","Weightman, Oscar",1.55,2.24,2025-07-08 06:20:49 UTC
Challenger Newport,"Jasika, Omar","Watanuki, Yosuke",4.35,1.16,2025-07-08 06:20:49 UTC
Challenger Newport,"Zheng, Michael","Tomic, Bernard",1.96,1.72,2025-07-08 06:20:49 UTC
ATP Wimbledon,"Fritz, Taylor","Khachanov, Karen",1.26,3.63,2025-07-08 06:20:49 UTC
ATP Wimbledon,"Norrie, Cameron","Alcaraz Garfia, Carlos",8.54,1.05,2025-07-08 06:20:49 UTC
ATP Wimbledon,"Cobolli, Flavio","Djokovic, Novak",6.97,1.08,2025-07-08 06:20:49 UTC
ATP Wimbledon,"Sinner, Jannik","Shelton, Ben",1.18,4.5,2025-07-08 06:20:49 UTC
Challenger Nottingham,"Robertson, Charlie","Loffhagen, George",5.47,1.1,2025-07-08 06:20:49 UTC
Challenger Nottingham,"Stewart, Hamish","Summers, Matthew",1.22,3.67,2025-07-08 06:20:49 UTC
Challenger Nottingham,"Winter, Edward","Monday, Johannus",4.66,1.14,2025-07-08 06:20:49 UTC
Challenger Nottingham,"Thomson, Connor","Story, James",2.35,1.5,2025-07-08 06:20:49 UTC
Challenger Nottingham,"Broom, Charles","Crawford, Oliver",2.33,1.51,2025-07-08 06:20:49 UTC
Challenger Nottingham,Baadi Taha,"Searle, Henry",5.02,1.12,2025-07-08 06:20:49 UTC
Challenger Nottingham,"Peniston, Ryan","Jones, Ben",1.15,4.5,2025-07-08 06:20:49 UTC
Challenger Nottingham,"Reymond, Arthur","Ivashka, Ilya",3.22,1.28,2025-07-08 06:20:49 UTC
Challenger Nottingham,"Gray, Alastair","Janvier, Maxime",1.35,2.85,2025-07-08 06:20:49 UTC
Challenger Nottingham,"Brady, Patrick","Wendelken, Harry",2.07,1.64,2025-07-08 06:20:49 UTC
Challenger Nottingham,"Rossi, Leonardo","Maxted, Lui",2.55,1.43,2025-07-08 06:20:49 UTC
Challenger Nottingham,"Pinnington Jones, Jack","Budkov Kjaer, Nicolai",1.58,2.18,2025-07-08 06:20:49 UTC
Challenger Nottingham,"De Schepper, Kenny","Martineau, Matteo",2.65,1.4,2025-07-08 06:20:49 UTC
Challenger Nottingham,Grenier Hugo,"Broady, Liam",1.57,2.2,2025-07-08 06:20:49 UTC
Challenger Nottingham,"Nefve, Axel","Zahraj, Patrick",4.09,1.18,2025-07-08 06:20:49 UTC
Challenger Nottingham,"Edmund, Kyle","Hands, Tom",1.17,4.21,2025-07-08 06:20:49 UTC
ATP Wimbledon Mixte,Verbeek S/Siniakova K,Pavic M/Babos T,2.19,1.6,2025-07-08 06:20:49 UTC
ATP Wimbledon Mixte,Salisbury J/Stefani L,Arevalo M/Zhang S,2.36,1.52,2025-07-08 06:20:49 UTC
ATP Wimbledon Tête à Tête,"Sinner, Jannik","Alcaraz, Carlos",2.61,1.41,2025-07-08 06:20:49 UTC
Challenger Winnipeg,"Noguchi, Rio","Ilagan, Andre",1.57,2.2,2025-07-08 06:20:49 UTC
Challenger Winnipeg,"Miyoshi, Kenta","Sekulic, Philip",1.6,2.14,2025-07-08 06:20:49 UTC
Challenger Winnipeg,"Mejia, Nicolas","Andrade, Andres",1.66,2.04,2025-07-08 06:20:49 UTC
Challenger Winnipeg,"Zhou, Yi",Wu Tung Lin,1.67,2.03,2025-07-08 06:20:49 UTC
Challenger Winnipeg,"Martin, Andres","Galarneau, Alexis",2.24,1.55,2025-07-08 06:20:49 UTC
Challenger Winnipeg,"Nakagawa, Naoki","Sakamoto, Rei",5.02,1.12,2025-07-08 06:20:49 UTC
Challenger Winnipeg,"Boulais, Justin","Hsu, Yu Hsiou",2.55,1.43,2025-07-08 06:20:49 UTC
Challenger Winnipeg,"Sell, Karue","Shimizu, Yuta",1.66,2.04,2025-07-08 06:20:49 UTC
Challenger Winnipeg,"Bouzige, Moerani","Gengel, Marek",1.87,1.79,2025-07-08 06:20:49 UTC
Challenger Winnipeg,"Shimabukuro, Sho","Langmo, Christian",1.19,3.97,2025-07-08 06:20:49 UTC
Challenger Braunschweig,"Cerundolo, Juan Manuel","Arnaboldi, Feder.",1.19,3.97,2025-07-08 06:20:49 UTC
Challenger Braunschweig,"Dedura-Palomero, Diego","Ymer, Elias",2.24,1.55,2025-07-08 06:20:49 UTC
Challenger Braunschweig,"Tabur, Clément","Hanfmann, Yannick",2.65,1.4,2025-07-08 06:20:49 UTC
Challenger Braunschweig,"Burruchaga, Roman Andres","Fatic, Nerman",1.44,2.52,2025-07-08 06:20:49 UTC
Challenger Braunschweig,"Etcheverry, Tomas Martin","Pavlovic, Luka",1.13,4.83,2025-07-08 06:20:49 UTC
Challenger Braunschweig,"Monteiro, Thiago","Negritu, Christoph",1.26,3.35,2025-07-08 06:20:49 UTC
Challenger Braunschweig,"Passaro, Francesco","Van Assche, Luca",1.84,1.82,2025-07-08 06:20:49 UTC
Challenger Braunschweig,"Pellegrino, Andrea","Misolic, Filip",2.61,1.41,2025-07-08 06:20:49 UTC
Challenger Braunschweig,"Choinski, Jan","Van De Zandschulp, Botic",2.3,1.52,2025-07-08 06:20:49 UTC
Challenger Iași,"Taberner, Carlos","Hassan, Benjamin",1.48,2.4,2025-07-08 06:20:49 UTC
Challenger Iași,"Ferreira Silva, Frederico","Soto, Matias",1.6,2.14,2025-07-08 06:20:49 UTC
Challenger Iași,"Mayot, Harold","Ajdukovic, Duje",1.5,2.35,2025-07-08 06:20:49 UTC
Challenger Iași,"Dellien, Murkel","Gima, Sebastian",1.29,3.16,2025-07-08 06:20:49 UTC
Challenger Iași,"Dellien, Hugo","Pucinelli De Almeida, Matheus",1.6,2.14,2025-07-08 06:20:49 UTC
Challenger Iași,"Topo, Marko","Preda, Luca",1.08,6.02,2025-07-08 06:20:49 UTC
Challenger Iași,"Kuzmanov, Dimitar","Roca Batalla, Oriol",1.57,2.2,2025-07-08 06:20:49 UTC
Challenger Iași,"Albot, Radu","Gaston, Hugo",2.52,1.44,2025-07-08 06:20:49 UTC
