TournamentName,Round,Player1Name,Player2Name,Player1_Match_Prob,Player2_Match_Prob,bc_p1_prob,bc_p2_prob,Player1_Match_Odds,Player2_Match_Odds,bc_p1_odds,bc_p2_odds,p1_spread,p2_spread,rel_p1_spread,rel_p2_spread
Atpchengdu,R32,Terence Atmane,Dino Prizmic,52.4000,47.6000,,,1.9100,2.1000,,,,,,
Atpchengdu,R32,Alexander Shevchenko,Gael Monfils,23.3000,76.7000,,,4.2900,1.3000,,,,,,
Atpchengdu,R32,Filip Misolic,Giovanni Mpetshi Perricard,36.9000,63.1000,,,2.7100,1.5800,,,,,,
Atphangzhou,R32,Aleksandar Kovacevic,Luca Nardi,46.9000,53.1000,,,2.1300,1.8800,,,,,,
Atphangzhou,R32,Mariano Navone,Learner Tien,27.9000,72.1000,,,3.5800,1.3900,,,,,,
Atphangzhou,R32,Arthur Cazaux,Matteo Arnaldi,38.5000,61.5000,,,2.6000,1.6300,,,,,,
Atphangzhou,R32,Damir Dzumhur,Tomas Martin Etcheverry,37.2000,62.8000,,,2.6900,1.5900,,,,,,
Badwaltersdorfchallenger,R32,Pedro Martinez,Marko Topo,73.6000,26.4000,,,1.3600,3.7900,,,,,,
Badwaltersdorfchallenger,R32,Luka Pavlovic,Tadeas Paroulek,87.2000,12.8000,,,1.1500,7.8100,,,,,,
Saint Tropezchallenger,R32,Martin Landaluce,Federico Cina,58.2000,41.8000,,,1.7200,2.3900,,,,,,
Saint Tropezchallenger,R32,Norbert Gombos,Marek Gengel,79.8000,20.2000,,,1.2500,4.9500,,,,,,
Saint Tropezchallenger,R32,Valentin Vacherot,Robin Bertrand,79.3000,20.7000,,,1.2600,4.8300,,,,,,
Saint Tropezchallenger,R32,Justin Engel,Stan Wawrinka,23.9000,76.1000,,,4.1800,1.3100,,,,,,
Villamariachallenger,R32,Juan Pablo Varillas,Santiago De La Fuente,90.5000,9.5000,,,1.1000,10.5300,,,,,,
Villamariachallenger,R32,Pedro Boscardin Dias,Juan Carlos Prado Angelo,37.9000,62.1000,,,2.6400,1.6100,,,,,,
Columbuschallenger,R32,Theo Papamalamis,Justin Boulais,50.1000,49.9000,,,2.0000,2.0000,,,,,,
Columbuschallenger,R32,Andre Ilagan,Sebastian Dominko,40.2000,59.8000,,,2.4900,1.6700,,,,,,
Targumures2Challenger,R32,Jay Clarke,Oleksandr Ovcharenko,71.7000,28.3000,,,1.3900,3.5300,,,,,,
Targumures2Challenger,R32,Cezar Stefan Bentzel,Gabi Adrian Boitan,42.8000,57.2000,,,2.3400,1.7500,,,,,,
Targumures2Challenger,R32,Franco Roncadelli,Nicolas Alvarez Varona,54.4000,45.6000,,,1.8400,2.1900,,,,,,
