ResultDate,TournamentKey,Round,WinnerName,LoserName,WinnerNameKey,LoserNameKey,Score,TournamentName
2025-07-01,2025cary,R32,Tristan Schoolkate,Yi Zhou,tristanschoolkate,yizhou,7-6(5) 6-7(4) 6-1,Carychallenger
2025-07-01,2025cary,R32,Andres Martin,Stefan Dostanic,andresmartin,stefandostanic,6-4 5-7 6-3,Carychallenger
2025-07-01,2025cary,R32,Patrick Kypson,Masamichi Imamura,patrickkypson,masamichiimamura,6-3 6-4,Carychallenger
2025-07-01,2025cary,R32,Yibing Wu,Ian Mayew,yibingwu,ianmayew,6-3 6-3,Carychallenger
2025-07-01,2025cary,R32,Aidan Mayo,Andres Andrade,aidanmayo,andresandrade,6-1 6-3,Carychallenger
2025-07-01,2025cary,R32,Liam Draxl,Philip Sekulic,liamdraxl,philipsekulic,6-2 6-2,Carychallenger
2025-07-01,2025cary,Q2,Daniil Glinka,Moerani Bouzige,daniilglinka,moeranibouzige,3-6 6-2 6-3,Carychallenger
2025-07-01,2025cary,Q2,Michael Zheng,Will Mayew,michaelzheng,willmayew,6-1 6-0,Carychallenger
2025-07-01,2025cary,Q2,Joshua Sheehy,Antoine Ghibaudo,joshuasheehy,antoineghibaudo,7-6(6) 6-4,Carychallenger
2025-07-01,2025cary,Q2,Strong Kirchheimer,Hyeon Chung,strongkirchheimer,hyeonchung,6-2 1-6 7-6(4),Carychallenger
2025-07-01,2025cary,Q2,Alex Rybakov,Saahith Jayaraman,alexrybakov,saahithjayaraman,6-3 6-2,Carychallenger
2025-07-01,2025cary,Q2,Hiroki Moriya,Nick Chappell,hirokimoriya,nickchappell,6-4 7-6(4),Carychallenger
2025-07-01,2025cary,Q1,Moerani Bouzige,Naoki Tajima,moeranibouzige,naokitajima,6-2 6-3,Carychallenger
2025-07-01,2025cary,Q1,Daniil Glinka,Braden Shick,daniilglinka,bradenshick,3-6 6-2 6-4,Carychallenger
2025-07-01,2025cary,Q1,Michael Zheng,Alexander Visser,michaelzheng,alexandervisser,6-4 6-4,Carychallenger
2025-07-01,2025cary,Q1,Antoine Ghibaudo,James Watt,antoineghibaudo,jameswatt,5-7 6-3 6-4,Carychallenger
2025-07-01,2025cary,Q1,Hyeon Chung,Leo Vithoontien,hyeonchung,leovithoontien,6-2 6-4,Carychallenger
2025-07-01,2025cary,Q1,Strong Kirchheimer,Kris Van Wyk,strongkirchheimer,krisvanwyk,6-2 4-6 6-2,Carychallenger
2025-07-01,2025cary,Q1,Alex Rybakov,Nicolas Ian Kotzen,alexrybakov,nicolasiankotzen,7-5 6-1,Carychallenger
2025-07-01,2025cary,Q1,Saahith Jayaraman,Ryuki Matsuda,saahithjayaraman,ryukimatsuda,6-4 6-4,Carychallenger
2025-07-01,2025cary,Q1,Hiroki Moriya,Reece Falck,hirokimoriya,reecefalck,6-3 6-2,Carychallenger
2025-07-01,2025cary,Q1,Nick Chappell,Tristan Mccormick,nickchappell,tristanmccormick,6-7(5) 6-3 6-4,Carychallenger
2025-07-01,2025brasov,R32,Marko Topo,Gabriel Ghetu,markotopo,gabrielghetu,6-3 6-0,Brasovchallenger
