tournament,p1_name,p2_name,p1_odds,p2_odds,scrape_timestamp_utc
Challenger Cary,"Sakamoto, Rei","Draxl, Liam",2.03,1.67,2025-07-06 06:17:33 UTC
ATP Wimbledon,"Khachanov, Karen",Majchrzak Kamil,1.35,3.04,2025-07-06 06:17:33 UTC
ATP Wimbledon,"Fritz, Taylor","Thompson, Jordan",1.15,5.0,2025-07-06 06:17:33 UTC
ATP Wimbledon,"Jarry, Nicolas","Norrie, Cameron",2.01,1.75,2025-07-06 06:17:33 UTC
ATP Wimbledon,Rublev Andrey,"Alcaraz Garfia, Carlos",7.41,1.07,2025-07-06 06:17:33 UTC
ATP Wimbledon,"Sinner, Jannik",Dimitrov Grigor,1.02,11.22,2025-07-06 06:17:33 UTC
ATP Wimbledon,"Cilic, Marin","Cobolli, Flavio",1.84,1.9,2025-07-06 06:17:33 UTC
ATP Wimbledon,"De Minaur, Alex","Djokovic, Novak",4.23,1.2,2025-07-06 06:17:33 UTC
ATP Wimbledon,"Shelton, Ben","Sonego, Lorenzo",1.29,3.4,2025-07-06 06:17:33 UTC
ATP Wimbledon Mixte,Errani S/Vavassori A,Withrow J/Khromacheva I,1.36,2.89,2025-07-06 06:17:33 UTC
ATP Wimbledon Mixte,Lammons N/Panova A,Skupski N/Krawczyk D,2.47,1.48,2025-07-06 06:17:33 UTC
ATP Wimbledon Mixte,Stevenson D/Lumsden M,Pavic M/Babos T,3.21,1.3,2025-07-06 06:17:33 UTC
ATP Wimbledon Mixte,Bhambri Y/Jiang X,Arevalo M/Zhang S,2.94,1.35,2025-07-06 06:17:33 UTC
ATP Wimbledon Head to Head,"Sinner, Jannik","Alcaraz, Carlos",2.0,1.69,2025-07-06 06:17:33 UTC
Challenger Iasi Qualification,"Vrbensky, Michael","Dellavedova, Matthew",1.4,2.65,2025-07-06 06:17:33 UTC
Challenger Iasi Qualification,"Campana Lee, Gerard","Bondioli, Federico",1.86,1.8,2025-07-06 06:17:33 UTC
Challenger Iasi Qualification,"Yevseyev, Denis","Gima, Sebastian",1.36,2.8,2025-07-06 06:17:33 UTC
Challenger Iasi Qualification,"Barton, Hynek","Agafonov, Egor",1.16,4.35,2025-07-06 06:17:33 UTC
Challenger Iasi Qualification,"Albot, Radu","Cazacu, Dragos Nicolae",1.17,4.21,2025-07-06 06:17:33 UTC
Challenger Iasi Qualification,"Onofrei, Matei Cristian","Bax, Florent",7.16,1.05,2025-07-06 06:17:33 UTC
Challenger Iasi Qualification,"Pucinelli De Almeida, Matheus","Tomescu, Dan Alexandru",1.2,3.87,2025-07-06 06:17:33 UTC
Challenger Iasi Qualification,"Roca Batalla, Oriol","Alcala Gurri, Max",1.55,2.24,2025-07-06 06:17:33 UTC
Challenger Iasi Qualification,"Kolar, Zdenek","Ionel, Nicholas David",1.32,2.99,2025-07-06 06:17:33 UTC
Challenger Iasi Qualification,"Uta, Daniel","Paris, Tom",8.26,1.03,2025-07-06 06:17:33 UTC
Challenger Iasi Qualification,"Topo, Marko","Ivanovski, Kalin",1.4,2.65,2025-07-06 06:17:33 UTC
Challenger Brasov,"Maestrelli, Francesco","Pavlovic, Luka",1.92,1.75,2025-07-06 06:17:33 UTC
Challenger Modena,"Seyboth Wild, Thiago","Travaglia, Stefano",1.4,2.65,2025-07-06 06:17:33 UTC
Qualification Challenger Trieste,"Pecci, Alessandro","Sakellaridis, Stefanos",1.93,1.74,2025-07-06 06:17:33 UTC
Qualification Challenger Trieste,"Romano, Filippo","Paul, Jakub",2.4,1.48,2025-07-06 06:17:33 UTC
Qualification Challenger Trieste,"Michalski, Daniel","Forti, Francesco",1.65,2.06,2025-07-06 06:17:33 UTC
Qualification Challenger Trieste,"Guerrieri, Andrea","Pokorny, Lukas",1.69,2.0,2025-07-06 06:17:33 UTC
Qualification Challenger Trieste,"Prado Angelo, Juan Carlos","Picchione, Andrea",1.32,2.99,2025-07-06 06:17:33 UTC
Qualification Challenger Trieste,"Caniato, Carlo Alberto","Dodig, Matej",2.35,1.5,2025-07-06 06:17:33 UTC
Qualification Challenger Trieste,"Echargui, Moez","Mrva, Maxim",1.86,1.8,2025-07-06 06:17:33 UTC
Qualification Challenger Trieste,"Carboni, Lorenzo","Karol, Milos",2.06,1.65,2025-07-06 06:17:33 UTC
Qualification Challenger Trieste,"Brancaccio, Raul","Pampanin, Pietro",1.02,8.96,2025-07-06 06:17:33 UTC
Qualification Challenger Trieste,Nagal Sumit,"Castagnola, Luca",1.21,3.77,2025-07-06 06:17:33 UTC
Qualification Challenger Trieste,"Obradovic, Dusan","Oberleitner, Neil",2.99,1.32,2025-07-06 06:17:33 UTC
Challenger Troyes,"Choinski, Jan","Hemery, Calvin",1.67,2.03,2025-07-06 06:17:33 UTC
