tournament,p1_name,p2_name,p1_odds,p2_odds,scrape_timestamp_utc
ATP US Open,"Djokovic, Novak","Alcaraz Garfia, Carlos",3.63,1.26,2025-09-04 06:18:13 UTC
ATP US Open,"Sinner, Jannik","Auger-Aliassime, Félix",1.03,10.14,2025-09-04 06:18:13 UTC
Challenger Gênes,"Travaglia, Stefano","Cadenasso, Gianluca",1.32,3.09,2025-09-04 06:18:13 UTC
Challenger Gênes,"Caniato, Carlo Alberto","Bondioli, Federico",1.5,2.41,2025-09-04 06:18:13 UTC
Challenger Gênes,"Dalla Valle, Enrico","Monteiro, Thiago",3.56,1.25,2025-09-04 06:18:13 UTC
Challenger Gênes,"Darderi, Luciano","Popko, Dmitry",1.1,5.82,2025-09-04 06:18:13 UTC
Challenger Gênes,"Gentzsch, Tom","Feldbausch, Kilian",2.19,1.6,2025-09-04 06:18:13 UTC
Challenger Gênes,"Pellegrino, Andrea","Picchione, Andrea",1.32,3.09,2025-09-04 06:18:13 UTC
Challenger Cassis,"Paris, Tom","Lajal, Mark",2.94,1.35,2025-09-04 06:18:13 UTC
Challenger Cassis,"Glinka, Daniil","Stewart, Hamish",1.87,1.83,2025-09-04 06:18:13 UTC
Challenger Cassis,"Coulibaly, Eliakim","Harris, Billy",3.04,1.33,2025-09-04 06:18:13 UTC
Challenger Cassis,"Escoffier, Antoine","Malige, Mae",1.55,2.29,2025-09-04 06:18:13 UTC
Challenger Cassis,"Rodionov, Jurij","Bertrand, Robin",1.4,2.73,2025-09-04 06:18:13 UTC
Challenger Cassis,"Donnet, Etienne","Engel, Justin",2.19,1.6,2025-09-04 06:18:13 UTC
Challenger Cassis,"Fery, Arthur","Droguet, Titouan",1.85,1.85,2025-09-04 06:18:13 UTC
Challenger Cassis,"Mmoh, Michael","Vacherot, Valentin",2.65,1.42,2025-09-04 06:18:13 UTC
Challenger Istanbul,"Sakellaridis, Stefanos","Virtanen, Otto",2.69,1.41,2025-09-04 06:18:13 UTC
Challenger Istanbul,Grenier Hugo,"Gray, Alastair",1.52,2.36,2025-09-04 06:18:13 UTC
Challenger Istanbul,"Turker, Mert Naci","Hemery, Calvin",5.1,1.13,2025-09-04 06:18:13 UTC
Challenger Istanbul,"Gombos, Norbert","Potenza, Luca",1.54,2.32,2025-09-04 06:18:13 UTC
Challenger Istanbul,"Karol, Milos","Mejia, Nicolas",2.25,1.57,2025-09-04 06:18:13 UTC
Challenger Istanbul,"Shelbayh, Abdullah","Molcan, Alex",2.73,1.4,2025-09-04 06:18:13 UTC
Challenger Séville,"Buse, Ignacio","Taberner, Carlos",1.7,2.03,2025-09-04 06:18:13 UTC
Challenger Séville,Jorda Sanchis David,"Merida, Daniel",2.65,1.42,2025-09-04 06:18:13 UTC
Challenger Séville,"Lajovic, Dusan","Carreno Busta, Pablo",1.96,1.75,2025-09-04 06:18:13 UTC
Challenger Séville,"Olivieri, Genaro Alberto","Gaubas, Vilius",2.73,1.4,2025-09-04 06:18:13 UTC
Challenger Shanghai,"Zhou, Yi","Tokuda, Renta",1.65,2.11,2025-09-04 06:18:13 UTC
Challenger Shanghai,"Samrej, Kasidit","Hsu, Yu Hsiou",3.83,1.22,2025-09-04 06:18:13 UTC
Challenger Shanghai,"Huang, Tsung-Hao","Tomic, Bernard",3.56,1.25,2025-09-04 06:18:13 UTC
Challenger Shanghai,"Zeppieri, Giulio","Bar Biryukov, Petr",1.25,3.56,2025-09-04 06:18:13 UTC
Challenger Shanghai,"Sun, Fajing","Jasika, Omar",1.61,2.17,2025-09-04 06:18:13 UTC
Challenger Shanghai,"Simakin, Ilia","Uchiyama, Yasutaka",1.67,2.07,2025-09-04 06:18:13 UTC
Challenger Shanghai,"Evans, Daniel","Peliwo, Filip",1.23,3.73,2025-09-04 06:18:13 UTC
Challenger Shanghai,"Crawford, Oliver","Noguchi, Rio",1.45,2.56,2025-09-04 06:18:13 UTC
Challenger Tulln,"Rodriguez Taverna, Santiago","Dedura-Palomero, Diego",1.83,1.87,2025-09-04 06:18:13 UTC
Challenger Tulln,"Molleker, Rudolf","Prihodko, Oleg",1.78,1.93,2025-09-04 06:18:13 UTC
Challenger Tulln,"Topo, Marko","Paulson, Andrew",1.3,3.21,2025-09-04 06:18:13 UTC
Challenger Tulln,"Trungelliti, Marco","Kopp, Sandro",1.36,2.89,2025-09-04 06:18:13 UTC
Challenger Tulln,"Schwaerzler, Joel",Nagal Sumit,1.6,2.19,2025-09-04 06:18:13 UTC
