TournamentName,Round,Player1Name,Player2Name,Player1_Match_Prob,Player2_Match_Prob,bc_p1_prob,bc_p2_prob,Player1_Match_Odds,Player2_Match_Odds,bc_p1_odds,bc_p2_odds,p1_spread,p2_spread,rel_p1_spread,rel_p2_spread
Atpwinston Salem,QF,Bu Yunchaokete,Botic Van De Zandschulp,42.5000,57.5000,51.3514,48.6486,2.3500,1.7400,1.8000,1.9000,-0.5500,0.1600,-0.2340,0.0920
Atpwinston Salem,QF,Hamad Medjedovic,Giovanni Mpetshi Perricard,62.1000,37.9000,64.2680,35.7320,1.6100,2.6400,1.4400,2.5900,-0.1700,-0.0500,-0.1056,-0.0189
Atpwinston Salem,QF,Sebastian Korda,Miomir Kecmanovic,68.9000,31.1000,54.4236,45.5764,1.4500,3.2200,1.7000,2.0300,0.2500,-1.1900,0.1724,-0.3696
Atpwinston Salem,QF,Jaume Munar,Marton Fucsovics,42.8000,57.2000,52.8302,47.1698,2.3400,1.7500,1.7500,1.9600,-0.5900,0.2100,-0.2521,0.1200
Sofia2Challenger,QF,Andrej Nedic,Matej Dodig,23.9000,76.1000,41.0995,58.9005,4.1800,1.3100,2.2500,1.5700,-1.9300,0.2600,-0.4617,0.1985
Sofia2Challenger,QF,Alex Molcan,Franco Roncadelli,83.7000,16.3000,,,1.1900,6.1300,,,,,,
Sofia2Challenger,QF,Joel Schwaerzler,Franco Agamenone,53.2000,46.8000,,,1.8800,2.1400,,,,,,
Sofia2Challenger,QF,Frederico Ferreira Silva,Marat Sharipov,58.6000,41.4000,,,1.7100,2.4200,,,,,,
Hersonissos4Challenger,QF,Moez Echargui,Mats Rosenkranz,68.2000,31.8000,62.5316,37.4684,1.4700,3.1400,1.4800,2.4700,0.0100,-0.6700,0.0068,-0.2134
Hersonissos4Challenger,QF,Jakub Paul,Robin Bertrand,67.3000,32.7000,63.8404,36.1596,1.4900,3.0600,1.4500,2.5600,-0.0400,-0.5000,-0.0268,-0.1634
Hersonissos4Challenger,QF,Stefanos Sakellaridis,Rafael Jodar,27.5000,72.5000,30.4348,69.5652,3.6400,1.3800,3.0400,1.3300,-0.6000,-0.0500,-0.1648,-0.0362
Hersonissos4Challenger,QF,Dan Added,Ioannis Xilas,28.9000,71.1000,73.4177,26.5823,3.4600,1.4100,1.2600,3.4800,-2.2000,2.0700,-0.6358,1.4681
