TournamentName,TournamentURL,Round,Player1Name,Player2Name,Player1_Match_Prob,Player2_Match_Prob,Player1_Match_Odds,Player2_Match_Odds,ModelName,ScrapeTimestampUTC
Atpwinston Salem,https://www.tennisabstract.com/current/2025ATPWinston-Salem.html,QF,Bu Yunchaokete,Botic Van De Zandschulp,42.5,57.5,2.35,1.74,Sackmann,2025-08-22 06:18:44 UTC
Atpwinston Salem,https://www.tennisabstract.com/current/2025ATPWinston-Salem.html,QF,Hamad Medjedovic,Giovanni Mpetshi Perricard,0.0,100.0,,1.0,Sackmann,2025-08-22 06:18:44 UTC
Atpwinston Salem,https://www.tennisabstract.com/current/2025ATPWinston-Salem.html,QF,Sebastian Korda,Miomir Kecmanovic,100.0,0.0,1.0,,Sackmann,2025-08-22 06:18:44 UTC
Atpwinston Salem,https://www.tennisabstract.com/current/2025ATPWinston-Salem.html,QF,Jaume Munar,Marton Fucsovics,0.0,100.0,,1.0,Sackmann,2025-08-22 06:18:44 UTC
Sofia2Challenger,https://www.tennisabstract.com/current/2025Sofia2Challenger.html,SF,Matej Dodig,Alex Molcan,35.1,64.9,2.85,1.54,Sackmann,2025-08-22 06:18:44 UTC
Sofia2Challenger,https://www.tennisabstract.com/current/2025Sofia2Challenger.html,SF,Joel Schwaerzler,Marat Sharipov,67.6,32.4,1.48,3.09,Sackmann,2025-08-22 06:18:44 UTC
Hersonissos4Challenger,https://www.tennisabstract.com/current/2025Hersonissos4Challenger.html,SF,Moez Echargui,Robin Bertrand,77.0,23.0,1.3,4.35,Sackmann,2025-08-22 06:18:44 UTC
Hersonissos4Challenger,https://www.tennisabstract.com/current/2025Hersonissos4Challenger.html,SF,Rafael Jodar,Dan Added,71.8,28.2,1.39,3.55,Sackmann,2025-08-22 06:18:44 UTC
Augsburgchallenger,https://www.tennisabstract.com/current/2025AugsburgChallenger.html,QF,Benito Sanchez Martinez,Zdenek Kolar,0.0,100.0,,1.0,Sackmann,2025-08-22 06:18:44 UTC
Augsburgchallenger,https://www.tennisabstract.com/current/2025AugsburgChallenger.html,QF,Cedrik Marcel Stebe,Matyas Cerny,100.0,0.0,1.0,,Sackmann,2025-08-22 06:18:44 UTC
Augsburgchallenger,https://www.tennisabstract.com/current/2025AugsburgChallenger.html,QF,Nikolas Sanchez Izquierdo,Henri Squire,0.0,100.0,,1.0,Sackmann,2025-08-22 06:18:44 UTC
Augsburgchallenger,https://www.tennisabstract.com/current/2025AugsburgChallenger.html,QF,Alexander Ritschard,Christoph Negritu,74.1,25.9,1.35,3.86,Sackmann,2025-08-22 06:18:44 UTC
