ResultDate,TournamentKey,Round,WinnerName,LoserName,WinnerNameKey,LoserNameKey,Score,TournamentName
2025-09-18,2025chengdu,R32,Marcos Giron,Ethan Quinn,marcosgiron,ethanquinn,7-5 6-4,Atpchengdu
2025-09-18,2025chengdu,R32,Juncheng Shang,Zizou Bergs,junchengshang,zizoubergs,6-1 5-7 6-4,Atpchengdu
2025-09-18,2025chengdu,R32,Yi Zhou,Cameron Norrie,yizhou,cameronnorrie,6-7(3) 6-4 7-6(2),Atpchengdu
2025-09-18,2025chengdu,R32,Christopher Oconnell,Quentin Halys,christopheroconnell,quentinhalys,6-7(3) 6-3 6-4,Atpchengdu
2025-09-18,2025chengdu,Q2,Nikoloz Basilashvili,Bernard Tomic,nikolozbasilashvili,bernardtomic,2-6 7-5 7-5,Atpchengdu
2025-09-18,2025chengdu,Q2,Mackenzie Mcdonald,Nicolai Budkov Kjaer,mackenziemcdonald,nicolaibudkovkjaer,4-6 7-5 6-0,Atpchengdu
2025-09-18,2025chengdu,Q2,Taro Daniel,Billy Harris,tarodaniel,billyharris,7-5 6-4,Atpchengdu
2025-09-18,2025chengdu,Q2,Alejandro Tabilo,Lloyd Harris,alejandrotabilo,lloydharris,7-6(4) 6-7(2) 7-6(2),Atpchengdu
2025-09-18,2025chengdu,Q1,Bernard Tomic,Tristan Schoolkate,bernardtomic,tristanschoolkate,6-4 6-4,Atpchengdu
2025-09-18,2025chengdu,Q1,Nikoloz Basilashvili,Rei Sakamoto,nikolozbasilashvili,reisakamoto,6-2 3-6 6-1,Atpchengdu
2025-09-18,2025chengdu,Q1,Mackenzie Mcdonald,James Mccabe,mackenziemcdonald,jamesmccabe,6-3 3-0 RET,Atpchengdu
2025-09-18,2025chengdu,Q1,Nicolai Budkov Kjaer,Yannick Hanfmann,nicolaibudkovkjaer,yannickhanfmann,6-3 6-4,Atpchengdu
2025-09-18,2025chengdu,Q1,Taro Daniel,James Duckworth,tarodaniel,jamesduckworth,7-6(4) 7-6(0),Atpchengdu
2025-09-18,2025chengdu,Q1,Billy Harris,Fumin Jiang,billyharris,fuminjiang,6-3 6-2,Atpchengdu
2025-09-18,2025chengdu,Q1,Alejandro Tabilo,Rigele Te,alejandrotabilo,rigelete,6-4 6-4,Atpchengdu
2025-09-18,2025chengdu,Q1,Lloyd Harris,Zachary Svajda,lloydharris,zacharysvajda,6-4 6-7(5) 6-2,Atpchengdu
2025-09-18,2025hangzhou,R32,Learner Tien,Mariano Navone,learnertien,marianonavone,5-7 6-3 6-4,Atphangzhou
2025-09-18,2025hangzhou,R32,Yibing Wu,Adrian Mannarino,yibingwu,adrianmannarino,4-6 7-6(5) 7-5,Atphangzhou
2025-09-18,2025hangzhou,Q2,Valentin Royer,Eliot Spizzirri,valentinroyer,eliotspizzirri,7-5 4-6 6-3,Atphangzhou
2025-09-18,2025hangzhou,Q2,Giulio Zeppieri,Dalibor Svrcina,giuliozeppieri,daliborsvrcina,6-1 6-4,Atphangzhou
2025-09-18,2025hangzhou,Q2,Nishesh Basavareddy,Gauthier Onclin,nisheshbasavareddy,gauthieronclin,6-1 6-3,Atphangzhou
2025-09-18,2025hangzhou,Q2,Rinky Hijikata,Brandon Holt,rinkyhijikata,brandonholt,6-2 7-5,Atphangzhou
2025-09-18,2025hangzhou,Q1,Valentin Royer,Charles Chen,valentinroyer,charleschen,6-3 7-5,Atphangzhou
2025-09-18,2025hangzhou,Q1,Eliot Spizzirri,Chun Hsin Tseng,eliotspizzirri,chunhsintseng,2-6 6-1 6-4,Atphangzhou
2025-09-18,2025hangzhou,Q1,Dalibor Svrcina,Timofey Skatov,daliborsvrcina,timofeyskatov,0-6 6-4 2-0 RET,Atphangzhou
2025-09-18,2025hangzhou,Q1,Giulio Zeppieri,Liam Draxl,giuliozeppieri,liamdraxl,6-7(5) 6-1 6-3,Atphangzhou
2025-09-18,2025hangzhou,Q1,Nishesh Basavareddy,Beibit Zhukayev,nisheshbasavareddy,beibitzhukayev,6-2 7-6(3),Atphangzhou
2025-09-18,2025hangzhou,Q1,Gauthier Onclin,Tristan Boyer,gauthieronclin,tristanboyer,6-4 7-6(6),Atphangzhou
2025-09-18,2025hangzhou,Q1,Rinky Hijikata,Christopher Eubanks,rinkyhijikata,christophereubanks,4-6 7-6(5) 6-4,Atphangzhou
2025-09-18,2025hangzhou,Q1,Brandon Holt,Ye Chen,brandonholt,yechen,7-5 6-2,Atphangzhou
2025-09-18,2025badwaltersdorf,R32,Marko Topo,Pedro Martinez,markotopo,pedromartinez,6-1 3-0 RET,Badwaltersdorfchallenger
2025-09-18,2025badwaltersdorf,R32,Jan Choinski,Vitaliy Sachko,janchoinski,vitaliysachko,6-1 6-4,Badwaltersdorfchallenger
2025-09-18,2025badwaltersdorf,R32,Luka Pavlovic,Tadeas Paroulek,lukapavlovic,tadeasparoulek,6-4 6-7(6) 6-3,Badwaltersdorfchallenger
2025-09-18,2025badwaltersdorf,R32,Francesco Passaro,Dusan Lajovic,francescopassaro,dusanlajovic,6-1 5-7 6-4,Badwaltersdorfchallenger
