TournamentName,Round,Player1Name,Player2Name,Player1_Match_Prob,Player2_Match_Prob,bc_p1_prob,bc_p2_prob,Player1_Match_Odds,Player2_Match_Odds,bc_p1_odds,bc_p2_odds,p1_spread,p2_spread,rel_p1_spread,rel_p2_spread
Atpwinston Salem,R16,Bu Yunchaokete,Mariano Navone,58.0000,42.0000,52.2911,47.7089,1.7200,2.3800,1.7700,1.9400,0.0500,-0.4400,0.0291,-0.1849
Atpwinston Salem,R16,Sebastian Baez,Botic Van De Zandschulp,34.7000,65.3000,,,2.8800,1.5300,,,,,,
Atpwinston Salem,R16,Gabriel Diallo,Hamad Medjedovic,50.7000,49.3000,62.9723,37.0277,1.9700,2.0300,1.4700,2.5000,-0.5000,0.4700,-0.2538,0.2315
Atpwinston Salem,R16,Giovanni Mpetshi Perricard,Alexandre Muller,52.1000,47.9000,,,1.9200,2.0900,,,,,,
Sofia2Challenger,R16,Sumit Nagal,Andrej Nedic,77.8000,22.2000,,,1.2900,4.5000,,,,,,
Sofia2Challenger,R16,Alexander Donski,Matej Dodig,36.1000,63.9000,32.9356,67.0644,2.7700,1.5600,2.8100,1.3800,0.0400,-0.1800,0.0144,-0.1154
Sofia2Challenger,R16,Alexander Vasilev,Alex Molcan,14.5000,85.5000,20.2443,79.7557,6.9000,1.1700,4.5700,1.1600,-2.3300,-0.0100,-0.3377,-0.0085
Sofia2Challenger,R16,Marco Cecchinato,Franco Roncadelli,74.3000,25.7000,,,1.3500,3.8900,,,,,,
Hersonissos4Challenger,R16,Moez Echargui,Pavlos Tsitsipas,71.0000,29.0000,86.4557,13.5443,1.4100,3.4500,1.0700,6.8300,-0.3400,3.3800,-0.2411,0.9797
Hersonissos4Challenger,R16,Mats Rosenkranz,Christian Langmo,65.0000,35.0000,52.8302,47.1698,1.5400,2.8600,1.7500,1.9600,0.2100,-0.9000,0.1364,-0.3147
Hersonissos4Challenger,R16,Jakub Paul,Blaise Bicknell,63.9000,36.1000,65.1106,34.8894,1.5600,2.7700,1.4200,2.6500,-0.1400,-0.1200,-0.0897,-0.0433
Hersonissos4Challenger,R16,Filippo Moroni,Robin Bertrand,38.6000,61.4000,46.2366,53.7634,2.5900,1.6300,2.0000,1.7200,-0.5900,0.0900,-0.2278,0.0552
Augsburgchallenger,R16,Gilles Arnaud Bailly,Benito Sanchez Martinez,73.0000,27.0000,,,1.3700,3.7000,,,,,,
Augsburgchallenger,R16,Zdenek Kolar,Hynek Barton,52.6000,47.4000,,,1.9000,2.1100,,,,,,
Augsburgchallenger,R16,Cedrik Marcel Stebe,Buvaysar Gadamauri,86.5000,13.5000,,,1.1600,7.4100,,,,,,
Augsburgchallenger,R16,Matyas Cerny,Tadeas Paroulek,50.0000,50.0000,,,2.0000,2.0000,,,,,,
